Season,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA_x,ERA,xERA,FIP,xFIP,WAR,FA%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,vFA_y,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,FA-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,FA-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,FA-SPN,FC-SPN,FS-SPN,FO-SPN,SI-SPN,SL-SPN,CU-SPN,KC-SPN,EP-SPN,CH-SPN,SC-SPN,KN-SPN,K/BB,K%,BB%,K-BB%,WHIP,ERA-,FIP-,xFIP-,SIERA,League,Rank,Vote_Pts,1st_Place,Share,CY_winner
2025,Chris Bassitt,TOR,11,9,0,31,31,169.1,8.769685302785,2.76377961057467,1.16929137370467,0.316008316008316,0.76368876,0.463073852,0.131736526,91.4121834590517,3.986220592175,4.18105092204802,4.02686862845631,3.85838712086032,2.41122531890869,0.09329549,0.1688542,0.04576091,0.0,0.41645974,0.08620078,0.16246896,0,0.0,0.02695991,0.0,0.0,91.4787087096008,88.5390789128151,83.6255829093992,,91.5612422806644,76.2790075231482,71.2871179039301,,,84.4671052631579,,,-3.56359213477305,-0.204112541775744,-8.99425323249758,,-9.89569164581559,7.6266888904964,9.08740767433133,,,-9.84044687371505,,,6.23215452709126,4.61119784827994,-0.334539250810017,,2.74827916211936,-0.487808729886028,-6.96676968903521,,,2.19681589226974,,,2149.8897338403,2222.92226890756,1365.88372093023,,2096.3202725724,2347.40740740741,2271.78165938865,,,1916.93421052632,,,3.17,22.5%,7.1%,15.4%,1.33,98,95,92,3.93,,0,0,0,0.0,0
2025,Colin Rea,CHC,10,7,0,27,27,143.1,7.4720932884072,2.700000095811,1.25581399805163,0.293975903614458,0.72839506,0.398601398,0.117647058,93.8426754782834,4.33255829327812,4.42994967212856,4.29327589418774,4.30789694248614,1.61094224452972,0.42261393,0.06620808,0.12252794,0.0,0.10017197,0.19690456,0.09157352,0,0.0,0,0.0,0.0,93.8665278484232,88.3013012378247,87.3757881030702,,93.1107329667382,84.0991232259825,80.2976544160798,,,,,,-5.36234194191887,0.325615325531402,-7.90048314144737,,-8.94815417113734,4.27656841694528,5.56710887067195,,,,,,8.050471293235,4.54504354898032,0.138666413959704,,4.76783955455338,0.193646759966055,-4.35524323512691,,,,,,2197.20651068159,2215.53246753247,1412.21052631579,,2153.24892703863,2328.93231441048,2213.17840375587,,,,,,2.77,19.8%,7.1%,12.6%,1.29,105,105,104,4.38,,0,0,0,0.0,0
2025,Seth Lugo,KCR,8,7,0,26,26,145.1,7.7408259589808,3.40596342195155,1.67201840713985,0.266331658291457,0.79385403,0.389548693,0.154285714,91.9946464143426,4.14908271401371,5.17301334131042,5.08926482696283,4.53057934930749,0.49651226401329,0.21176471,0.1407563,0.00588235,0.0,0.14537815,0.07521008,0.27731092,0.04789916,0.0,0.09579832,0.0,0.0,91.7265857514881,89.2358208955224,84.3214285714286,,91.2736971640173,82.4726235160615,78.932421875,71.1324569969846,,86.2416649533991,,,-4.58730158730159,0.356889001647038,-6.06608690534319,,-9.22512164694726,3.93291895349598,8.22044492779356,8.73014751233553,,-8.73724793551261,,,8.80105445498512,6.16349842583955,2.3286440713065,,5.19221417201048,2.22011340263836,-6.12539136482008,-2.69392314710115,,2.6892558315344,,,2350.02579365079,2453.14925373134,1416.42857142857,,2402.3612716763,2651.99441340782,3142.64090909091,2629.32456140351,,1670.75438596491,,,2.27,20.5%,9.0%,11.5%,1.29,98,123,109,4.53,,0,0,0,0.0,0
2025,Adrian Houser,TOT,8,5,0,21,21,125.0,6.62400020214844,2.7360000834961,0.720000021972657,0.302702702702703,0.77272727,0.489417989,0.080645161,95.2993120073198,3.31200010107422,4.04161151934109,3.8071363387146,4.29654175392625,2.2835106253624,0.11680761,0,0.0,0.0,0.45930233,0.15433404,0.11680761,0,0.0,0.15274841,0.0,0.0,95.2466041254242,,,,94.4227830120829,88.1174650845462,81.6941172051754,,,85.8460207612457,,,-6.51693104187288,,,,-10.1853805559551,0.906662823402718,3.69091354991516,,,-9.34079032290766,,,8.72602644009828,,,,4.29168455345584,2.78010313478235,-6.81560947884262,,,2.91314813422497,,,2301.2850678733,,,,2201.61795166858,2431.98287671233,1964.68778280543,,,1612.62629757785,,,2.42,17.8%,7.3%,10.4%,1.28,80,89,103,4.46,,0,0,0,0.0,0
2025,Nick Martinez,CIN,10,10,0,26,26,145.0,6.64137931034483,2.23448275862069,1.24137931034483,0.288683602771363,0.68553459,0.383073496,0.109890109,92.5999190167683,4.71724137931034,4.18737389325207,4.32134321475851,4.46338842367304,1.9945832490921,0.21128609,0.20778653,0.0,0.0,0.16622922,0.10892388,0.11023622,0,0.0,0.19553806,0.0,0.0,92.5536199534162,88.9991611842105,,,92.4260485197368,84.849797628012,79.7083333333333,,,78.4232644714765,,,-3.55888034986413,0.567227204975329,,,-7.81775737561678,-0.231259005136758,0.776322501046317,,,-6.77738471319211,,,10.4342447916667,6.766342002467111,,,8.54125012849507,1.36576775853414,-9.42843385726687,,,3.15428458604237,,,2316.05797101449,2363.45684210526,,,2294.10263157895,2431.30923694779,2590.50396825397,,,1995.87472035794,,,2.97,17.8%,6.0%,11.8%,1.25,107,99,108,4.51,,0,0,0,0.0,0
2025,Sonny Gray,STL,14,8,0,32,32,180.2,10.0129156929335,1.89298903647498,1.2453875239967,0.329218106995885,0.69633508,0.438735177,0.14450867,91.6911764705882,4.28413308254865,3.8669103491079904,3.38974887866833,3.06717082430314,3.56707406044006,0.22287606,0.1265171,0.0,0.0,0.17396102,0.20890033,0.18278779,0.00073556,0.0,0.08422214,0.0,0.0,91.7267300948845,87.843023255814,,,92.3680794133192,85.0360915492958,80.2698220573441,74.8999938964844,,86.1947581195415,,,0.493254054104141,2.50841788358467,,,-6.35890478412394,7.67373184419014,7.09270761286469,7.79758262634277,,-8.04299060538346,,,5.96828508534447,1.32790383627248,,,4.98364361043208,-1.8781972535899,-7.93682554310236,-8.48979949951172,,4.02773021714656,,,2500.51320132013,2678.75581395349,,,2389.05285412262,2657.68838028169,2583.41046277666,2358.5,,1859.81222707424,,,5.29,26.7%,5.0%,21.6%,1.23,104,84,75,3.29,,0,0,0,0.0,0
2025,Tyler Anderson,LAA,2,8,0,26,26,136.1,6.865525928507609,3.7628363262012896,1.84841082690589,0.262899262899263,0.7830552,0.292626728,0.127853881,89.361543687291,4.55501239487524,5.05972539585235,5.59968408741465,5.40634112132622,0.110748447477818,0.38178709,0.20478837,0.0,0.0,0.03634032,0.03505772,0.00213767,0,0.0,0.33988884,0.0,0.0,89.2880214165733,84.3448835464509,,,88.4447093290441,80.5402415205793,69.4200012207031,,,78.6755994496855,,,4.41216870144527,-0.38079499501525,,,9.97563261144301,-1.01432632818455,-1.21015367507935,,,7.8491972533412,,,11.4207562727464,7.85833727492171,,,6.15444048713235,3.30229410311071,-6.83907012939453,,,7.30411875982704,,,2184.76707726764,2294.43006263048,,,2142.36470588235,2327.56097560976,2045.6,,,1916.38113207547,,,1.82,17.4%,9.5%,7.8%,1.41,110,133,130,5.23,,0,0,0,0.0,0
2025,Yu Darvish,SDP,5,5,0,15,15,72.0,8.5,2.375,1.75,0.275132275132275,0.65826331,0.39800995,0.16091954,93.8001754679144,5.375,3.62486381086382,4.81569187376234,4.1508491013613,0.370816975831986,0.14853195,0.12176166,0.10621762,0.0,0.21243523,0.23920553,0.15457686,0.01208981,0.0,0.00518135,0.0,0.0,93.9284895076308,90.7872340425532,86.3666634908537,,93.4040666285569,84.5613718411552,71.1156435492319,78.8214285714286,,88.0499979654948,,,-6.87754005609557,-1.82018566807957,-4.00858139410252,,-10.0143616218877,4.40183475645871,6.10408778696753,5.01291329520089,,-9.12232971191406,,,8.39370443654615,6.11543912414118,0.846936543782552,,4.13153994180323,1.23213774202533,-8.27632490616271,-6.58931296212333,,4.49923292795817,,,2358.0988372093,2521.68794326241,1144.50406504065,,2282.76829268293,2747.09386281588,2507.04469273743,2544.92857142857,,1777.83333333333,,,3.58,23.0%,6.4%,16.6%,1.18,133,117,100,3.94,,0,0,0,0.0,0
2025,Eduardo Rodriguez,ARI,9,9,0,29,29,154.1,8.33909314739625,3.49892020170472,1.45788341737697,0.329032258064516,0.71078431,0.371607515,0.126903553,91.9579114412007,5.01511895577677,4.51189694788049,4.57358129001873,4.43571505446776,1.26503765583038,0.46736192,0.15720355,0.0,0.0,0.08497489,0.04982619,0.03630745,0,0.0,0.20432599,0.0,0.0,91.9915676652893,89.3245738636364,,,91.5577325994318,84.1434108527132,78.6297893118351,,,85.9264679820416,,,3.55752679493802,-0.181117252284244,,,7.40878739790483,-1.7580530920694,-2.95979406478557,,,9.36835974421078,,,8.67327366348141,5.58507251036548,,,7.316445090553981,1.53487993580426,-4.01345273281666,,,3.8426585206462702,,,2304.62975206612,2266.29238329238,,,2280.04545454545,2177.40310077519,2357.52127659575,,,1932.93572778828,,,2.38,20.6%,8.6%,12.0%,1.54,118,114,107,4.48,,0,0,0,0.0,0
2025,Blake Snell,LAD,5,4,0,11,11,61.1,10.565217610343,3.8152174704016306,0.440217400430957,0.313725490196078,0.76923077,0.486666666,0.073170731,95.1011623051225,2.34782613563177,3.27062501281418,2.69491891777583,3.0896685766105,1.89259660243988,0.43579767,0,0.0,0.0,0,0.11089494,0.21692607,0,0.0,0.23638132,0.0,0.0,95.1207624162946,,,,,88.228943941886,80.5690600476457,,,85.4703735853909,,,3.15375001089914,,,,,-0.869291606702303,-6.43896484375,,,7.92465348106353,,,10.5520477294922,,,,,5.41712068256579,-3.29715800606082,,,6.13918527359825,,,2452.92633928571,,,,,2314.40350877193,2516.91031390135,,,1793.12757201646,,,2.77,28.3%,10.2%,18.1%,1.26,56,64,75,3.64,,0,0,0,0.0,0
2025,Clay Holmes,NYM,12,8,0,31,31,161.0,7.04347826086957,3.68944099378882,0.782608695652174,0.280254777070064,0.74001947,0.552083333,0.108527131,93.5030457823427,3.6335403726708098,4.42770421489049,4.17240339895213,4.27727527229682,1.79969763755798,0.05458596,0.08466394,0.0,0.0,0.40438173,0.30003713,0,0,0.0,0.15633123,0.0,0.0,93.2027197597789,89.7956157483553,,,93.7116620752984,83.1691870358911,,,,88.0667495546318,,,-3.93660523291348,0.295416380229749,,,-8.74502302858127,6.107964544013,,,,-7.07514949988866,,,8.14317020753614,3.13177570543791,,,2.18556099883781,-2.75627695215811,,,,0.825155081488458,,,2303.80272108844,2446.78070175439,,,2181.08907254362,2719.39851485149,,,,1105.08076009501,,,1.91,18.3%,9.6%,8.7%,1.32,89,101,103,4.49,,0,0,0,0.0,0
2025,Max Fried,NYY,19,5,0,32,32,195.1,8.70819135303149,2.34982941272278,0.645051211335666,0.279329608938547,0.74001947,0.523809523,0.086956521,95.8103626179245,2.85665536448652,3.37205359548593,3.06858341544993,3.40759381514046,4.7727370262146,0.12447732,0.28047604,0.0,0.0,0.1772274,0.13541332,0.17272435,0,0.0,0.10968157,0.0,0.0,95.8033551356589,93.6415119696101,,,94.0451877268603,82.0657938687648,75.2491634660149,,,85.2469185300587,,,2.17419007767078,-0.287039485546427,,,6.05902044223571,-8.28596695924881,-5.70027260096602,,,7.983908913352271,,,8.76226065386789,5.3537127293578,,,2.84601971025692,-1.74643864937463,-9.73581529329609,,,2.1998795763838,,,2211.42894056848,2302.49197247706,,,2132.13793103448,2793.24703087886,2919.96648044693,,,1658.72140762463,,,3.71,23.6%,6.4%,17.2%,1.1,71,72,81,3.6,AL,4,61,0,0.29,0
