Season,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA_x,ERA,xERA,FIP,xFIP,WAR,FA%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,vFA_y,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,FA-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X,FA-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,FA-SPN,FC-SPN,FS-SPN,FO-SPN,SI-SPN,SL-SPN,CU-SPN,KC-SPN,EP-SPN,CH-SPN,SC-SPN,KN-SPN,K/BB,K%,BB%,K-BB%,WHIP,ERA-,FIP-,xFIP-,SIERA,League,Rank,Vote_Pts,1st_Place,Share,CY_winner
2023,Marco Gonzales,SEA,4,1,0,10,10,50.0,6.12,3.24,0.9,0.316455696202532,0.62121212,0.40625,0.089285714,89.3356238594891,5.22,5.259398015322151,4.27504035949707,4.8267943239212,0.562649369239807,0.36621455,0.08754624,0.0,0.0,0.00246609,0,0.24167694,0,0.0,0.30209618,0.0,0.0,89.0488215488216,85.8591549295775,,,88.8000030517578,,79.2724509725765,,,79.8591836734694,,,8.28381470959596,1.73295829665493,,,12.4428291320801,,-0.465799876621791,,,10.738160674426,,,8.46500157828283,5.51030677473041,,,7.8694314956665,,-5.77998756875797,,,3.22577053770727,,,2024.51178451178,2020.74647887324,,,1938.5,,2195.75510204082,,,2164.24897959184,,,1.89,15.8%,8.4%,7.4%,1.46,130,104,113,5.19,,0,0,0,0.0,0
2023,Lucas Giolito,TOT,8,15,0,33,33,184.1,9.96021716996028,3.56419535983873,2.00180835278613,0.274089935760171,0.72830579,0.361660079,0.177489177,93.2991777855805,4.882459397039351,4.58496299050607,5.2676986220544,4.44811952200254,0.87673419713974,0.41943574,0,0.0,0.0,0,0.28244514,0.0153605,0,0.0,0.28275862,0.0,0.0,93.1065037018872,,,,,83.9694794412458,77.879592584104,,,80.9272709950111,,,-3.50236823704923,,,,,0.358323646570813,3.23569231617207,,,-7.62304592766942,,,10.6506174312757,,,,,0.740145231325274,-8.25012175890864,,,6.56725965952397,,,2168.48878923767,,,,,1973.18756936737,2333.97959183673,,,1543.41685144124,,,2.79,25.7%,9.2%,16.5%,1.31,114,121,104,4.21,,0,0,0,0.0,0
2023,Luis Castillo,SEA,14,9,0,33,33,197.0,10.005076142132,2.55837563451777,1.27918781725888,0.267206477732794,0.77007701,0.389210019,0.127272727,96.4033031315975,3.33502538071066,3.8172409229205506,3.80833985188286,3.80700678522817,3.26957941055298,0.44371687,0,0.0,0.0,0.17898347,0.22139071,0,0,0.0,0.15590895,0.0,0.0,96.2600140548138,,,,95.8583610082753,85.6783120598592,,,,88.3473984375,,,-7.58787072316409,,,,-11.2466636950131,-0.177426921146017,,,,-10.8071552734375,,,7.72336928474174,,,,2.86098126667302,0.154273578482614,,,,0.855974731445313,,,2256.20660576247,,,,2079.74390243902,2316.80845070423,,,,1897.964,,,3.91,27.3%,7.0%,20.3%,1.1,83,93,89,3.74,AL,5,23,0,0.11,0
2023,Zack Littell,TBR,3,5,0,14,14,71.1,7.06542106453163,0.630841166476039,1.26168233295208,0.276497695852535,0.76923077,0.415929203,0.111111111,94.0706047559307,3.40654229897061,4.06873398352392,3.88588152597311,4.14945618760097,1.16453850269318,0.27876984,0,0.17956349,0.0,0.12896825,0.41269841,0,0,0.0,0,0.0,0.0,94.0384369439502,,84.1966829247238,,92.8915414663462,86.9420635516827,,,,,,,-5.0584013046319,,-5.17799739943025,,-8.76844576322115,1.45492348304162,,,,,,,9.98694499277135,,1.66247035916998,,7.72686955378606,3.42502065805288,,,,,,,2053.11387900356,,909.922651933702,,2073.64615384615,2212.24038461538,,,,,,,11.2,19.2%,1.7%,17.5%,1.05,83,93,97,4.11,,0,0,0,0.0,0
2023,Luis Severino,NYY,4,7,0,18,18,87.1,7.93511496595514,3.40076355683792,2.26717570455861,0.32089552238806,0.66840278,0.428571428,0.205607476,96.6229577282158,6.38931334921063,5.69348331378658,6.07183441667595,4.82269660735403,-0.465638786554337,0.45843829,0.14420655,0.0,0.0,0.02833753,0.18450882,0,0,0.0,0.18450882,0.0,0.0,96.5064603365385,90.6886428766376,,,95.6955512152778,84.6921528370307,,,,86.7167235494881,,,-4.81395947802198,1.65742179504128,,,-8.24044528537326,5.21123538489228,,,,-8.12881292662116,,,9.42320570054945,3.06610533868382,,,8.13406439887153,-0.806008817392811,,,,5.20486731415316,,,2250.97527472527,2398.81659388646,,,2125.6,2670.54607508532,,,,1560.77133105802,,,2.33,19.0%,8.1%,10.9%,1.61,151,139,113,4.77,,0,0,0,0.0,0
2023,Carlos Rodon,NYY,3,8,0,14,14,64.1,8.95336858351069,3.9170987552859295,2.09844576176032,0.285714285714286,0.60526316,0.271276595,0.151515151,95.4709927955213,6.85492282175037,5.35927938053188,5.78871931628916,5.30190824631526,-0.118486016988754,0.60318866,0,0.0,0.0,0,0.28963685,0.06465899,0,0.0,0.0425155,0.0,0.0,95.2870778267254,,,,,85.4201846808104,79.6876739083904,,,85.4749959309896,,,4.11512646556076,,,,,-3.80325289385034,-3.3448268942637,,,7.11005147298177,,,10.3540655687867,,,,,-0.153887465824046,-6.56657263350813,,,3.4731699625651,,,2343.38325991189,,,,,2461.91743119266,2501.86301369863,,,1513.58333333333,,,2.29,22.4%,9.8%,12.6%,1.45,162,133,124,4.87,,0,0,0,0.0,0
2023,Aaron Nola,PHI,12,9,0,32,32,193.2,9.38726383214554,2.0912221408245,1.48709130014187,0.284600389863548,0.6640625,0.426199261,0.15609756,92.8747008342451,4.4612739004256,3.69974186442994,4.02956707832096,3.63165196048261,3.8278045654296897,0.29478458,0.07450599,0.0,0.0,0.18788468,0,0,0.3164885,0.0,0.12633625,0.0,0.0,92.7211023351648,86.3243461277174,,,91.7718952047414,,,79.3688827405322,,85.9264122596154,,,-7.63080357142857,-0.331587982177734,,,-10.5834506330819,,,6.50185466910824,,-8.94745092147436,,,8.64307069883242,3.69854311735734,,,5.2725198679956895,,,-6.36460765577022,,2.76367030999599,,,2299.23406593407,2266.43913043478,,,2209.68620689655,,,2577.51791197544,,1546.20256410256,,,4.49,25.5%,5.7%,19.8%,1.15,101,90,83,3.75,,0,0,0,0.0,0
2023,Brandon Woodruff,MIL,5,1,0,11,11,67.0,9.94029850746269,2.01492537313433,1.2089552238806,0.203947368421053,0.9030837,0.364779874,0.125,95.881459295612,2.28358208955224,2.83736990916158,3.59832394158662,3.6287914980703295,1.43433284759521,0.41035475,0,0.0,0.0,0.21955896,0.0949185,0.07861937,0,0.0,0.19654842,0.0,0.0,95.8233608352804,,,,94.9624471206332,86.8868667140152,82.9170755525915,,,85.7692644817073,,,-3.54768671053592,,,,-8.33882720814001,1.28080526024404,0.836934066400295,,,-9.33295957983994,,,10.5529728114048,,,,7.82777371469023,2.503328419695,-3.49683994200172,,,5.30034417873476,,,2410.27336448598,,,,2354.5327510917,2438.24242424242,2539.51219512195,,,2004.78536585366,,,4.93,29.2%,5.9%,23.3%,0.82,53,82,83,3.45,,0,0,0,0.0,0
2023,Kyle Freeland,COL,6,14,0,29,29,155.2,5.43468986264148,2.4282656833079,1.6766596384745,0.309197651663405,0.70749736,0.399624765,0.136792452,89.0374281609196,5.0299789154235,5.83127921603428,5.29786704545451,5.12769940159834,1.17583525180817,0.18392709,0,0.0,0.0,0.28251864,0.23612262,0,0.17564209,0.0,0.12178956,0.0,0.0,88.8335620777027,,,,88.6662733687683,84.0949150219298,,80.5872641509434,,84.2493223852041,,,3.97654820347691,,,,7.982588692494499,-0.307825536895217,,-0.876031911598062,,6.72323629158695,,,8.12796652854026,,,,4.02724136844758,2.71710269325658,,-2.90138791642099,,4.71583567509035,,,2345.05855855856,,,,2275.1495601173,2265.19473684211,,2386.17924528302,,1588.50340136054,,,2.24,13.9%,6.2%,7.7%,1.47,101,115,117,5.24,,0,0,0,0.0,0
2023,Jordan Montgomery,TOT,10,11,0,32,32,188.2,7.91872802193481,2.28975268104139,0.858657255390521,0.293900184842884,0.75564279,0.432432432,0.093264248,93.380513773336,3.19611311728694,3.9762887286408097,3.56246085834059,4.01350444310792,4.21181035041809,0.10627357,0.01645526,0.0,0.0,0.42612273,0,0.22180322,0,0.0,0.22934522,0.0,0.0,93.3538684475807,88.2000020345052,,,93.2777931415929,,80.510511253864,,,83.4889381306054,,,4.12050909226941,-0.661552965641022,,,9.25491148871179,,-1.20059029580637,,,5.58304795520366,,,9.36225467804939,4.57552289962769,,,6.55733062179455,,-3.25490139662022,,,7.73716856724122,,,2320.43225806452,2377.58333333333,,,2187.02413515688,,2348.55332302937,,,1663.31240657698,,,3.46,21.4%,6.2%,15.2%,1.19,75,83,92,4.23,,0,0,0,0.0,0
2023,Austin Gomber,COL,9,9,0,27,27,139.0,5.63309352517986,2.7841726618705,1.68345323741007,0.310810810810811,0.70276498,0.4164859,0.148571428,90.8188481591143,5.50359712230216,5.76620687724925,5.42770223000067,5.07760551734794,0.925753355026245,0.43935185,0,0.0,0.0,0.01157407,0.20092593,0,0.16759259,0.0,0.18055556,0.0,0.0,90.5879873551106,,,,90.827998046875,84.8430839573733,,77.5895038415055,,81.629742588141,,,4.5164245669784,,,,7.46316589355469,-2.13563727453557,,-3.94940455315521,,5.79519481169872,,,10.1092247596154,,,,10.9868090820313,3.03211068008353,,-6.0936953718491,,6.22322090344551,,,2167.22444678609,,,,2129.24,2382.9331797235,,2521.04696132597,,1641.9641025641,,,2.02,14.4%,7.1%,7.3%,1.49,111,118,116,5.24,,0,0,0,0.0,0
2023,Luke Weaver,TOT,3,6,0,25,25,114.0,7.97368481086566,2.92105285150524,2.28947385658519,0.332386363636364,0.70151307,0.352631578,0.189542483,94.0957066358718,6.47368469793054,5.68742316818995,5.84275985257229,4.7547143176214,0.267074763774872,0.44221585,0.09551098,0.0,0.0,0,0.13992359,0,0.1217765,0.0,0.20057307,0.0,0.0,93.98444908587,90.2025018310547,,,,85.9249173838124,,81.5839231004902,,85.9685695103237,,,-4.68688455668176,0.301161608695984,,,,1.91280385821346,,1.03052774597617,,-7.92401588076637,,,9.3333044855435,7.5570133972168,,,,3.03880807075891,,-3.52386855705112,,5.0482907976423,,,2371.63282937365,2404.0,,,,2262.07849829352,,2224.39215686275,,1681.36666666667,,,2.73,19.3%,7.1%,12.3%,1.61,143,129,109,4.69,,0,0,0,0.0,0
2023,Touki Toussaint,TOT,4,7,0,16,16,74.1,9.08071787713217,5.93273567972635,1.08968614525586,0.284263959390863,0.69832402,0.485148514,0.136363636,93.7097379923633,5.4484307262793,5.4028765436293,5.03082518880292,4.92483257118543,0.388387322425842,0.22698073,0,0.18486795,0.0,0.28194147,0.02640971,0.27980014,0,0.0,0,0.0,0.0,93.5537723565252,,87.5127396160111,,92.853926028481,86.6486486486487,76.1216835489078,,,,,,-5.73240767185043,,-6.66235955433496,,-9.46283878374703,2.16532135009766,6.70124579449089,,,,,,7.77118615684269,,2.17763245335877,,4.47258492964733,1.30476369084539,-7.47284067893515,,,,,,2224.85534591195,,1619.40540540541,,2207.52405063291,2259.10810810811,2438.4362244898,,,,,,1.53,22.3%,14.6%,7.7%,1.53,127,114,115,5.19,,0,0,0,0.0,0
2023,Trevor Williams,WSN,6,10,0,30,30,144.1,6.92147830395699,3.30485000098847,2.1200924534643,0.315789473684211,0.73779193,0.395061728,0.17,89.8251691077818,5.5496537752448,5.57363320242816,5.98483260350013,5.21349551481745,-0.156445309519768,0.43272171,0,0.0,0.0,0.14602446,0.18157492,0.06880734,0,0.0,0.17087156,0.0,0.0,89.6804742712014,,,,88.1973781086387,80.8970559210526,76.7305555555556,,,83.3366890380313,,,-4.32311494106118,,,,-9.22583710835242,3.08800909745066,4.30072224934896,,,-8.7117655026566,,,6.2955507743485,,,,1.73784713345672,1.92829294305099,-1.46657121446398,,,1.82270529659536,,,2204.28003533569,,,,1866.90837696335,2183.72842105263,2231.37777777778,,,1678.3870246085,,,2.09,16.8%,8.0%,8.8%,1.6,127,136,119,5.09,,0,0,0,0.0,0
2023,Pablo Lopez,MIN,11,8,0,32,32,194.0,10.8556701030928,2.22680412371134,1.11340206185567,0.312757201646091,0.76228686,0.452380952,0.13114754,94.8754696445611,3.6649484536082495,3.01160942681482,3.33235994712594,3.28371752946033,4.5907301902771,0.34490741,0,0.0,0.0,0.10582011,0.21362434,0.12466931,0,0.0,0.21097884,0.0,0.0,94.8812095517737,,,,94.4631225585938,84.3913324787152,82.4708222811671,,,88.3761755485893,,,-3.42326283294883,,,,-8.53371276855469,6.69599201214203,4.54686463859416,,,-9.94090419278997,,,8.23600603727229,,,,4.93158302307129,-0.0234227239531998,-5.6324252424569,,,3.55921366820141,,,2259.88782358581,,,,2113.60625,2486.79721362229,2640.86206896552,,,2044.05015673981,,,4.88,29.2%,6.0%,23.2%,1.15,85,78,77,3.37,AL,7,11,0,0.05,0
2023,Domingo German,NYY,5,7,0,19,19,103.2,9.54983946257072,2.77813511638421,1.73633444774013,0.236434108527132,0.63736264,0.379061371,0.175438596,92.4268707482993,4.77491973128536,4.21502880205982,4.74057094256363,4.05068764541748,0.890002608299255,0.27893738,0,0.0,0.0,0.10373182,0,0.40670462,0,0.0,0.21062619,0.0,0.0,92.2907011763039,,,,92.4414657964939,,82.8612764871695,,,85.7738715277778,,,-6.29006397480867,,,,-10.2385306009432,,-0.0949702581758633,,,-10.35669018628,,,9.31714586876417,,,,4.77025585639768,,1.16489952645072,,,5.61880557315128,,,2501.43990929705,,,,2380.26829268293,,2651.58942457232,,,2393.43543543544,,,3.44,25.8%,7.5%,18.3%,1.09,113,109,95,3.96,,0,0,0,0.0,0
2023,Ranger Suarez,PHI,4,6,0,22,22,125.0,8.56800052294925,3.45600021093751,0.93600005712891,0.324022346368715,0.74626866,0.485013623,0.115044247,93.4475664511494,4.17600025488283,4.37511054758632,3.90304039904785,4.04567039332421,2.38228821754456,0.21453287,0.12605042,0.0,0.0,0.28027682,0.00543747,0.1898171,0,0.0,0.18388532,0.0,0.0,93.3741899481567,87.5360753676471,,,92.7901234567901,84.0727317116477,75.7588551839193,,,82.9104817708333,,,4.43612909976239,-0.731073895622702,,,9.57692022845018,-2.60070436651056,-6.03317578633626,,,8.21348194409442,,,7.49560996903802,3.03148145488664,,,3.75325693066579,0.351254896684126,-5.82041041056315,,,3.05103621944304,,,1966.6935483871,2034.58039215686,,,1922.39153439153,2093.81818181818,2146.54427083333,,,1435.23924731183,,,2.48,22.0%,8.9%,13.1%,1.42,94,88,92,4.38,,0,0,0,0.0,0
2023,Michael Kopech,CHW,5,12,0,27,27,126.2,9.23684229071451,6.32368433748917,1.98947372415389,0.253968253968254,0.79383886,0.35777126,0.171779141,95.3868478822314,5.11578957639573,5.70281942757532,6.44451410774379,5.69843253403184,-0.942642509937286,0.61770966,0,0.0,0.0,0,0.26521924,0.04129417,0,0.0,0.07577693,0.0,0.0,95.1552054617505,,,,,84.8308211276084,80.6164928318299,,,88.6848281688905,,,-5.9532979679962095,,,,,2.18280901227679,2.92406691718347,,,-8.89742184756847,,,9.98798309894039,,,,,0.199540690855268,-3.96591469676224,,,4.47545323746928,,,2499.15782219159,,,,,2329.25361155698,2338.27835051546,,,1783.41573033708,,,1.46,22.7%,15.5%,7.2%,1.56,119,146,133,5.44,,0,0,0,0.0,0
2023,Framber Valdez,HOU,12,11,0,31,31,198.0,9.09090909090909,2.59090909090909,0.863636363636364,0.281609195402299,0.7122093,0.542056074,0.139705882,95.6615164620536,3.45454545454545,4.30208156209091,3.49746460192131,3.38562540261432,4.430921077728271,0.00101764,0.0339213,0.0,0.0,0.46811398,0.08717775,0.2527137,0,0.0,0.15705563,0.0,0.0,95.7333374023438,89.145,,,95.2934782608696,84.6735393360895,80.2397336409396,,,90.1399584908207,,,3.9681742986043296,-0.405525665283203,,,9.26220703125,-1.31356063427164,-4.66285523280201,,,9.0525550924676,,,9.17141405741374,3.91412170410156,,,6.13493475430254,-1.59680603264835,-7.91913276006711,,,3.1237916884618,,,2205.0,2437.89,,,2176.60144927536,2605.33852140078,2789.11677852349,,,1659.10799136069,,,3.51,24.8%,7.1%,17.7%,1.13,81,82,79,3.7,AL,9,6,0,0.03,0
2023,Justin Steele,CHC,16,5,0,30,30,173.1,9.13846180661896,1.86923082408115,0.726923098253781,0.316770186335404,0.73004202,0.493877551,0.098591549,,3.06346162835522,3.52609054830998,3.01850189101767,3.32297852914977,4.82367420196533,0.62584018,0,0.0,0.0,0.01792382,0.33943241,0.00634802,0,0.0,0.01045556,0.0,0.0,91.785258800716,,,,92.1541646321615,83.2504984873487,80.6941205193015,,,87.4857177734375,,,-0.145833336368096,,,,5.26683902740479,-7.34901634694719,-5.79565698960248,,,6.73474611554827,,,6.34621413055638,,,,6.73349189758301,0.112132249754516,-5.67422036563649,,,4.75239399501256,,,2308.4146778043,,,,2245.97916666667,2584.91089108911,2671.52941176471,,,1619.89285714286,,,4.89,24.6%,5.0%,19.6%,1.17,71,70,76,3.61,NL,5,31,0,0.15,0
2023,Jack Flaherty,TOT,8,9,0,27,27,141.1,9.16981165075524,4.20283033992949,1.08254720876972,0.351758793969849,0.72179732,0.428571428,0.128787878,93.2153796121097,5.03066055840044,5.01802183008428,4.39419134388873,4.37468024546074,1.70000237971544,0.41217799,0.09328649,0.0,0.0,0.02029664,0.24824356,0,0.19242779,0.0,0.03356753,0.0,0.0,93.1126893939394,88.7179920404027,,,90.0807706392728,84.2144675584709,,76.099593528144,,85.3209313680959,,,-1.92543844743208,1.88404207748349,,,-6.44055645282452,3.30612221004078,,7.37951078279507,,-7.29607923640761,,,7.70988487474846,3.5783019125711,,,5.01159847699679,0.812877679021104,,-5.25487216539364,,3.39215176604515,,,2305.02651515152,2291.410041841,,,2041.30769230769,2463.44496855346,,2492.64705882353,,1624.23255813953,,,2.18,22.7%,10.4%,12.3%,1.58,118,103,100,4.58,,0,0,0,0.0,0
2023,Mitch Keller,PIT,13,9,0,32,32,194.1,9.72555771595237,2.54716987798753,1.15780448999433,0.309751434034417,0.71689498,0.436697247,0.135135135,95.2589838909542,4.21440834357936,4.17930172359613,3.8004949192277295,3.70205619185254,3.22461199760437,0.2613017,0.24238538,0.0,0.0,0.22763706,0.16062841,0.07983328,0,0.0,0.02821417,0.0,0.0,95.1667465490798,89.6954985119048,,,93.8553477112676,82.7560893837325,77.9807197540161,,,90.6954567649148,,,-5.78119368289877,1.36373707604787,,,-9.54090902838908,9.80310082959082,6.61282238328313,,,-9.4031420621005,,,8.71815088190184,3.3678640537161,,,5.50473976672535,-0.0982417869948579,-8.18988993081702,,,2.38771664012562,,,2374.48711656442,2456.18386243386,,,2370.61830985916,2746.36127744511,2582.63855421687,,,1626.97727272727,,,3.82,25.5%,6.7%,18.8%,1.25,95,87,85,3.83,,0,0,0,0.0,0
2023,Cristian Javier,HOU,10,5,0,31,31,162.0,8.83333333333333,3.44444444444444,1.38888888888889,0.271889400921659,0.71751412,0.256017505,0.098425196,92.8136890606421,4.55555555555556,4.48621814158672,4.57602801381806,5.16214743050528,2.00354170799255,0.58362248,0,0.0,0.0,0,0.29979181,0,0.07529493,0.0,0.04129077,0.0,0.0,92.7447049643282,,,,,79.5075231481482,,76.5580627160138,,83.7100840336134,,,-3.73262914777794,,,,,7.3768468786169,,6.45594386790755,,-9.56334423417805,,,10.6839095942331,,,,,1.36093351576063,,-5.97880420596918,,4.7124623531053,,,2241.67063020214,,,,,2522.05555555556,,2909.77880184332,,2337.23529411765,,,2.56,23.1%,9.0%,14.1%,1.27,107,107,120,4.76,,0,0,0,0.0,0
2023,Nestor Cortes,NYY,5,2,0,12,12,63.1,9.5210528227365,2.84210532021985,1.56315792612092,0.290909090909091,0.69069069,0.262857142,0.11,91.6838239397321,4.97368431038474,3.66201839139307,4.48661933159234,4.8392800028046,0.838264644145966,0.52059925,0.28838951,0.0,0.0,0.00468165,0.1582397,0,0,0.0,0.02808989,0.0,0.0,91.6021596785072,86.6116895799513,,,89.2599975585938,76.9260355029586,,,,83.4100016276042,,,2.60862852686601,-2.13345079298143,,,7.24598922729492,-8.49814005293084,,,,8.59422810872396,,,11.3530299783611,4.6265774020901,,,7.52937927246094,0.585394639235277,,,,2.71585235595703,,,2268.94604316547,2399.91883116883,,,2240.8,2554.01775147929,,,,1403.7,,,3.35,25.2%,7.5%,17.7%,1.25,117,103,113,4.35,,0,0,0,0.0,0
2023,Peter Lambert,COL,2,6,0,11,11,56.0,5.94642857142857,2.25,1.44642857142857,0.264705882352941,0.72390572,0.418994413,0.125,93.0047566537081,4.5,4.9209742748992,4.98718321663993,5.02363547171865,0.578275501728058,0.46281909,0,0.0,0.0,0,0.32741398,0.04883463,0,0.0,0.1609323,0.0,0.0,92.8199003297362,,,,,86.5694915254237,78.0931784889915,,,86.1351764547414,,,-5.25694132194245,,,,,2.62885783567267,3.09515623612837,,,-7.25059940732759,,,9.09318794964029,,,,,2.8587747864804,-7.72702026367188,,,3.6986921639278,,,2181.58273381295,,,,,2332.35254237288,2083.70454545455,,,1515.33793103448,,,2.64,15.8%,6.0%,9.8%,1.21,91,108,115,4.96,,0,0,0,0.0,0
2023,Logan Webb,SFG,11,13,0,33,33,216.0,8.08333333333333,1.29166666666667,0.833333333333333,0.301666666666667,0.73684211,0.621138211,0.153846153,92.6699564435841,3.25,3.63774845436356,3.16244776690448,2.95381687807816,4.9356632232666,0.03676933,0,0.0,0.0,0.33563796,0.2115022,0,0,0.0,0.41609051,0.0,0.0,92.6401742788462,,,,92.2966262874532,84.2780054327638,,,,87.4561166446375,,,-5.88314167250935,,,,-9.60987608263109,6.48785754086181,,,,-6.85544072177115,,,5.49642657418536,,,,0.474795309345374,0.287184784706422,,,,-2.44131552704872,,,1980.18803418803,,,,1856.79213483146,2501.9940564636,,,,1464.89577039275,,,6.26,22.8%,3.6%,19.2%,1.07,76,75,67,3.16,NL,2,86,1,0.41,0
2023,James Kaprielian,OAK,2,6,0,11,11,58.1,8.33142875303931,4.4742858118174,1.38857145883988,0.305389221556886,0.65920398,0.306358381,0.102272727,92.4894688984561,5.8628572706572895,4.82450381873039,5.10646897128358,5.59495391360503,0.310951173305512,0.41332027,0,0.0,0.0,0.13222331,0.30852106,0.06562194,0,0.0,0.08031342,0.0,0.0,92.1954976303318,,,,91.9177806712963,80.8044456845238,75.9462671991605,,,83.2317073170732,,,-5.36950567887293,,,,-10.3473108362269,4.34645647321429,4.44386815313083,,,-6.97840695264863,,,9.084307196016,,,,5.35499538845486,2.33772127666171,-5.06944252128032,,,1.52429059656655,,,1999.57819905213,,,,1905.51851851852,2348.67301587302,2433.10447761194,,,1261.07317073171,,,1.86,20.5%,11.0%,9.5%,1.53,142,123,131,5.18,,0,0,0,0.0,0
2023,Kenta Maeda,MIN,6,7,0,20,20,101.0,9.98019801980198,2.31683168316832,1.42574257425743,0.298449612403101,0.73293173,0.324723247,0.125,90.9961024113082,4.27722772277228,3.78962177206956,3.95801065652677,3.9939415922259296,1.67545306682587,0.27672572,0,0.31582162,0.0,0.0647526,0.30543677,0.03726329,0,0.0,0,0.0,0.0,90.96599924117,,84.0897455270793,,90.285847214033,81.6038046875,76.3622966828894,,,,,,-4.47863580901628,,-6.6302322594294,,-8.75152472729953,3.45778149414063,5.71444401975538,,,,,,8.66718135606374,,0.500063101143164,,5.51127653301887,1.63890014648438,-8.05844866643187,,,,,,2270.82560706402,,1403.1334622824,,2240.33962264151,2577.172,2737.72131147541,,,,,,4.31,27.0%,6.3%,20.7%,1.18,99,92,93,3.78,,0,0,0,0.0,0
2023,Dylan Cease,CHW,7,9,0,33,33,177.0,10.8813559322034,4.01694915254237,0.966101694915254,0.330453563714903,0.6940874,0.359832635,0.101604278,95.7754461115057,4.57627118644068,4.1437143914435,3.72396691316939,4.07524814474381,3.57656240463257,0.43163703,0,0.0,0.0,0,0.38626609,0,0.15174739,0.0,0.03034948,0.0,0.0,95.564208984375,,,,,86.2502356150794,,80.2292929292929,,74.5979817708333,,,-2.26723670959473,,,,,0.823795476035466,,1.58941428444602,,-4.19726408370818,,,11.0486464066939,,,,,1.53151506696429,,-8.84084497316919,,8.92903214271622,,,2517.171875,,,,,2795.45634920635,,2640.83434343434,,1677.83838383838,,,2.71,27.3%,10.1%,17.2%,1.42,107,85,95,4.1,,0,0,0,0.0,0
2023,Freddy Peralta,MIL,12,10,0,30,30,165.2,11.4084514047451,2.93360178979159,1.41247493582558,0.2734375,0.7373868,0.41728395,0.160493827,94.4456681034483,3.85714309398524,3.34815526811471,3.84658969159496,3.42310667247239,3.00203680992126,0.51179993,0,0.0,0.0,0,0.21803452,0.12398732,0,0.0,0.14617823,0.0,0.0,94.439156056435,,,,,82.3823896910339,76.9369340376421,,,88.6077089608434,,,-4.75278821027615,,,,,3.30140047581785,1.6748195994984,,,-8.86125576524849,,,8.76769171003957,,,,,1.67608573556139,-3.2194841558283,,,2.80834372646837,,,2414.19339298004,,,,,2341.60258481422,2176.29829545455,,,1707.31807228916,,,3.89,30.9%,7.9%,22.9%,1.12,89,88,78,3.45,,0,0,0,0.0,0
2023,Sandy Alcantara,MIA,7,12,0,28,28,184.2,7.35920618156164,2.33935030937059,1.07220222512819,0.287313432835821,0.6962664,0.519927536,0.129411764,98.0824592391304,4.14259950617708,4.29097100026221,4.02940863320076,4.002710787893551,3.02738833427429,0.21278942,0,0.0,0.0,0.29033444,0.20139655,0.02205072,0,0.0,0.27342889,0.0,0.0,97.9661458333333,,,,97.6448081487342,89.8812015282847,86.1333333333333,,,91.1297043010753,,,-7.39792644915803,,,,-10.5692852551424,-0.371619342887489,1.49242617289225,,,-9.79267407489079,,,7.98748262764465,,,,4.653606482397151,2.70222952070027,-1.41373608907064,,,2.54238924416163,,,2250.03454231434,,,,2326.40506329114,2366.66240875912,2461.58333333333,,,1962.6935483871,,,3.15,19.8%,6.3%,13.5%,1.21,94,92,91,4.24,,0,0,0,0.0,0
2023,Jesse Scholtens,CHW,0,6,0,11,11,53.2,6.37267110943865,3.01863368341831,1.67701871301017,0.344632768361582,0.69736842,0.427807486,0.138888888,92.9896079009434,5.8695654955356,5.13421807902272,5.32336343887628,5.1191645400894,0.205567091703415,0.44444444,0,0.0,0.0,0,0.34067086,0.17819706,0,0.0,0.03668763,0.0,0.0,92.845988723467,,,,,85.2218449519231,74.1282341452206,,,85.4857142857143,,,-1.81550569354363,,,,,2.77086106520433,4.24456715303309,,,-5.21044485909598,,,9.55313225512235,,,,,1.03671396108774,-7.25804371553309,,,4.70234026227679,,,2058.57075471698,,,,,2331.03384615385,2198.74705882353,,,1407.02857142857,,,2.11,15.6%,7.4%,8.2%,1.66,137,121,119,5.11,,0,0,0,0.0,0
2023,Dakota Hudson,STL,5,3,0,12,12,65.0,4.56923076923077,3.73846153846154,1.10769230769231,0.296116504854369,0.70155902,0.525821596,0.142857142,91.0812124727074,5.26153846153846,6.39931852004035,5.31657882103553,5.14100494751563,0.138558283448219,0.23300971,0,0.0,0.0,0.37184466,0.3184466,0.04757282,0,0.0,0.02912621,0.0,0.0,90.8325032552083,,,,91.244645479765,84.9664634146342,81.4000019929847,,,84.3166666666667,,,-2.40023396809896,,,,-7.59270204389687,-0.26060478861739,3.39145333426339,,,-7.75506032307943,,,5.74122924804688,,,,4.42057079185705,1.37092925281059,-1.82903258654536,,,3.23967005411784,,,2163.4625,,,,2063.18276762402,2522.02743902439,2446.97959183673,,,1665.33333333333,,,1.22,11.8%,9.7%,2.2%,1.48,123,124,117,5.5,,0,0,0,0.0,0
