Season,Name,Team,IP,FA-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z
2025,Zack Littell,- - -,186.2,9.337176246700600,,-0.23386951756915400,,7.278115947594800,3.274323374097900,,,,,,
2025,Sean Manaea,NYM,51.1,6.241869631555150,,,,3.2049419403076200,2.1454375014841400,,,,1.5958423614502000,,
2025,Luis Severino,ATH,162.2,9.606702064362580,5.5186253193789300,,,7.244773327464790,1.6113464510774500,,,,4.407943409886850,,
2025,Carlos Rodón,NYY,195.1,10.597671508789100,4.461210632324220,,,4.178860661281350,-0.007834779733112580,-7.292085241098870,,,2.5643486949060700,,
2025,Aaron Nola,PHI,94.1,8.404177117598680,4.783963676120920,,,5.118075442059610,,,-6.034529070363790,,1.7328550974528000,,
2025,Brandon Woodruff,MIL,64.2,10.301779113359900,7.6081785492549700,,,8.181727759364480,2.122332731882730,-5.147103203667540,,,4.994084257238050,,
2025,Kyle Freeland,COL,162.2,8.82169321818524,3.6202880230146600,,,4.817373046875,-1.7202666660524800,,-3.5113596975067500,,4.09482496611926,,
2025,Tyler Mahle,TEX,86.2,10.541048462627900,4.502572839910330,4.056487957429010,,,1.8617312666298700,,,,,,
2025,Austin Gomber,COL,57.2,9.664239021501460,5.395636749267580,1.5399949815538200,,,2.2664326601808200,,-5.751517018964210,,6.413290628572790,,
2025,Grant Holmes,ATL,114,8.924598933765720,6.216285911766260,,,4.465129852294920,-1.4379490255451900,-5.4747667280938500,,,0.9835035075312080,,
2025,Trevor Williams,WSN,82.2,5.6137632002127200,,,,2.5963294982910200,3.611387416294640,,,,0.2883392867221630,,
2025,Pablo López,MIN,75.2,8.235705307683050,,,,4.434987137957320,0.12045705273803300,-6.39990234375,,,1.7854168495435400,,
2025,Ranger Suarez,PHI,157.1,6.663145938162080,3.5396725622963600,,,3.038820115782370,3.166139191272210,-5.0127922232824400,,,2.0095675238247600,,
2025,Framber Valdez,HOU,192,4.915625485506930,,,,3.847958738698900,-1.209269764659170,-8.312586737526120,,,0.8890750313167100,,
2025,Erick Fedde,- - -,120.2,,5.3608516639387100,,,5.7955160300824900,2.620725095272060,,,,1.8849197719408100,,
2025,Jack Flaherty,DET,161,9.185464452241900,,,,4.931098090277780,1.807682875560540,,-4.9734553175052200,,3.955529954698350,,
2025,Mitch Keller,PIT,176.1,8.803840350387690,5.371276219685870,,,5.544897297084730,0.04064407429111660,-8.054913620721730,,,1.548570575136130,,
2025,Jeffrey Springs,ATH,158.1,9.320802488527100,4.784510472437720,,,,1.1471759929523600,,,,4.020143094777330,,
2025,Logan Webb,SFG,207,5.826903820037840,4.157506522985040,,,0.19155234390508000,-0.32610087706051300,,,,-3.119116580847540,,
2025,Michael Soroka,- - -,83.1,8.865337336174800,,,,5.326612122624900,,-4.591858891078400,,,4.987704354363520,,
2025,Dylan Cease,SDP,168,10.939491345097800,,,,8.933265284488080,1.8362987413837000,,-8.730442592075890,,10.115491979262400,,
2025,Freddy Peralta,MIL,176.2,9.643999493678070,,,,,3.3831149491247900,-3.2698687531953000,,,2.29189173574666,,
2025,Sandy Alcantara,MIA,174.2,7.54007348232582,,,,5.058869082092860,3.091818826240410,-0.5079158263105810,,,3.181917196245340,,
2025,Zac Gallen,ARI,192,10.113060089348900,5.587907392900070,,,8.53500881442776,2.6052786227876100,,-6.267342608907950,,2.680046888644590,,
2025,Cal Quantrill,- - -,117.2,9.713167297810970,5.010683297012260,3.8689014854613700,,7.446727214274820,0.2168917619820800,-3.559235588978910,,,6.778523254394530,,
2025,Eric Lauer,TOR,74,9.220358106825090,3.788722261469420,,,,1.1178461058527000,-5.335998167474590,,,3.9104407299524100,,
2025,Dean Kremer,BAL,163.1,10.575088611387500,3.7447804576945800,5.925156080653900,,7.308277543768830,0.976256529490153,-6.431988544055810,,,,,
2025,Corbin Burnes,ARI,64.1,,7.354615139186600,,,6.663051959165590,1.2219374939635600,-6.308898296552840,,,4.6682801965164800,,
2025,Walker Buehler,- - -,120,9.779787244905540,6.259743320367830,,,6.306248407778530,1.78299506574739,,-8.52764812868033,,3.16422043383961,,
2025,Aaron Civale,- - -,89,10.383569191760000,6.317777562469300,3.7872380902690300,,6.859229403409090,-2.3080135566600900,-8.496219805817110,,,,,
2025,Jason Alexander,HOU,68.1,6.699293954031810,4.735115596226280,,,0.9458618882123160,-0.2965944301315220,,,,0.7583413858707550,,
2025,Dustin May,- - -,124.2,7.2301530838012700,3.887264998501570,,,3.2057899942203400,-1.441491214572350,,,,1.1893478393554700,,
2025,Michael King,SDP,73.1,9.664483375420880,,,,2.5784200032552100,1.266274892610570,,,,2.8719662487278500,,
2025,Griffin Canning,NYM,76.1,9.169419883909290,4.737192789713540,,,9.246910095214840,-2.229686140449130,,-3.2080856849407300,,1.1371398529449100,,
2025,Clarke Schmidt,NYY,78.2,9.093151245117190,5.4656140727381600,,,2.418761444091800,1.0302114082858300,,-7.646204653342210,,,,
2025,Jesús Luzardo,PHI,183.2,8.25798270904333,,,,5.003904222253950,0.260365201025894,,,,4.440313943288150,,
2025,Joey Wentz,ATL,61,10.83729987787740,,,,,1.516376004757220,-4.076577510559960,,,5.649931196732960,,
2025,Bailey Falter,- - -,121.1,10.809917219295100,,6.132732417665680,,10.54752050435770,3.940640736775230,-1.2067103606004000,,,,,
2025,Chris Paddack,- - -,145.1,10.593371953990700,6.059380466952650,,,8.321632732044570,3.547401461981040,-7.284415269689810,,,2.961350779490430,,
2025,David Peterson,NYM,168.2,7.830817339658350,,,,4.857850670209390,0.3541017872418540,-4.514350519953550,,,2.9528401692708300,,
2025,Casey Mize,DET,149,10.038403533668900,,2.861619463285370,,7.959892646416080,2.939906577324270,-0.21769732520693800,,,,,
2025,Bowden Francis,TOR,64,10.687159960631800,,3.46012020111084,,8.008048248291020,0.24145387880729900,-4.291189956665040,,,,,
2025,Yusei Kikuchi,LAA,178.1,8.909548269831180,,,,5.487458970811630,2.2213049197260400,-3.3394526633895700,,,3.8920673227565200,,
2025,Cristopher Sánchez,PHI,202,,,,,2.93371068822729,0.002487148167933350,,,,-0.25753020535765800,,
2025,Luis Gil,NYY,57,9.47438064854888,,,,,3.476541015625,,,,2.878206611200190,,
2025,Bailey Ober,MIN,146.1,9.738828822544640,,,,6.531868640287420,2.6075679922462400,-4.559457843223310,,,3.658161180134910,,
2025,Tylor Megill,NYM,68.1,10.054411025971700,,,,4.9139424473786200,-2.850759178701070,-8.622364717371320,,,1.8506317138671900,,
2025,Joe Ryan,MIN,166,7.620016865346620,,0.8042212704883460,,4.712359992825260,1.500024532769450,-5.632815491919420,,,,,
2025,Davis Martin,CHW,136.2,8.772368309620600,3.0813568348193000,,,5.293394223288380,1.3154749552408900,-5.175537674515340,,,1.08254177770882,,
2025,Kris Bubic,KCR,116.1,10.49710172240500,,,,5.473367805154920,-1.5130215929700200,,,,0.35089761239511000,,
2025,Stephen Kolek,- - -,112.2,7.370744775842740,4.323682020610410,,,2.6263109061876200,-0.21092607039439500,-5.917212963104250,,,-0.1845644931403960,,
2025,Jake Irvin,WSN,180,8.442278143974390,3.962409910091680,,,3.944601619944850,0.40216638113706200,-2.447332819667430,,,2.897552222536320,,
2025,Edward Cabrera,MIA,137.2,8.651504995100170,,,,5.792421139952960,1.5716789657475100,-5.9346972104519800,,,3.1206433526400900,,
2025,Cole Ragans,KCR,61.2,9.981010979927440,4.864024143592980,,,,-1.0656114616650100,,-7.313681782155800,,6.890839065330620,,
2025,José Soriano,LAA,169,7.9159083665664200,,0.15751869976520500,,2.1719538816931700,0.2887291627771710,,-5.406114256494600,,-0.14180140495300300,,
2025,Hunter Greene,CIN,107.2,10.036507144271400,,3.1923652811253300,,,2.3916499111344100,-0.2801285684108730,,,,,
2025,MacKenzie Gore,WSN,159.2,9.88218823277417,4.817600336289940,,,,1.3686008396091400,-7.243623408564820,,,4.990958771491130,,
2025,Logan Gilbert,SEA,131,9.701972980938300,,-0.288778156253463,,8.358551534016930,0.7426652607164890,-1.571099322775140,,,,,
2025,Shane Baz,TBR,166.1,9.687347872173370,4.518696594238280,,,,0.28624857925787200,,-6.974449731745900,,5.318884159591040,,
2025,Tarik Skubal,DET,195.1,10.058897982312700,,3.9552733103434200,,8.159950810185190,3.029886995808460,-2.8059968586209500,,,4.181371388355450,,
2025,Trevor Rogers,BAL,109.2,8.592447424943350,,,,4.909791527724850,3.0630032962884400,,,,0.6716652856084510,,
2025,Matthew Liberatore,STL,151.2,9.716374204384720,6.37768212890625,,,8.497616038602940,1.0323552933950300,-10.134751340176200,,,6.143176929370780,,
2025,Taj Bradley,- - -,142.2,10.679504625725000,3.4633947541815000,5.45118539983576,,8.51509987224232,,-8.126640661438900,,,,,
2025,Keider Montero,DET,58,9.29815449284072,,,,6.073198451077870,1.228389038633340,,-5.533364718077610,,4.255038641195380,,
2025,Janson Junk,MIA,87.1,10.5406435546875,,,,,2.503158623637680,-6.626787854479510,,,3.9224923270089300,,
2025,Joey Cantillo,CLE,67,9.759842722039470,,,,,3.296307732077210,-10.272687341412900,,,7.363214091575650,,
2025,JP Sears,- - -,135.2,7.929625893234590,7.218585014343260,,,4.14885129426655,3.6284344421690400,-0.9088963183370990,,,1.8674979775638900,,
2025,Ben Brown,CHC,75.2,10.2139712914804,,,,,,,-0.8944652589977300,,4.975420815604070,,
2025,Brayan Bello,BOS,161.2,7.690128784179690,1.578601884021810,,,3.4684994346217100,-1.6999471028645800,,,,2.7991248821390100,,
2025,Simeon Woods Richardson,MIN,107,10.946216545482700,,4.905292041798960,,,3.7332614502450400,-7.671474290930710,,,6.89935540533685,,
2025,Randy Vásquez,SDP,129,9.23217130962171,6.497041837207220,,,6.816230198845790,2.8793252429122400,-3.5141351566103600,,,3.1905009663188400,,
2025,Mike Burrows,PIT,86.2,9.936005536247700,,,,7.072932062922300,1.8887780230978300,-9.257105385384910,,,4.977139126431120,,
2025,Reese Olson,DET,68.2,8.917980212001170,,,,6.552376003440370,-1.6987696030560700,-6.928725242614750,,,0.7330514017740890,,
2025,Jacob Lopez,ATH,84,6.747842446713260,5.439494396391370,,,3.6617104350656700,0.8163136867497930,,,,2.608238986804730,,
2025,Brady Singer,CIN,169.2,8.105213139681210,4.240720887115040,,,5.8539457172927500,-0.14943392076304600,,,,,,
2025,Drew Rasmussen,TBR,150,10.079460032393300,2.4735882710691000,,,7.752118510584680,-1.0721011843000100,-6.65790771484375,,,3.4672519138881100,,
2025,George Kirby,SEA,126,7.696226006312090,,1.1072701726641000,,5.285437275179860,-1.5493496495662800,,-6.900673847424650,,3.5899837328040100,,
2025,Hunter Brown,HOU,185.1,10.158471354166700,4.671968413562310,,,7.95321953005907,3.414424750641100,,-8.824241782134430,,4.935916514878860,,
2025,Quinn Priester,MIL,130.2,,6.616330624661060,,,4.359007753314390,0.23893204687325900,-4.4898012334650200,,,2.794088190252130,,
2025,Brandon Walter,HOU,53.2,6.843557953075240,3.995857546682320,,,3.105040007946540,-1.4752887663294100,,,,0.0616096586189014,,
2025,Andre Pallante,STL,162.2,6.102253756260430,,,,8.334236653645830,-0.07312892860090230,,-8.95547605499508,,,,
2025,Ryan Pepiot,TBR,167.2,11.138754525729300,7.989181599289020,,,9.084956313624530,5.0715194932842900,-6.271425397208570,,,1.5227651186342600,,
2025,Ryne Nelson,ARI,128,11.280069094092900,4.420173645019530,,,,1.0163383637087400,-4.497519657529630,,,7.717209926871370,,
2025,Nick Lodolo,CIN,155.2,5.329399386707810,,,,3.1529813100056500,,0.09923121388390470,,,1.2623463778078400,,
2025,Bradley Blalock,COL,55.2,9.941743879923410,2.9428798130580400,4.6893108499461200,,,-0.9553274516186680,-5.05560501222688,,,,,
2025,Ryan Gusto,- - -,81.2,10.552314693535100,4.268284439351520,,,4.61353276399958,1.8325456331854000,-7.544606352057070,,,4.967827344462820,,
2025,Garrett Crochet,BOS,205.1,9.382782517817980,3.856565989315780,,,4.965823253953310,-1.281550677174120,,,,4.029637578708020,,
2025,Emerson Hancock,SEA,81.1,6.776830910225590,,,,3.312020614562250,-0.5437976104285330,,,,1.181688730953300,,
2025,Max Meyer,MIA,64.2,8.963150618912340,,,,3.4287928191708800,-0.8640369054221320,,,,1.3802753024631100,,
2025,Spencer Strider,ATL,125.1,9.587019758903790,,,,,1.7926479872836900,-3.602179669319320,,,4.106061168552670,,
2025,Slade Cecconi,CLE,132,9.265623913723580,4.194614955357140,,,5.1469242583287400,0.513120423944503,-7.267135081571690,,,2.1863893570438500,,
2025,Logan Allen,CLE,155.2,9.28796723929558,3.535723701452680,,,5.194263726892610,0.32494114536607900,,,,3.463782430177760,,
2025,Mitchell Parker,WSN,158.1,10.644415728163700,,5.41530015733507,,,1.7030225481305800,-3.783900305706520,,,,,
2025,Luis Ortiz,CLE,88.2,6.76865765837585,5.0685242362644400,,,1.7546919995200500,0.5426728314789520,,,,1.6935385477911600,,
2025,Tanner Gordon,COL,75.1,8.481770833333330,,,,,1.54663547135626,-1.0664911270141600,,,4.576790581184650,,
2025,Jack Kochanowicz,LAA,111,8.299900280589790,,,,2.1039735642620800,-0.5628045637977320,,,,1.7546923407192900,,
2025,Eury Pérez,MIA,95.1,10.525669319170500,,,,7.370053427559990,3.247994525158380,-4.063289866727940,,,5.409462499254530,,
2025,Bryce Elder,ATL,156.1,8.924388073336690,,,,5.237503138291590,0.394437830958469,,,,3.1492701773407800,,
2025,Brandon Pfaadt,ARI,176.2,8.96167455520073,3.8758575322527500,,,4.178692322672290,3.120039098403030,-4.551828351400300,,,2.6055472047760100,,
2025,Brandon Young,BAL,57.2,10.501538322967200,3.358702548714570,3.155995260455650,,,1.1375436328706300,-8.637733253272800,,,6.134724461755090,,
2025,J.T. Ginn,ATH,75,3.9420862197876000,5.425849609375,,,2.267928317661200,-0.590475777599299,,,,1.0292377877742700,,
2025,Bryce Miller,SEA,90.1,10.99628535403480,7.549181620279950,0.9914571900681230,,7.970767750459560,-0.9902266205334270,,-6.073131147637430,,,,
2025,Emmet Sheehan,LAD,59.2,10.146482021837300,,,,,2.3348138597276500,-8.162677312301380,,,0.4264530579736630,,
2025,Ryan Bergert,- - -,72.1,10.851709171815000,,,,8.243792006548710,1.2543542203036200,-5.814589977264400,,,4.552200946611230,,
2025,Michael McGreevy,STL,90,7.6025390625,3.7086426230037900,,,2.6956402277542400,0.3524117677108100,-6.627003514489460,,,1.8912904069230400,,
2025,Sean Burke,CHW,104,10.82122017133350,,,,9.159203954489830,3.111859356915510,-8.519461990248230,,,5.532323873267980,,
2025,Andrew Abbott,CIN,166.1,9.487030198436260,5.005172596807070,,,,2.2330706009696800,-1.5819729342319000,,,6.05649488325808,,
2025,Cade Povich,BAL,103.2,10.164143380943300,9.2457142955852,,,7.1792586335038700,0.3299636494029650,-8.169592710276740,,,2.7792756257233800,,
2025,Landen Roupp,SFG,106.2,5.349569467397840,4.5491948281565000,,,1.7573048661394800,,-3.8579715613162900,,,-1.0774318839930300,,
2025,Chad Patrick,MIL,115.2,9.528424115758610,7.017573825668240,3.2651659647623700,,6.550237457746970,3.395349290635850,-2.0224216602466700,,,2.3143284684520700,,
2025,Gavin Williams,CLE,167.2,8.95916038855215,4.253674018673780,,,5.825229466887950,-0.291953025910109,-7.302093882619600,,,2.6993184089660600,,
2025,Tanner Bibee,CLE,182.1,8.676487213285100,2.117282006048390,,,5.928426369287630,-0.8337030938331120,-4.55114063463713,,,6.7050244140625,,
2025,Jack Leiter,TEX,151.2,10.186566928137700,,,,8.795455979567310,0.999724481433976,-5.434771928630890,,,2.0472774865492300,,
2025,Will Warren,NYY,162.1,8.919611722103010,,,,2.6424614523543800,0.23680465856637900,-6.059399663185590,,,0.6710768821022730,,
2025,Noah Cameron,KCR,138.1,9.832596493268390,3.9288322219521200,,,,-0.31998120156692500,-5.817434794594800,,,6.825770263671880,,
2025,Hunter Dobbins,BOS,53,9.27999979347621,,3.295750098892410,,6.106817979079030,0.8345699180551130,-6.383406096813730,,,,,
2025,Bryan Woo,SEA,186.2,8.433837319758380,,,,3.48713618121848,2.610923542695890,,,,2.7808531133622100,,
2025,Colton Gordon,HOU,70,9.44521783322704,,,,7.111043465237660,3.3899155084599400,-1.2719186636117800,,,4.303556878882720,,
2025,Jacob Misiorowski,MIL,63.2,9.20146484375,,,,,3.7278579490772200,-5.180652859844740,,,3.303094393965130,,
2025,Shane Smith,CHW,146.1,8.285824331565880,,,,5.811893123748890,2.446169920073220,-6.318812383808430,,,1.2096641803609900,,
2025,Jonathan Cannon,CHW,82.1,8.639255969929250,5.410720703125,,,3.0919807386694500,1.5332917004096800,,,,1.034935181083550,,
2025,Zebby Matthews,MIN,79.1,9.803553989955360,6.281511285331810,,,8.031413008527060,1.244038809717230,-3.9466259147547500,,,4.153636585582390,,
2025,Kodai Senga,NYM,113.1,9.708443923466190,5.255110824664020,,0.7822776499374140,4.1875562165912800,-0.21214279309243400,-7.1035237312316900,,4.364302635192870,,,
2025,Kumar Rocker,TEX,64.1,6.753340600242080,3.3743956239073400,,,3.928953096464080,-0.7995802985297310,-6.623413945587590,,,3.6079939690189100,,
2025,Spencer Schwellenbach,ATL,110.2,8.663838558059800,6.349721100370760,0.3595498461242120,,4.461274165256770,-1.0542045727110700,-4.152519056532120,,,,,
2025,Cade Horton,CHC,114,8.583022140001470,,,,7.063425903320310,-0.3091029526491680,-3.4506941640843200,,,5.26329705998761,,
2025,Brad Lord,WSN,92,6.108751335085450,,,,2.831102067333160,0.7826423645019530,-2.9618279933929400,,,3.490687779017860,,
2025,Cam Schlittler,NYY,73,9.655990911989800,3.070044649564300,,,7.620638699001740,4.641916910807290,-6.843216676763040,,,,,
2025,Chase Dollander,COL,98,7.18413102833045,2.2738225018536600,,,2.9651970563616100,-0.32158486048380500,-4.236510907531420,,,2.8256345002547600,,
2025,Hurston Waldrep,ATL,50.2,8.20355918190696,5.503728287943290,1.5810620891514100,,6.671973919046340,-0.37722320556640600,-7.262252659473610,,,,,
2025,Paul Skenes,PIT,187.2,6.789611204013380,,0.3811344808937580,,3.896397744455650,3.6178003042890300,-1.3107684544154600,,,3.4833325345092000,,
2025,Logan Evans,SEA,78.1,6.664873082003150,1.7488427874685700,,,3.2232333359560100,0.017634083335549100,-5.641839079154550,,,1.330839624944720,,
2025,Yoshinobu Yamamoto,LAD,173.2,9.28393800301811,4.583670252697480,1.480087021649890,,7.0450801575583100,0.634763240814209,-9.396696195582990,,,,,
2025,Shota Imanaga,CHC,144.2,10.271457632495300,,3.906705038090230,,5.406524658203130,1.0177984109143400,-7.639936174665180,,,,,
2025,Tomoyuki Sugano,BAL,157,9.737672146600200,3.535808749618280,3.622265787219680,,7.2626318838082100,1.6246968627210200,-6.846019821473390,,,,,
2024,Lance Lynn,STL,117.1,7.490337304484680,3.3052809122900600,,,5.08281307276393,-0.04727707459376410,-4.677926611712600,,,4.249773025512700,,
2024,Charlie Morton,ATL,165.1,6.081167973596460,3.3330228622645500,,,2.182608341825180,,-5.005021908680260,,,0.1942080643743960,,
2024,Albert Suárez,BAL,122,9.632488262007390,4.8357399063881,,,,,-3.8410491943359400,,,4.868387494768420,,
2024,Carlos Carrasco,CLE,103.2,6.31701826615767,,,,3.569088091169090,0.4283005734707450,-4.438787627638430,,,1.6543033080113300,,
2024,Martín Pérez,- - -,135,8.561501075481550,7.080423280688530,,,5.865500485186950,3.1635072231292700,-2.3524796516664600,,,4.941713253181140,,
2024,Justin Verlander,HOU,90.1,11.606356418644300,,,,,4.001408411244880,-7.355997250948340,,,6.1162761688232400,,
2024,Nathan Eovaldi,TEX,170.2,6.786648525280900,5.291126998429450,0.5293887676578940,,,1.7502572947535000,-4.2674033502350300,,,,,
2024,Patrick Corbin,WSN,174.2,8.26162845141267,2.8979011838616900,,,6.620321096148930,0.5418124045095140,-0.4874843435084570,-0.3028549253940580,,6.020943867791560,,
2024,Miles Mikolas,STL,171.2,8.149710657742040,,,,5.801822162664740,1.8026197946414000,-7.956150322203420,-7.191156114850730,,4.129917161289230,,
2024,Kyle Gibson,STL,169.2,9.41935488174522,5.276437121435460,,,4.691879815924660,0.10479977502505500,-5.06968937957636,,,3.099435147372160,,
2024,Zack Wheeler,PHI,200,8.376479546354990,4.812105751711570,3.298297337123330,,3.935217724860640,2.313805572590290,-4.928216652792010,,,,,
2024,Chris Sale,ATL,177.2,5.757807910890510,,,,1.6092798214147600,-2.8741879904322700,,,,0.1647921023161520,,
2024,Merrill Kelly,ARI,73.2,8.405249459402900,6.257960090238460,,,4.1315961826347300,1.5114525182923300,-5.58213285966353,,,0.8521936009618530,,
2024,Jose Quintana,NYM,170.1,9.247198726624020,,,,7.607508579147200,,-3.7150779257015300,,,2.8779958837172600,,
2024,Jameson Taillon,CHC,165.1,9.395606797406460,4.844881211063100,,,8.256160271563650,0.421998338575487,-5.910936963427200,,,5.9205610167305400,,
2024,James Paxton,- - -,100.1,7.999562246259800,1.6344791628279800,,,5.7484229592716,,,-2.418799188197010,,5.446015017373220,,
2024,Taijuan Walker,PHI,74,9.901937406357020,8.667534930889420,1.9201567611969800,,7.29946061019059,5.11567877844182,-5.767104528900380,,,,,
2024,Kyle Hendricks,CHC,116.1,8.208455905992800,,,,4.253421553781200,,-6.044320838039660,,,4.914927391362220,,
