Season,Name,Team,IP,FA-X,FC-X,FS-X,FO-X,SI-X,SL-X,CU-X,KC-X,EP-X,CH-X,SC-X,KN-X
2025,Luis Castillo,SEA,180.2,-8.12421015399531,,,,-11.17780017706740,-0.20831665890948900,,,,-10.693068560432000,,
2025,Zack Littell,- - -,186.2,-4.3557594725089600,,-6.9092272660863700,,-8.281633218486660,1.3953967125587200,,,,,,
2025,Sean Manaea,NYM,51.1,9.13761672835669,,,,8.602471923828130,-6.182367852393620,,,,9.261170523507260,,
2025,Luis Severino,ATH,162.2,-4.6858605391142400,-0.3434327323481720,,,-8.56696416290713,7.485966573234730,,,,-8.509497912176730,,
2025,Carlos Rodón,NYY,195.1,6.842628842308410,2.72117919921875,,,8.968188239532770,-2.330057802231650,-3.5646212218237700,,,7.813542889721820,,
2025,Aaron Nola,PHI,94.1,-7.987847964638160,-1.2521398129670500,,,-10.777351569450600,,,7.836444479109680,,-9.16954345703125,,
2025,Brandon Woodruff,MIL,64.2,-2.370361942572880,0.8365439105507550,,,-7.791463627156990,6.014437993367510,1.2719136344062000,,,-8.76182933134191,,
2025,Kyle Freeland,COL,162.2,5.212687664721390,1.1285030718931200,,,8.714259440104170,-4.568147863232120,,-0.4611813109598040,,7.623805870004250,,
2025,Tyler Mahle,TEX,86.2,-6.929332710846130,1.1538022648204500,-8.473086523947460,,,1.0328534997027900,,,,,,
2025,Austin Gomber,COL,57.2,4.424979073660710,-1.4514628410339400,1.3261454264322900,,,-1.9119828901950700,,-3.20580316358997,,5.787710422422830,,
2025,Grant Holmes,ATL,114,-3.6154232385023600,-0.8797390912030190,,,-5.407651424407960,0.975527888236286,1.8918428642805200,,,-7.961878900942600,,
2025,Trevor Williams,WSN,82.2,-1.9395314715863000,,,,-8.488186645507810,4.541480189732140,,,,-8.349907987861220,,
2025,Pablo López,MIN,75.2,-4.259956139360550,,,,-9.028531702553350,6.283019333742980,3.566648913967990,,,-9.044749056355340,,
2025,Ranger Suarez,PHI,157.1,4.155712407861050,-0.7400914052086420,,,9.630734318794960,-3.7604968501072300,-5.959639765227420,,,6.7987560403758100,,
2025,Framber Valdez,HOU,192,4.333941372958100,,,,9.425022725039310,-1.831292456322970,-7.27575033062304,,,8.618857106854840,,
2025,Erick Fedde,- - -,120.2,,0.16700348551844200,,,-7.159687148792120,6.504309415817260,,,,-7.444385561735730,,
2025,Jack Flaherty,DET,161,-4.066631440749810,,,,-8.887981499565970,2.802559206838570,,6.081860555579740,,-8.226883782280820,,
2025,Mitch Keller,PIT,176.1,-5.47260118068609,0.3735993305842080,,,-8.88232421875,6.207977423688030,6.388598051525300,,,-8.458224209872160,,
2025,Jeffrey Springs,ATH,158.1,7.1701438210227300,0.9066421402084240,,,,-2.9747992242132900,,,,7.692161070097480,,
2025,Logan Webb,SFG,207,-5.674071788787840,-1.7818621189898000,,,-9.664513561989560,7.581971962700460,,,,-5.359151204427080,,
2025,Michael Soroka,- - -,83.1,-6.178840138087760,,,,-10.143910826539000,,5.984996889075460,,,-10.57301139831540,,
2025,Dylan Cease,SDP,168,-2.547022420377400,,,,-6.507008602744660,0.6010917477215950,,1.3332124740358400,,-5.065098930807670,,
2025,Freddy Peralta,MIL,176.2,-3.63779557133934,,,,,1.8381861526122200,2.1042792509426100,,,-10.616190064408400,,
2025,Sandy Alcantara,MIA,174.2,-8.753887038934430,,,,-10.685236500640800,-0.04417167630111960,0.9870190757707530,,,-10.423973880597000,,
2025,Zac Gallen,ARI,192,-3.268632093727880,0.9910360483022840,,,-6.9778053977272700,2.284922371923400,,1.898810345193610,,-7.769496163922160,,
2025,Cal Quantrill,- - -,117.2,-6.091754195159690,0.8784359105721050,-6.936804228422170,,-9.266802538622610,1.557915496826170,2.0051696260096700,,,-8.676887512207030,,
2025,Eric Lauer,TOR,74,5.353012508816190,-1.4967662189023700,,,,-1.3432265061598600,-4.459287712372930,,,4.66272218199982,,
2025,Dean Kremer,BAL,163.1,-5.029010336581950,2.024885530291860,-6.605835196140410,,-9.254242556162150,0.5163224140803020,2.906508139514050,,,,,
2025,Corbin Burnes,ARI,64.1,,1.0876082547735200,,,-7.346481480549290,3.186610630580360,5.381507480267400,,,-8.901848779965750,,
2025,Walker Buehler,- - -,120,-3.6722829260300300,2.033991308455430,,,-9.213189785722370,5.60936307282427,,6.162933577352500,,-9.512235184790380,,
2025,Aaron Civale,- - -,89,-4.455133272906930,2.43471174858408,-8.034577728599630,,-8.51732177734375,5.001661107160040,7.030153644618700,,,,,
2025,Jason Alexander,HOU,68.1,-8.34848403930664,-0.667964049748012,,,-10.109260110294100,8.782941851699560,,,,-10.36354522277660,,
2025,Dustin May,- - -,124.2,-7.085936737060550,-1.0597933915557100,,,-11.259461694834200,8.990814436162380,,,,-8.77119649251302,,
2025,Michael King,SDP,73.1,-5.201595627498950,,,,-11.820175509982600,6.060789798977370,,,,-11.974551379909000,,
2025,Griffin Canning,NYM,76.1,-5.847657304603130,-0.4010719598508350,,,-8.276362419128420,0.4415125553076870,,7.09564138829023,,-8.960822563666800,,
2025,Clarke Schmidt,NYY,78.2,-3.346229248046880,0.19986248016357400,,,-7.461734008789060,6.570845712667960,,4.8740365751121100,,,,
2025,Jesús Luzardo,PHI,183.2,7.73046875,,,,10.482913400643700,-3.287561161001930,,,,10.050105528730800,,
2025,Joey Wentz,ATL,61,2.9454183639755100,,,,,-2.250974640132870,-2.7085276334479700,,,7.930130282315340,,
2025,Bailey Falter,- - -,121.1,2.429206351346750,,2.44391712320262,,4.7714481857587700,-2.0412699917712800,-1.5490169231708200,,,,,
2025,Chris Paddack,- - -,145.1,-5.698378234468780,-0.35123905228690900,,,-8.192804163152520,0.8792082356140680,2.4115431669453400,,,-9.16358741554054,,
2025,David Peterson,NYM,168.2,3.344827854886970,,,,9.024136460977160,-0.645445239636325,-3.0516053895692600,,,8.909044053819450,,
2025,Casey Mize,DET,149,-5.274410404962550,,-8.812055483853250,,-8.525994147454110,0.6338199604911490,2.9966895693824400,,,,,
2025,Bowden Francis,TOR,64,-4.826177223933880,,-5.502501010894780,,-8.09505386352539,2.4860035289417600,8.275888061523440,,,,,
2025,Yusei Kikuchi,LAA,178.1,6.173842127515030,,,,9.21992916531033,-0.887993231217419,-3.3597596753545200,,,8.297593713444190,,
2025,Cristopher Sánchez,PHI,202,,,,,11.15134885862430,-0.1734204678922090,,,,10.314050056267300,,
2025,Luis Gil,NYY,57,-2.487899127657210,,,,,3.55278369140625,,,,-9.168113741812230,,
2025,Bailey Ober,MIN,146.1,-5.135535830543160,,,,-8.327903464988430,3.224632504111840,3.838851414369730,,,-10.697872929286000,,
2025,Tylor Megill,NYM,68.1,-4.707172298614440,,,,-9.814757796358470,2.288819386902880,5.485305965647980,,,-10.556633767117300,,
2025,Joe Ryan,MIN,166,-8.075553806348780,,-9.492438129412380,,-10.229288736979200,4.238749351068680,6.035159241919420,,,,,
2025,Davis Martin,CHW,136.2,-4.267682000550470,0.28840019866710400,,,-9.459975119942950,4.931326293945310,7.255625972041380,,,-8.893683374707940,,
2025,Kris Bubic,KCR,116.1,3.166739480537280,,,,8.332746978498930,-4.083881724964490,,,,7.030586040839950,,
2025,Stephen Kolek,- - -,112.2,-5.390734919795280,-0.776807287787649,,,-9.966997826128690,2.6465718329707300,4.8134684562683100,,,-8.359209333147320,,
2025,Jake Irvin,WSN,180,-6.089063634338700,0.6782236650955580,,,-10.140038457817300,3.401959368290790,7.785493903203840,,,-9.541458932976970,,
2025,Edward Cabrera,MIA,137.2,-6.726064010779620,,,,-10.279616095430100,0.4926574236323100,5.848671893391010,,,-10.356545494342700,,
2025,Cole Ragans,KCR,61.2,8.371618606624530,0.28207530227361900,,,,-0.5400280024381290,,-6.214917169101000,,9.651257501132250,,
2025,José Soriano,LAA,169,-5.2461591265690400,,-6.164031982421880,,-7.9145693416483900,0.6791411904727710,,6.859558187837380,,-3.4608787536621100,,
2025,Hunter Greene,CIN,107.2,-5.738760765905490,,-6.511269427360370,,,2.4173314270918600,5.116466522216800,,,,,
2025,MacKenzie Gore,WSN,159.2,4.445126488095240,0.5492440704116250,,,,0.214719915533209,-2.1083297164351900,,,8.515808316663060,,
2025,Logan Gilbert,SEA,131,-5.14902037793718,,-3.0679706546431700,,-8.55149434407552,0.018451207562496800,6.947591651300470,,,,,
2025,Shane Baz,TBR,166.1,-6.196253484217970,0.821755142211914,,,,1.6016840120641200,,3.84410134875171,,-9.88077066795619,,
2025,Tarik Skubal,DET,195.1,2.5126665729971800,,8.655047098795570,,8.113814380787040,-1.2756470240903700,-2.420541884023930,,,9.072495853701120,,
2025,Trevor Rogers,BAL,109.2,7.24557006467145,,,,10.815968583269800,-2.699183844910640,,,,8.49146890875154,,
2025,Matthew Liberatore,STL,151.2,4.263403562035890,-0.8713594970703130,,,7.596234011182600,-1.974518306671630,-5.293584296043880,,,8.806690937763940,,
2025,Taj Bradley,- - -,142.2,-4.3145668723366500,1.8044980317929500,-7.717668706720530,,-7.645104538310660,,1.852058342321600,,,,,
2025,Keider Montero,DET,58,-3.8066814511914700,,,,-9.461682977523400,5.204327091507850,,6.610522661052770,,-9.588599280973450,,
2025,Janson Junk,MIA,87.1,-1.7162159423828100,,,,,4.534445114407250,3.1947970699954300,,,-8.15433814639137,,
2025,Joey Cantillo,CLE,67,4.370221011513160,,,,,-2.4405682133693300,-4.541547204694180,,,5.778679807595070,,
2025,JP Sears,- - -,135.2,7.207945062516260,1.5175279378891000,,,9.43357969585218,-5.640054123911690,-2.055461390265100,,,9.67037515586379,,
2025,Ben Brown,CHC,75.2,-4.821949283227300,,,,,,,1.0324881790030700,,-7.257028307233540,,
2025,Brayan Bello,BOS,161.2,-5.039320068359380,-0.032329029767460600,,,-10.209625779536700,4.921268478094360,,,,-9.80465081877309,,
2025,Simeon Woods Richardson,MIN,107,-3.4482041160659000,,-5.757920861881690,,,2.2069529360520600,2.967254638671880,,,-9.350233201856740,,
2025,Randy Vásquez,SDP,129,-5.576920650792460,0.13821813754780100,,,-9.425077658801820,5.829682356156640,6.457090708602400,,,-11.114155375874100,,
2025,Mike Burrows,PIT,86.2,-3.5786105885225200,,,,-8.576657681851770,1.5277045429616700,4.660029713700460,,,-8.19213793871997,,
2025,Reese Olson,DET,68.2,-6.348823654819540,,,,-9.859528801127680,1.9877997903262900,3.508404016494750,,,-9.339463704427080,,
2025,Jacob Lopez,ATH,84,8.774955594385400,1.6746824718657000,,,11.23067043138590,-4.156182362806980,,,,11.526999149596300,,
2025,Brady Singer,CIN,169.2,-4.093072878434350,0.3766560208970220,,,-9.639641690954230,2.8474431182915900,,,,,,
2025,Drew Rasmussen,TBR,150,-2.8407452839176800,1.8787228933577700,,,-8.779192177122870,5.744820186070030,2.3744004821777300,,,-5.439849308558870,,
2025,George Kirby,SEA,126,-6.400756027524830,,-6.908988407679970,,-10.100054624269300,5.439902070107270,,4.843803556540270,,-9.326735786769700,,
2025,Hunter Brown,HOU,185.1,-4.453064670138890,1.0621462566096600,,,-8.548068907202740,1.4959090138209700,,2.2050967810288900,,-8.789031639527740,,
2025,Quinn Priester,MIL,130.2,,-0.2683422063798550,,,-8.915007102272730,1.6792386032893300,1.9578181180087000,,,-7.705923831824100,,
2025,Brandon Walter,HOU,53.2,6.233254985444870,-0.34679884974732000,,,10.699082318474300,-8.742627086535180,,,,10.69349209574250,,
2025,Andre Pallante,STL,162.2,-0.6811301815688910,,,,-6.193712700737850,2.156041964678700,,1.722464493879180,,,,
2025,Ryan Pepiot,TBR,167.2,-4.759642451340390,1.2041482269448600,,,-7.807203813032670,3.467701724487040,8.977975909629570,,,-8.432543402777780,,
2025,Ryne Nelson,ARI,128,-2.180462971750100,0.4563491003853930,,,,2.373698161787780,3.767096420814250,,,-7.489854679551240,,
2025,Nick Lodolo,CIN,155.2,10.990243949142200,,,,11.519086110065300,,-3.6107210820479700,,,10.748613353992100,,
2025,Bradley Blalock,COL,55.2,-2.038536021693790,1.9474158773616900,-5.103130472117460,,,1.7500875635084800,0.07836111580453270,,,,,
2025,Ryan Gusto,- - -,81.2,-3.9976824775009300,1.581041677838810,,,-9.816799906276220,6.375540328352420,4.0967422943770100,,,-9.628371635492700,,
2025,Garrett Crochet,BOS,205.1,5.350649756716010,-1.3418438358394000,,,9.952238642068270,-7.115138566826440,,,,7.342600808214790,,
2025,Emerson Hancock,SEA,81.1,-8.066347020617600,,,,-11.582045087930200,3.4569726201701000,,,,-10.098357921338300,,
2025,Max Meyer,MIA,64.2,-5.612738539130140,,,,-8.902729732889520,2.161413875626930,,,,-9.334469943576390,,
2025,Spencer Strider,ATL,125.1,-5.614042354446120,,,,,2.269331737231180,5.152649250436340,,,-8.431366281411080,,
2025,Slade Cecconi,CLE,132,-6.731690267832310,-0.20024802003588000,,,-9.862134757020930,2.4160780832557500,4.802057961856620,,,-8.551917685231860,,
2025,Logan Allen,CLE,155.2,4.158503377503450,-1.803467771877500,,,8.54585167253521,-7.570694091407500,,,,6.167595620097420,,
2025,Mitchell Parker,WSN,158.1,3.6808313005072200,,4.267199198404950,,,-1.8892178225826900,0.08373649265455160,,,,,
2025,Luis Ortiz,CLE,88.2,-7.791317894345240,-0.33181990747866400,,,-10.13333911049490,2.9770962830374400,,,,-8.967788538981960,,
2025,Tanner Gordon,COL,75.1,-7.050880838565450,,,,,-0.07723506547247100,0.13871313975407500,,,-7.712758343482650,,
2025,Jack Kochanowicz,LAA,111,-4.658026724801940,,,,-8.68258965495541,2.8201058943641400,,,,-5.570770848299810,,
2025,Eury Pérez,MIA,95.1,-6.394792384171980,,,,-9.884444100516180,1.4319038019310400,5.555073657066990,,,-9.092023310770510,,
2025,Bryce Elder,ATL,156.1,-2.3390548213835700,,,,-8.569546387641780,0.6834194922096190,,,,-6.954270047379990,,
2025,Brandon Pfaadt,ARI,176.2,-4.058561673129560,0.3780870401082820,,,-9.3851049876283,5.050873700310200,5.431105458612670,,,-9.798233464392700,,
2025,Brandon Young,BAL,57.2,-1.7921124800895000,2.0487378142600800,-6.125783954551830,,,1.7569928850446400,6.353388605891050,,,-8.559650509856470,,
2025,J.T. Ginn,ATH,75,-3.9277121225992800,-1.4547706604003900,,,-8.730806054392910,1.8109296281761100,,,,-8.107215827238480,,
2025,Bryce Miller,SEA,90.1,-4.11983480332773,0.32024237844679100,-6.383004264435550,,-8.879497931985300,4.263699891137300,,1.3690453035285700,,,,
2025,Emmet Sheehan,LAD,59.2,-5.777506706513550,,,,,1.4277034335666200,6.165963900291310,,,-7.698961129217790,,
2025,Ryan Bergert,- - -,72.1,-4.925839122105930,,,,-9.093841911764710,4.285087890625,2.8582143783569300,,,-8.690072600374520,,
2025,Michael McGreevy,STL,90,-6.050316837246860,-0.2049436849706310,,,-8.445795815677970,6.34184862219769,5.796219226925870,,,-9.000927899334880,,
2025,Sean Burke,CHW,104,-3.546548069113550,,,,-8.028287956513550,2.1475646407515900,2.832652279107570,,,-9.053295207473470,,
2025,Andrew Abbott,CIN,166.1,5.886598902662310,0.5343206322711450,,,,-5.597828273204610,-4.986648106338950,,,9.226862338105990,,
2025,Cade Povich,BAL,103.2,6.6202669670245400,2.182157408516360,,,9.516276401756080,-4.852901389382100,-5.063491441717200,,,6.297878689236110,,
2025,Landen Roupp,SFG,106.2,-8.02549039400541,-2.2450657506142900,,,-10.97854142848070,,9.891035600142050,,,-9.835086098200160,,
2025,Chad Patrick,MIL,115.2,-4.367974143130200,1.6259122260711500,-7.006422678629560,,-9.169791451089960,4.282787464283130,2.484371609157990,,,-7.39626816571769,,
2025,Gavin Williams,CLE,167.2,-7.136261293458370,-2.2139420672160800,,,-9.434814453125,4.72648364974633,4.88013599537037,,,-3.4028587341308600,,
2025,Tanner Bibee,CLE,182.1,-3.720810763354370,3.7516089654737900,,,-8.670088835685480,8.350014544547870,5.278113515753500,,,-7.463798285590280,,
2025,Jack Leiter,TEX,151.2,-5.579289362980770,,,,-8.602499248798080,1.7433616423092900,3.0430147765112700,,,-8.894369449255600,,
2025,Will Warren,NYY,162.1,-5.307484743830470,,,,-10.083741895195600,10.270013617809300,6.571626001474810,,,-8.960113636363640,,
2025,Noah Cameron,KCR,138.1,2.877284061679070,-1.6867219982229100,,,,-1.2824165813359600,-1.6128020218114500,,,6.594622802734380,,
2025,Hunter Dobbins,BOS,53,-1.6851854583648000,,-7.731380414359180,,-8.643859276404750,4.434677020222150,3.453464582854630,,,,,
2025,Bryan Woo,SEA,186.2,-6.043917530324440,,,,-9.903802261572410,3.263967177447150,,,,-9.670778897142160,,
2025,Colton Gordon,HOU,70,6.63634107940051,,,,9.949216698398110,-5.125984655559390,-6.666893122746390,,,7.72038912485881,,
2025,Jacob Misiorowski,MIL,63.2,-5.9565946451822900,,,,,0.8446079198864920,3.1825855110265000,,,-9.876482535099640,,
2025,Shane Smith,CHW,146.1,-4.7929462749605100,,,,-9.599492952068510,0.6709554186606320,2.6298012017528300,,,-9.043532799030170,,
2025,Jonathan Cannon,CHW,82.1,-5.632334352889150,-0.38862837727864600,,,-9.202413807744570,7.670953220274390,,,,-9.415992972777060,,
2025,Zebby Matthews,MIN,79.1,-5.789804100093990,0.3598718964651730,,,-8.843215570217230,0.5535435409320840,0.9358401721036890,,,-8.020196234429630,,
2025,Kodai Senga,NYM,113.1,-4.934342067508350,-1.179887445479480,,-6.2859349821593,-9.516319944147480,2.504074298337690,2.113762140274050,,-2.951097011566160,,,
2025,Kumar Rocker,TEX,64.1,-6.933378837477990,-0.025829356867116600,,,-10.2174072265625,0.3233931011623810,4.212832598619060,,,-9.616665605185690,,
2025,Spencer Schwellenbach,ATL,110.2,-3.737641478613980,-0.37084706624349000,-5.919265607081420,,-9.278768940336390,0.7142743027001100,4.0435028076171900,,,,,
2025,Cade Horton,CHC,114,-0.7545679656552600,,,,-6.585277709960940,6.528791994953970,1.2870982931978900,,,-8.041342042091130,,
2025,Brad Lord,WSN,92,-9.691140733006910,,,,-10.962979177701300,-0.5455197833833240,4.476830005645750,,,-10.997154498922400,,
2025,Cam Schlittler,NYY,73,-3.847786149895230,3.588623046875,,,-7.511574300130210,5.014838663736980,3.485699495529750,,,,,
2025,Chase Dollander,COL,98,-7.244639043576990,1.6437865363227000,,,-9.378812081473210,2.711331049601240,7.287909613715280,,,-9.516391920006790,,
2025,Hurston Waldrep,ATL,50.2,-3.12850605357777,0.3947789910134310,-3.7938804057107000,,-7.508405172413790,0.7874747828433390,3.9646591630954200,,,,,
2025,Paul Skenes,PIT,187.2,-8.80936944763796,,-8.29085624713478,,-10.698955358142900,4.4624578131037500,2.7073819841657400,,,-10.155316124664500,,
2025,Logan Evans,SEA,78.1,-8.27376155716052,0.1547808811582370,,,-10.778231218527800,7.387159492316420,5.962313393289730,,,-10.800355155513000,,
2025,Yoshinobu Yamamoto,LAD,173.2,-4.524441080074200,1.317129228324770,-6.912728692178670,,-8.115740178304430,2.710898017883300,6.363015231192720,,,,,
2025,Shota Imanaga,CHC,144.2,7.682923804148960,,8.130436865162890,,8.977570125034880,-5.671045843160380,-5.247974504743300,,,,,
2025,Tomoyuki Sugano,BAL,157,-4.078175675405800,0.061260403561669800,-7.330925722850910,,-8.828114229090070,5.51756085768664,4.626427585341370,,,,,
2024,Lance Lynn,STL,117.1,-3.2377138702297500,-0.06811675521245610,,,-8.26642472163673,7.110293461726260,2.9514155350332200,,,-8.601723670959470,,
2024,Charlie Morton,ATL,165.1,-8.549853152140200,-0.6991885111212190,,,-10.565640214560700,,6.957317697326710,,,-10.480821839373000,,
2024,Albert Suárez,BAL,122,-4.390249288023400,0.9163261182380450,,,,,2.8451656765408000,,,-9.719887143089660,,
2024,Carlos Carrasco,CLE,103.2,-2.2812382091175400,,,,-8.122159249441960,2.486678752493350,5.979693496436400,,,-4.2907055852345800,,
2024,Martín Pérez,- - -,135,6.562678633065060,0.8707813208108080,,,9.555166807766950,-1.1609975099563600,-1.7232900311870000,,,8.480979691008610,,
2024,Justin Verlander,HOU,90.1,-5.43685932928316,,,,,1.6614006667840700,3.558349609375,,,-8.099209594726560,,
2024,Nathan Eovaldi,TEX,170.2,-8.692330941968850,-0.46550259147722700,-8.410658430344990,,,2.0251015849497100,4.531404373041430,,,,,
2024,Patrick Corbin,WSN,174.2,5.453765451091610,-0.3669103353892850,,,8.71494270566786,-0.7567024846230780,-0.9307337821798120,-0.914525032043457,,7.797090825346330,,
2024,Miles Mikolas,STL,171.2,-4.347162140459220,,,,-8.747663894019570,1.7336201082633000,3.7568172770700600,2.356503895350870,,-8.82664747362013,,
2024,Kyle Gibson,STL,169.2,-3.1881477064122300,0.8238150594982850,,,-8.129506233946920,6.2555664917633500,3.0429914785728300,,,-7.7900923295454500,,
2024,Zack Wheeler,PHI,200,-6.162817808414220,-0.29732529603129100,-7.9196897234235500,,-10.418893385506000,4.725156597852080,4.200766441470290,,,,,
2024,Chris Sale,ATL,177.2,9.45233842663299,,,,11.075167514310000,-5.285783056855730,,,,10.078932904966800,,
2024,Merrill Kelly,ARI,73.2,-5.201014382498610,-1.3468421643619300,,,-9.198756052348430,0.8849518050008750,4.447795521129260,,,-8.573752941945610,,
2024,Jose Quintana,NYM,170.1,3.023081862081690,,,,8.622105108243280,,-3.6636349425023900,,,8.747832354377300,,
