Season,Name,Team,IP,vFA,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN
2025,Zac Gallen,ARI,192,93.54111376503890,89.50659447973900,,,93.30389483563310,88.02300539269910,,81.0618206521739,,86.28902351546910,,
2025,Cal Quantrill,- - -,117.2,93.5721271393643,88.91014162406390,86.3497588965311,,93.75165106512760,84.94181703509710,79.93601860434320,,,87.74000244140630,,
2025,Eric Lauer,TOR,74,91.53940836588540,86.28758726728720,,,,82.99487513354700,74.82409520896080,,,84.69999887751440,,
2025,Dean Kremer,BAL,163.1,93.28147612156300,86.89792158018870,81.92986813583820,,92.87048192771080,83.86666870117190,78.30978832186540,,,,,
2025,Corbin Burnes,ARI,64.1,,94.08212996389890,,,95.61442896262890,87.92967140281590,80.03350515463920,,,88.34931506849320,,
2025,Walker Buehler,- - -,120,93.9863132723384,90.59971865040720,,,93.78057985167570,85.3956330811613,,77.45821187033580,,89.71479045169450,,
2025,Aaron Civale,- - -,89,92.00078624815450,89.06306406556980,85.58064647387430,,92.26072798295460,83.18405549422560,77.48992646630130,,,,,
2025,Jason Alexander,HOU,68.1,91.89732142857140,87.62857491629460,,,90.8279963235294,78.37894622624270,,,,80.25378041841740,,
2025,Dustin May,- - -,124.2,95.4062515258789,91.47619047619050,,,94.52813382607510,85.17034594060170,,,,89.23333333333330,,
2025,Michael King,SDP,73.1,93.70134943181820,,,,92.66360677083330,82.59634551495020,,,,86.76590187978930,,
2025,Griffin Canning,NYM,76.1,94.06004488390930,89.64902152267160,,,94.4625015258789,87.69833938092420,,81.35517129130750,,89.47824928977270,,
2025,Clarke Schmidt,NYY,78.2,94.177998046875,92.17540322580650,,,92.622001953125,84.22247811482090,,85.01749054091930,,,,
2025,Jesús Luzardo,PHI,183.2,96.48928919182080,,,,95.798672394103,86.18161377792100,,,,87.87542736324380,,
2025,Joey Wentz,ATL,61,92.96466809421840,,,,,84.58057537729660,78.91818368720100,,,86.00545099431820,,
2025,Bailey Falter,- - -,121.1,92.17465138989830,,85.32137661637930,,92.06603635392100,85.27258962608250,78.05846510667070,,,,,
2025,Chris Paddack,- - -,145.1,93.66094435307020,88.67422953412580,,,93.31817904385650,85.62212540618090,78.08007271967250,,,84.4207224802928,,
2025,David Peterson,NYM,168.2,92.24680978927990,,,,91.25406487944160,84.6187999636628,78.6883762668919,,,84.57704936594200,,
2025,Casey Mize,DET,149,94.61435900436950,,88.59472484622140,,94.73321405157340,88.4869827735457,83.58630952380950,,,,,
2025,Bowden Francis,TOR,64,92.46932462832550,,82.18827819824220,,91.52000122070310,82.70606208570080,73.73687744140630,,,,,
2025,Yusei Kikuchi,LAA,178.1,94.8258123265495,,,,92.71666802300350,86.96166537267080,79.91785386029410,,,85.56176366143050,,
2025,Cristopher Sánchez,PHI,202,,,,,95.3132859421922,85.6750503508316,,,,86.27682075253920,,
2025,Luis Gil,NYY,57,95.34888142820770,,,,,86.6663984375,,,,90.80349344978170,,
2025,Bailey Ober,MIN,146.1,90.24905133928570,,,,90.34691478587960,81.72932330827070,75.29662811622190,,,83.29221732745960,,
2025,Tylor Megill,NYM,68.1,95.43397612763920,,,,94.17479661673550,83.83535222011780,80.40352711397060,,,88.20786516853930,,
2025,Joe Ryan,MIN,166,93.70732870869250,,87.71727704526580,,93.3860544217687,83.7100511547812,79.30686083026960,,,,,
2025,Davis Martin,CHW,136.2,93.94850948509490,88.18606870229010,,,92.92572452022820,83.36222330729170,78.8314796730324,,,90.19588931074770,,
2025,Kris Bubic,KCR,116.1,92.1349426626462,,,,91.5888922275641,83.89578048904220,,,,85.47963169642860,,
2025,Stephen Kolek,- - -,112.2,94.02731436270250,90.45914776872570,,,93.57174375191950,84.55594837816460,80.19999694824220,,,87.48673419563140,,
2025,Jake Irvin,WSN,180,92.36029897043300,87.38925297004130,,,91.88947610294120,83.79618171517180,77.8125,,,85.6065823739035,,
2025,Edward Cabrera,MIA,137.2,97.00696864111500,,,,96.84451444892470,88.49074148457580,84.01732432909600,,,94.24603313577590,,
2025,Cole Ragans,KCR,61.2,95.26179921582400,89.94901769301470,,,,84.71543361996650,,80.08767832880430,,84.39951313405800,,
2025,José Soriano,LAA,169,97.88075313807530,,92.33476257324220,,97.1862550255848,89.13882123161760,,85.23076923076920,,86.94000244140630,,
2025,Hunter Greene,CIN,107.2,99.47940865892290,,88.42021276595740,,,89.68756393207860,84,,,,,
2025,MacKenzie Gore,WSN,159.2,95.25685425685430,90.26691729323310,,,,86.67837955142640,81.56385416666670,,,86.15259380406580,,
2025,Logan Gilbert,SEA,131,95.38836716751920,,81.74916888297870,,95.63333333333330,87.47341694078950,82.08385093167700,,,,,
2025,Shane Baz,TBR,166.1,96.95812395309880,90.202001953125,,,,86.73902558117380,,84.97564872606020,,89.27073703778130,,
2025,Tarik Skubal,DET,195.1,97.5545760255648,,89.2999979654948,,97.29555555555560,89.97527870435390,81.21265575553800,,,88.04368889664810,,
2025,Trevor Rogers,BAL,109.2,93.05150703361030,,,,92.80244061229680,80.08945686900960,,,,86.24137931034480,,
2025,Matthew Liberatore,STL,151.2,93.91089108910890,90.1723984375,,,93.96901807598040,86.37876674107140,77.44627867353720,,,88.4722999366554,,
2025,Taj Bradley,- - -,142.2,96.20473410866480,89.65077333192570,91.34971341219820,,96.33636821400040,,81.79731518190300,,,,,
2025,Keider Montero,DET,58,93.71103548285950,,,,93.56417112299470,84.01300623598660,,78.90737865010250,,86.75221238938050,,
2025,Janson Junk,MIA,87.1,93.4586015625,,,,,85.14715163478650,81.62987012987010,,,87.84666108630950,,
2025,Joey Cantillo,CLE,67,91.71789473684210,,,,,85.1588254442402,77.59615384615380,,,78.32621612055020,,
2025,JP Sears,- - -,135.2,92.16264389308010,88.5250015258789,,,90.44802374588820,79.5661718264148,79.52413677347120,,,83.39180708200920,,
2025,Ben Brown,CHC,75.2,95.78720340440170,,,,,,,86.94315905448720,,90.54643031529020,,
2025,Brayan Bello,BOS,161.2,95.06724609375,88.24103578009830,,,95.3050472861842,85.67745098039220,,,,88.78768665332510,,
2025,Simeon Woods Richardson,MIN,107,93.15371673886140,,86.10320751169790,,,85.44195519348270,77.9743461277174,,,83.17792461444810,,
2025,Randy Vásquez,SDP,129,93.27918473385170,90.22906459130020,,,93.1499980370603,82.64402761399370,81.2284147255535,,,86.91328398164340,,
2025,Mike Burrows,PIT,86.2,95.41838522518380,,,,95.76757152660470,87.09311311141310,78.41829030106710,,,87.23333098723720,,
2025,Reese Olson,DET,68.2,94.26197549882630,,,,94.40917670107030,84.29685968137260,79.6796875,,,87.7456640625,,
2025,Jacob Lopez,ATH,84,90.76968287892790,87.58333333333330,,,90.26232025588770,78.02009174944810,,,,82.74067359449760,,
2025,Brady Singer,CIN,169.2,91.31107120385910,87.37391021286230,,,92.19697889680480,82.32611946556350,,,,,,
2025,Drew Rasmussen,TBR,150,95.79939024390240,90.28683341906720,,,95.40702087286530,84.58839634486610,80.4710009765625,,,89.35000174386160,,
2025,George Kirby,SEA,126,96.15562913907280,,85.98035539899550,,96.24262308902880,87.16042305166370,,84.35177865612650,,87.78477942425270,,
2025,Hunter Brown,HOU,185.1,96.58186805555560,92.64268530868900,,,95.6801817358994,90.54732973520990,,83.51283166273590,,88.20056289501400,,
2025,Quinn Priester,MIL,130.2,,92.34186889913230,,,93.86315340909090,86.19589739304810,81.1056795987216,,,88.4090909090909,,
2025,Brandon Walter,HOU,53.2,91.78025477707010,88.22914623038120,,,91.50882735906860,79.52951033128420,,,,80.88120674286910,,
2025,Andre Pallante,STL,162.2,94.47654293614360,,,,94.97972005208330,87.39884763124200,,78.19370283792650,,,,
2025,Ryan Pepiot,TBR,167.2,95.1721446179129,91.51692708333330,,,94.87575461647730,88.9814221112311,80.76628884304780,,,86.76444444444450,,
2025,Ryne Nelson,ARI,128,95.6608174960815,90.42008754185270,,,,86.373093938253,79.93190160290950,,,87.26744186046510,,
2025,Nick Lodolo,CIN,155.2,93.75475971638660,,,,93.81927710843370,,81.92325138195430,,,87.86219739292370,,
2025,Bradley Blalock,COL,55.2,94.52844638949670,89.71938775510210,86.77103313577590,,,85.17516212214050,80.92276422764230,,,,,
2025,Ryan Gusto,- - -,81.2,94.13157563136670,89.16647285946530,,,93.4315455903943,82.4267143354024,80.34120381236590,,,87.24817340043340,,
2025,Garrett Crochet,BOS,205.1,96.40157620614040,90.86826662385850,,,95.99679185491970,82.74601593625500,,,,87.67611648787310,,
2025,Emerson Hancock,SEA,81.1,94.74556213017750,,,,94.47368421052630,81.1990167025862,,,,86.23053584208020,,
2025,Max Meyer,MIA,64.2,94.99220441017320,,,,94.24154792033450,89.06811021090540,,,,89.27333441840280,,
2025,Spencer Strider,ATL,125.1,95.50379422987970,,,,,84.12338814684140,78.42553191489360,,,85.87835252899480,,
2025,Slade Cecconi,CLE,132,94.34649610678530,88.90357317243300,,,93.63920532764320,84.29482067681350,75.46764705882350,,,84.29354838709680,,
2025,Logan Allen,CLE,155.2,91.1925932320442,85.63418530351440,,,88.9923965669014,78.02726898923440,,,,82.41781060222670,,
2025,Mitchell Parker,WSN,158.1,92.92936511348010,,85.42430284288190,,,85.03603769277600,81.16173913043480,,,,,
2025,Luis Ortiz,CLE,88.2,96.4086150085034,91.14836319633150,,,95.51228535622870,85.47635162275060,,,,89.38608448775770,,
2025,Tanner Gordon,COL,75.1,92.26499476788430,,,,,84.25530672226690,80.77692119891830,,,83.20684559173000,,
2025,Jack Kochanowicz,LAA,111,95.50816461267610,,,,95.50563686708860,85.91310160427810,,,,89.84291187739460,,
2025,Eury Pérez,MIA,95.1,97.88805104408350,,,,96.57856968470980,85.1633543494152,79.88823784722220,,,89.68091752146950,,
2025,Bryce Elder,ATL,156.1,92.78935231854840,,,,91.46776789933840,84.26828815118910,,,,86.60342650903040,,
2025,Brandon Pfaadt,ARI,176.2,93.60569685218980,89.8176260177203,,,93.14618653775660,84.78621179917280,82.05363321799310,,,87.3152488425926,,
2025,Brandon Young,BAL,57.2,93.74781932645630,86.78837549963660,87.26646706586830,,,83.30237978980660,76.11621753589530,,,87.12557912427330,,
2025,J.T. Ginn,ATH,75,93.90000406901040,91.81849609375,,,93.26696832579190,86.0386305003894,,,,88.51134474734040,,
2025,Bryce Miller,SEA,90.1,94.82088731210440,91.18333604600690,83.85536061851210,,94.48313419117650,84.65901959528690,,83.41566265060240,,,,
2025,Emmet Sheehan,LAD,59.2,95.62313629518070,,,,,87.84722222222220,77.79152873411020,,,86.22883315759200,,
2025,Ryan Bergert,- - -,72.1,93.35815663987520,,,,92.46588062959560,85.36509232954550,82.61249542236330,,,87.54845562177830,,
2025,Michael McGreevy,STL,90,92.91508816340780,88.60514562270220,,,91.72033898305090,83.67391304347830,79.56802439135170,,,88.04121357685810,,
2025,Sean Burke,CHW,104,94.23292465965350,,,,93.72770966679220,86.52175564236110,79.25460808215130,,,85.21037551591980,,
2025,Andrew Abbott,CIN,166.1,92.7833716844814,88.64869225543480,,,,82.78455284552850,80.96014948174510,,,84.82167151853610,,
2025,Cade Povich,BAL,103.2,92.19555214723930,91.72452645931600,,,91.8433611034292,82.75636541193180,78.7753711909204,,,83.59481336805560,,
2025,Landen Roupp,SFG,106.2,93.09230393629810,90.32499842489920,,,92.75799246273710,,76.71848366477270,,,86.64525440071200,,
2025,Chad Patrick,MIL,115.2,94.15226024346790,87.90025550314470,87.7000020345052,,94.02207505518760,84.19444444444440,85.87407769097220,,,88.63135593220340,,
2025,Gavin Williams,CLE,167.2,96.59505803979870,91.74268292682930,,,95.8678756476684,86.55371599740930,82.02484809027780,,,87.55000305175780,,
2025,Tanner Bibee,CLE,182.1,94.36453201970440,86.22080393145160,,,94.10064684139790,82.95489527925530,79.67631450452300,,,81.80511284722220,,
2025,Jack Leiter,TEX,151.2,97.20415296052630,,,,96.41599759615380,87.58706467661690,81.93114433913940,,,90.70141140919810,,
2025,Will Warren,NYY,162.1,93.27819876609440,,,,93.19676737882650,82.71384353373700,80.1561204559949,,,87.01163352272730,,
2025,Noah Cameron,KCR,138.1,92.33555440017510,88.15493394581550,,,,84.16440382281550,80.91028708133970,,,81.28125,,
2025,Hunter Dobbins,BOS,53,95.4344434478852,,90.54430379746840,,94.97691932091350,85.45612112032310,78.54411764705880,,,,,
2025,Bryan Woo,SEA,186.2,95.71582107365550,,,,95.42045659221900,86.80753820082720,,,,89.60724983808290,,
2025,Colton Gordon,HOU,70,91.18388073979590,,,,91.5487378545168,80.58894811809390,75.68230919471150,,,84.23855774661150,,
2025,Jacob Misiorowski,MIL,63.2,99.25266927083330,,,,,94.13369706748190,87.02215189873420,,,92.26377094655800,,
2025,Shane Smith,CHW,146.1,95.64981949458480,,,,95.67366826067620,89.46309963099630,82.10934733534000,,,90.01083358990150,,
2025,Jonathan Cannon,CHW,82.1,93.54226120283020,89.28666666666670,,,92.92049810753110,81.56438643292680,,,,85.41855938573880,,
2025,Zebby Matthews,MIN,79.1,96.26390683740600,91.77078761411520,,,95.83780725990850,88.22655097713860,82.86075949367090,,,87.4916070257867,,
2025,Kodai Senga,NYM,113.1,94.66427118113520,89.58834601683940,,82.50405012661140,88.60438939144740,81.34448995044050,68.47187042236330,,50.70000076293950,,,
2025,Kumar Rocker,TEX,64.1,95.8093915052817,90.05000273164340,,,95.59740259740260,84.20888671875,77.51690415933100,,,89.45362035778990,,
2025,Spencer Schwellenbach,ATL,110.2,97.08668924235610,94.09774452683620,84.65046229931190,,95.55032095939490,86.99438733552630,81.04055447048610,,,,,
2025,Cade Horton,CHC,114,95.75633619424880,,,,95.162998046875,83.38724991147310,83.83128382506980,,,87.98237885462560,,
2025,Brad Lord,WSN,92,94.49062740015360,,,,94.1498278601695,85.70535714285710,82,,,85.87487492302960,,
2025,Cam Schlittler,NYY,73,98.00379236516040,91.93653846153850,,,97.54889322916670,87.88999837239580,83.2839551303476,,,,,
2025,Chase Dollander,COL,98,97.9474030420992,89.68333152488430,,,97.20228794642860,86.7000020345052,79.20873119212960,,,89.28985507246380,,
2025,Hurston Waldrep,ATL,50.2,95.60454767400570,93.0561797752809,86.75112231809700,,95.9441338900862,87.15789473684210,82.66213781856800,,,,,
2025,Paul Skenes,PIT,187.2,98.17307692307690,,93.69046072738390,,97.62293486783160,84.66306027820710,83.86142578125,,,88.74600987346630,,
2025,Logan Evans,SEA,78.1,92.86690647482010,87.79253098060340,,,92.83412322274880,84.12805538366340,81.59612705910850,,,87.29936861242140,,
2025,Yoshinobu Yamamoto,LAD,173.2,95.36740757042250,91.14364693607490,90.93517169844630,,94.75981235047850,86.38125,76.82362207230140,,,,,
2025,Shota Imanaga,CHC,144.2,90.84088762983950,,82.97320529831630,,88.16428920200890,80.37735849056600,71.61428571428570,,,,,
2025,Tomoyuki Sugano,BAL,157,92.74376118353780,88.15765599552120,87.3415308347176,,92.91396675857840,83.64145383104130,78.17831482178720,,,,,
2024,Lance Lynn,STL,117.1,92.25981632917960,88.13083356277530,,,91.16715542522000,81.95384803185100,80.37795275590550,,,84.7796859741211,,
2024,Charlie Morton,ATL,165.1,94.12381746277920,88.46301548230590,,,93.52717391304350,,81.51766562764160,,,84.95276872964170,,
2024,Albert Suárez,BAL,122,94.82787869458130,86.30934343434340,,,,,79.01770697699650,,,86.14761788504460,,
2024,Carlos Carrasco,CLE,103.2,91.60068359375,,,,91.08392857142860,83.48681017287230,80.35438939144740,,,86.75578406169670,,
2024,Martín Pérez,- - -,135,91.29741168844290,87.92772033816740,,,90.72154477582380,82.80000305175780,77.86387033770160,,,83.35069704341320,,
2024,Justin Verlander,HOU,90.1,93.46372114759430,,,,,86.6990138319672,77.6234081466763,,,84.00187377929690,,
2024,Nathan Eovaldi,TEX,170.2,95.424516407048,91.35798566365980,88.42772470606440,,,86.31494140625,76.73704626566850,,,,,
2024,Patrick Corbin,WSN,174.2,91.32876712328770,85.71461811823100,,,91.45445240532240,79.96602507560480,70.02553087599740,63.150001525878900,,81.01649585212630,,
2024,Miles Mikolas,STL,171.2,93.1657824933687,,,,92.44169329073480,85.70000407963450,76.58025228901270,69.62142944335940,,85.60736268939390,,
2024,Kyle Gibson,STL,169.2,91.39480874316940,88.5804432890223,,,90.71547517123290,80.7399299474606,78.31966690638080,,,84.91308948863640,,
2024,Zack Wheeler,PHI,200,95.26426307448490,91.12827131183750,86.12678745814730,,94.64047759433960,84.94564746866750,81.8022925204918,,,,,
2024,Chris Sale,ATL,177.2,94.84210526315790,,,,94.19703357054460,78.64493392070480,,,,87.07004830917870,,
2024,Merrill Kelly,ARI,73.2,91.92098563058040,90.33101045296170,,,92.32694961639220,85.57612086054100,82.19318181818180,,,88.39748953974900,,
2024,Jose Quintana,NYM,170.1,90.69275344488190,,,,90.7639000438084,,77.65535813934950,,,85.71470731847430,,
2024,Jameson Taillon,CHC,165.1,92.26856930272110,86.50177100080390,,,92.54575789898520,80.43610491071430,79.54862422733520,,,86.02641325176890,,
2024,James Paxton,- - -,100.1,93.1857580657213,84.02641325176890,,,92.77882295496320,,,80.81818370708420,,82.5758912222726,,
2024,Taijuan Walker,PHI,74,91.45685065282530,87.33230919471150,86.62454873646210,,91.10274296016480,84.93087557603690,74.67518650140980,,,,,
2024,Kyle Hendricks,CHC,116.1,87.66008391203700,,,,87.57004290565350,,74.27229229417670,,,80.87260914973790,,
2024,Chris Bassitt,TOR,171,92.61052778430450,89.57443985849060,84.10157787893700,,92.50282028008300,77.21489971346710,70.97506269290120,,,84.47961659036630,,
2024,Colin Rea,MIL,148.1,92.8783422903397,87.55809139412420,86.51818555622010,,92.25382086748630,81.93399116004960,78.66534363397280,,,,,
2024,Seth Lugo,KCR,206.2,92.23740155831100,90.09136795343140,85.73414872332320,,92.1454045710572,85.18289786223280,79.38858799846630,,,87.3694480613426,,
2024,Nick Martinez,CIN,89,92.52187771267360,89.14716312056740,,,91.94890510948910,85.01014775815220,80.58741851200330,,,79.94007361236460,,
2024,Sonny Gray,STL,166.1,92.36312999789560,87.65542809671950,,,92.69366869343890,84.766,79.95797101449280,75.4000015258789,,88.28427795794030,,
2024,Tyler Anderson,LAA,179.1,89.44844020797230,84.25444155092590,,,88.14948453608250,81.33684339021380,71.60000101725260,,,78.93521112523110,,
2024,Joe Musgrove,SDP,99.2,92.95115681233930,89.73219814241490,,,92.6159420289855,82.16604604750780,81.55926856566010,,,87.08064516129030,,
2024,Yu Darvish,SDP,81.2,94.03138075313810,90.56428745814730,87.8824527138158,,93.55802255306600,84.44775495182010,73.82963053385420,78.6500015258789,,,,
2024,Gerrit Cole,NYY,95,95.90676789492240,91.3536015625,,,93.66666666666670,88.22500174386160,,82.45156658318820,,88.20819992315570,,
2024,Eduardo Rodriguez,ARI,50,91.97847974081370,88.77604556511980,,,91.63484700520830,83.8789490816886,,,,86.67025240384620,,
