Season,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR
2025,Blake Snell,LAD,5,4,0,11,11,61.1,10.565217610343000,3.8152174704016300,0.44021740043095700,0.3137254901960780,0.76923077,0.486666666,0.073170731,95.1011623051225,2.3478261356317700,3.2706250128141800,2.69491891777583,3.089668576610500,1.8925966024398800
2025,Clay Holmes,NYM,12,8,0,31,31,161,7.043478260869570,3.68944099378882,0.782608695652174,0.2802547770700640,0.74001947,0.552083333,0.108527131,93.50304578234270,3.6335403726708100,4.427704214890490,4.172403398952130,4.277275272296820,1.7996976375579800
2025,Max Fried,NYY,19,5,0,32,32,195.1,8.708191353031490,2.3498294127227800,0.6450512113356660,0.27932960893854700,0.74001947,0.523809523,0.086956521,95.81036261792450,2.8566553644865200,3.3720535954859300,3.068583415449930,3.407593815140460,4.7727370262146
2025,Zach Eflin,BAL,6,5,0,14,14,71.1,6.308411664760390,1.6401870328377000,2.2710281993137400,0.30973451327433600,0.70694087,0.40167364,0.193548387,92.00828721788190,5.929906964874760,4.4873069813948200,5.644482291522590,4.374132989857560,-0.2552151381969450
2025,Michael Wacha,KCR,10,13,0,31,31,172.2,6.567567954490870,2.3455599837467400,0.7818533279155790,0.2870722433460080,0.72680412,0.371698113,0.065789473,93.28842496542190,3.857143084383520,4.168070299742230,3.6563718701505100,4.562838509113120,3.636931896209720
2025,Kevin Gausman,TOR,10,11,0,32,32,193,8.813471502590670,2.33160621761658,0.9792746113989640,0.26171875,0.72228443,0.366920152,0.095022624,94.46422949938580,3.5906735751295300,3.7330307134101300,3.414929064320780,3.7658326320388800,4.101304531097410
2025,Lance McCullers Jr.,HOU,2,4,0,13,13,51.1,10.168831420720900,6.13636378836604,1.7532467966760100,0.3191489361702130,0.68292683,0.46,0.181818181,91.7752490942029,6.662337827368840,5.238443863514520,5.803967553146940,4.923363550431750,-0.1850050538778310
2025,José Berríos,TOR,9,5,0,30,30,164,7.408536585365850,2.9634146341463400,1.3719512195122000,0.284796573875803,0.73913043,0.413087934,0.128865979,92.99416208791210,4.060975609756100,4.789516517612910,4.58635583040191,4.4284133125369100,1.3638814687728900
2025,Tyler Glasnow,LAD,4,3,0,18,18,90.1,10.56088620349200,4.284133082548650,0.9963100191973600,0.22549019607843100,0.78409091,0.443925233,0.121951219,95.68392730075900,3.1881920614315500,3.329454494491840,3.7550625523740300,3.7154605997363200,1.6288933753967300
2025,Michael Lorenzen,KCR,7,11,0,26,26,140.2,8.061611957395430,2.4952608439557300,1.5995261820229000,0.3046683046683050,0.74213836,0.389791183,0.140449438,94.13304993872550,4.670616451506880,4.631396143872020,4.613809410921290,4.254304157672610,1.1967828273773200
2025,Germán Márquez,COL,3,16,0,26,26,126.1,5.912928997952870,3.4195252036353900,1.6385224934086300,0.33642691415313200,0.61116965,0.370535714,0.125,94.87457857883820,6.696570190452640,5.7669902895302100,5.470228760504100,5.348962533370100,0.2983991801738740
2025,Andrew Heaney,PIT,5,10,0,23,23,117,6.384615384615390,2.8461538461538500,1.6153846153846200,0.268361581920904,0.73152338,0.365853658,0.139072847,90.15553066724940,4.846153846153850,5.423225890944850,5.229153412223880,4.885586203112560,0.13812945783138300
2025,Matthew Boyd,CHC,14,8,0,31,31,179.2,7.714285495898600,2.1038960443359800,0.9517624962472300,0.2732793522267210,0.76233184,0.37944664,0.08370044,93.26330773305090,3.2059368294643500,3.746659072914040,3.647195672912900,4.220339392077280,3.4332244396209700
2025,Nick Pivetta,SDP,13,5,0,31,31,181.2,9.412844563774710,2.4770643588880800,1.0899083179107600,0.23464912280701800,0.78703704,0.335443037,0.096916299,93.85475150877840,2.8733946563101800,3.9671302039083100,3.4929345033795100,3.8450895201171300,3.6734888553619400
2025,Lucas Giolito,BOS,10,4,0,26,26,145,7.510344827586210,3.475862068965520,1.0551724137931000,0.2727272727272730,0.76735688,0.378190255,0.092896174,93.2910394851658,3.413793103448280,5.013314614681870,4.169619076827480,4.591262487913,1.9509938955307000
2025,Antonio Senzatela,COL,4,15,0,23,23,108,4.916667013992520,3.1666668903680700,1.5833334451840300,0.37626262626262600,0.6276824,0.470731707,0.145038167,95.00319870283020,7.41666719059889,7.190600088483150,5.579580935333010,5.162616556230230,-0.027727581560611700
2025,Luis Castillo,SEA,11,8,0,32,32,180.2,8.07011047391123,2.291512850616770,1.1457564253083800,0.2859960552268250,0.76800847,0.412878787,0.105022831,95.10015387400440,3.5369002694302300,4.044377425834870,3.8768337143001400,4.0907132835925200,2.6306910514831500
2025,Zack Littell,- - -,10,8,0,32,32,186.2,6.267857356339090,1.5428571954065500,1.735714344832360,0.2490974729241880,0.81180812,0.403087478,0.15,92.00320807409500,3.80892870115991,4.3636968283547300,4.8762078060787600,4.351301192936380,1.4622283577919000
2025,Sean Manaea,NYM,1,3,0,12,12,51.1,11.045455639871900,2.1038963123565600,1.9285716196601800,0.3053435114503820,0.65934066,0.366906474,0.192982456,91.58724883436950,5.961039551676920,4.340037715187630,4.576694902599240,3.5029118275683200,0.3755594789981840
2025,Luis Severino,ATH,8,11,0,29,29,162.2,6.860656166743060,2.7663936156222000,0.8852459569991040,0.2925851703406810,0.65661479,0.411764705,0.084210526,96.16120576671040,4.536885529620410,4.593592879753930,4.106447854358580,4.62856143092934,2.540140390396120
2025,Carlos Rodón,NYY,18,9,0,33,33,195.1,9.353242564367160,3.363481316250260,1.0136519035274800,0.22821576763485500,0.76419214,0.434607645,0.110552763,94.11599902125280,3.087030797106400,3.340480607908020,3.780187529542450,3.8867035236681300,3.2265961170196500
2025,Aaron Nola,PHI,5,10,0,17,17,94.1,9.254417460110260,2.671378235908120,1.7173145802266500,0.3151750972762650,0.62381853,0.424908424,0.181818181,91.81550797732070,6.0106010307932600,4.118197520423560,4.576832509014340,3.7142761957013200,0.9263066053390500
2025,Brandon Woodruff,MIL,7,2,0,12,12,64.2,11.551546846037700,1.948453684873820,1.2525773688474600,0.24324324324324300,0.72874494,0.339743589,0.11392405,92.96900860191640,3.2010310537212800,2.204293756764960,3.166064154474630,3.2402508460844500,1.767730474472050
2025,Kyle Freeland,COL,5,17,0,31,31,162.2,6.860656166743060,2.1024591478728700,1.2172131908737700,0.32947976878612700,0.64015519,0.418691588,0.111675126,91.56163507821900,4.979508508119960,4.955948205108270,4.180218350775170,4.2891690441532200,2.4503562450408900
2025,Tyler Mahle,TEX,6,4,0,16,16,86.2,6.853846354964220,3.011538549908520,0.5192307844669870,0.2601626016260160,0.84615385,0.388,0.049019607,92.26001690423980,2.1807692947613400,4.226315368541250,3.3659055557476700,4.430414165165690,1.9284228086471600
2025,Austin Gomber,COL,0,7,0,12,12,57.2,5.306358615516210,2.6531793077581000,2.497109936713510,0.3235294117647060,0.6314433,0.331797235,0.153846153,89.39878484876090,7.491329810140520,6.041769516306550,6.499298316279150,5.672839703045150,-0.3645362854003910
2025,Grant Holmes,ATL,4,9,0,21,21,114,9.552632218252630,4.263158180046630,1.2631579792730800,0.28865979381443300,0.78643579,0.452145214,0.148148148,94.5063232421875,4.026316058932930,4.587890538123990,4.442153949537960,4.078187662002590,0.8391096591949460
2025,Trevor Williams,WSN,3,10,0,17,17,82.2,7.076613120928520,2.286290392915370,1.1975806820032900,0.3467153284671530,0.61619718,0.329749103,0.094827586,87.88610700448610,6.205645352198860,4.559051883514320,4.12707183259335,4.560641529594860,1.1741487979888900
2025,Pablo López,MIN,5,4,0,14,14,75.2,8.682819675086600,2.3788547055031800,0.713656411650953,0.27751196172248800,0.75376884,0.384976525,0.071428571,94.67278746380310,2.735682911328650,3.9415547750801200,3.187999756106860,3.8686971680959900,1.8072704076767000
2025,Ranger Suarez,PHI,12,8,0,26,26,157.1,8.637712143646250,2.1737288838315100,0.8008474835168700,0.3167420814479640,0.79035874,0.467706013,0.088050314,91.18984485346050,3.2033899340674800,3.1526433921054200,3.211407507113160,3.612699158130570,4.036607265472410
2025,Framber Valdez,HOU,13,11,0,31,31,192,8.765625,3.1875,0.703125,0.29714285714285700,0.72888889,0.586142322,0.122950819,95.43178885323660,3.65625,3.7736891248460600,3.374719651540120,3.3387415078158200,4.016944408416750
2025,Erick Fedde,- - -,4,12,0,24,24,120.2,5.593922769829400,4.325966942001410,1.1933701908969400,0.2868421052631580,0.66625917,0.403100775,0.103225806,93.27163696289060,5.519337132898340,5.462479346021060,5.132373929360690,5.389028026978310,0.011804375448264200
2025,Jack Flaherty,DET,8,15,0,31,31,161,10.509316770186300,3.298136645962730,1.2857142857142900,0.3054187192118230,0.70469799,0.367058823,0.129943502,93.09007629992470,4.6397515527950300,3.9721321184837800,3.8494220324925000,3.68723481956476,2.542010545730590
2025,Mitch Keller,PIT,6,15,0,32,32,176.1,7.655954852212850,2.6030246497523700,1.0718336793098000,0.2901353965183750,0.69595262,0.436329588,0.108247422,94.1120790314651,4.185255319209690,4.444461967011920,4.019824434462500,4.16782497032021,2.4928290843963600
2025,Jeffrey Springs,ATH,11,10,0,30,30,158.1,6.991579171964280,2.9557895686353000,1.4778947843176500,0.2554585152838430,0.71782178,0.316666666,0.117647058,90.77780975877190,4.092631710418110,4.329419460935780,4.758294265085580,4.775500930288380,1.5421487092971800
2025,Logan Webb,SFG,15,11,0,34,34,207,9.73913043478261,2,0.6086956521739130,0.3462897526501770,0.74257426,0.532399299,0.098591549,92.74687801640930,3.217391304347830,3.5831788373531800,2.6037353520232100,2.782126572800140,5.528478622436520
2025,Michael Soroka,- - -,3,8,0,17,17,83.1,9.720000593261760,2.700000164794930,1.2960000791015700,0.2714285714285710,0.69078947,0.422727272,0.126315789,93.57409573923830,4.8600002966308800,3.519598839462440,4.251136386322030,4.1367191982043300,1.0854006856679900
2025,Dylan Cease,SDP,8,12,0,32,32,168,11.517857142857100,3.8035714285714300,1.125,0.3195121951219510,0.6898288,0.366197183,0.118644067,97.06857706547150,4.553571428571430,3.4504740796513300,3.5577553658258300,3.5570878581986500,3.3976783752441400
2025,Freddy Peralta,MIL,17,6,0,33,33,176.2,10.392452530988200,3.362264054143250,1.0698112899546700,0.24349881796690300,0.85495283,0.372727272,0.104477611,94.70941853422170,2.6999999222665500,3.417243462438740,3.6445702658042500,3.853379329266390,3.6201796531677200
2025,Sandy Alcantara,MIA,11,12,0,31,31,174.2,7.316794319257330,2.937023071814560,1.133587852279310,0.27766990291262100,0.61938062,0.46542056,0.125714285,97.74060132575760,5.358778938047620,4.627612997921100,4.280174552832350,4.187451532674810,1.7427232265472400
2025,Zac Gallen,ARI,13,15,0,33,33,192,8.203125,3.09375,1.453125,0.27001862197392900,0.67620928,0.436170212,0.145539906,93.54151218220340,4.828125,4.27882259768133,4.504927984873450,4.1163367038903100,1.0632120370864900
2025,Cal Quantrill,- - -,4,12,0,26,26,117.2,6.501416623803330,2.6770539039190200,1.6827195967491000,0.3114754098360660,0.65426997,0.338541666,0.13253012,93.59377245440530,6.042493097417210,5.758728084707700,5.140802100190560,4.885238859643010,0.36597365140914900
2025,Eric Lauer,TOR,6,2,0,15,15,74,9,2.189189189189190,1.7027027027027000,0.2961165048543690,0.81989247,0.269406392,0.126126126,91.45681498702420,3.77027027027027,4.313284075767940,4.364866047936520,4.218015560668870,0.7910549640655520
2025,Dean Kremer,BAL,11,9,0,29,29,163.1,7.273469614253750,2.3142857863534700,1.1020408506445100,0.2875,0.70689655,0.404426559,0.097087378,93.2581265990497,4.18775523244913,3.8454480590405200,3.9188098119984400,4.271452468986040,2.621345043182370
2025,Corbin Burnes,ARI,3,2,0,11,11,64.1,8.813472199393330,3.6373059870512200,0.9792746888214810,0.25301204819277100,0.80645161,0.502923976,0.14,,2.6580312982297400,3.8563884628967700,3.943426537551500,3.7271617392056100,0.747699499130249
2025,Walker Buehler,- - -,9,7,0,24,24,120,6.525,4.35,1.575,0.2892561983471070,0.74879227,0.430446194,0.160305343,94.08893347424710,5.025,5.364043772548570,5.685136318206790,5.093201736857490,-0.35569456219673200
2025,Aaron Civale,- - -,3,9,0,18,18,89,7.48314606741573,3.337078651685390,1.3146067415730300,0.29118773946360200,0.64935065,0.333333333,0.1015625,92.00041376443270,5.258426966292140,4.208246642936640,4.618282385622520,4.936738928248370,0.9408248611725870
2025,Jason Alexander,HOU,4,2,0,13,13,68.1,7.639024958840340,2.5024392106546000,1.5804879225186900,0.27692307692307700,0.78651685,0.461165048,0.181818181,91.76658412388390,3.819512479420170,4.5597625295948300,4.686355945864020,3.8925236152123100,0.4731091260910030
2025,Dustin May,- - -,6,11,0,23,23,124.2,8.518717011982980,3.6818183695858600,1.5160428580647700,0.2959770114942530,0.69796954,0.42739726,0.15,95.53180584217770,5.197861227650630,5.186420725779440,4.947970635257780,4.489496045602690,0.6928767114877700
2025,Michael King,SDP,5,3,0,15,15,73.1,9.327273374194990,3.1909093122246000,1.4727273748728900,0.2631578947368420,0.81117021,0.383084577,0.131868131,93.81741240530300,3.436363874703420,4.260714517140760,4.4169545889294900,4.202840178346690,0.8377293944358830
2025,Griffin Canning,NYM,7,3,0,16,16,76.1,8.25327565910477,4.126637829552390,0.9432315038976880,0.28837209302325600,0.74626866,0.509090909,0.114285714,94.3294690860215,3.7729260155907500,4.697292597250570,4.039066509442070,4.090443177087480,0.9464770555496220
2025,Clarke Schmidt,NYY,4,4,0,14,14,78.2,8.351695185247360,3.432203500786590,1.0296610502359800,0.2315270935960590,0.77956989,0.331753554,0.08910891,94.31873739919360,3.3177967174270300,3.01701826940038,3.948695666541390,4.440844040005540,1.2772020101547200
2025,Jesús Luzardo,PHI,15,7,0,32,32,183.2,10.584392600744200,2.7931036029741500,0.7840290815366040,0.3240343347639490,0.69403715,0.427672955,0.09039548,96.37835043532340,3.9201454076830200,3.327402647237710,2.8955718766261600,3.2488633229737100,5.335048198699950
2025,Joey Wentz,ATL,3,6,0,13,13,61,8.55737758432467,3.2459018423300500,0.8852459569991040,0.34065934065934100,0.6372549,0.392473118,0.083333333,92.95468917291220,5.163934749161440,4.3474338638558200,3.594152740354470,4.135222129358120,1.1067389249801600
2025,Bailey Falter,- - -,7,6,0,24,24,121.1,5.711538700964740,3.263736400551280,1.40934071841987,0.24507042253521100,0.71543408,0.359459459,0.11728395,92.26700120192310,4.153846327974350,4.887749780586530,5.014257276099950,5.03701910944463,0.4449087008833890
2025,Chris Paddack,- - -,5,12,0,28,28,145.1,6.316513816733,2.2293578176704700,1.672018363252850,0.2806236080178170,0.68093385,0.352564102,0.12735849,93.73896567841880,5.139908301851360,5.077919415924790,4.951650095567910,4.785471663401420,0.815042108297348
2025,David Peterson,NYM,9,6,0,30,30,168.2,8.003953051899730,3.468379655823220,0.5869565571393130,0.3163265306122450,0.6918239,0.546558704,0.092436974,92.38368344425960,4.215415274000520,4.594171708420340,3.484938710845370,3.7248615225123900,3.1409006118774400
2025,Casey Mize,DET,14,6,0,28,28,149,8.395973154362420,2.174496644295300,1.2684563758389300,0.308411214953271,0.76260763,0.387387387,0.113513513,94.74893916560910,3.865771812080540,3.65870475605471,3.8868141705557800,3.9688394942939700,2.3776638507843000
2025,Bowden Francis,TOR,2,8,0,14,14,64,7.593750452622800,3.796875226311400,2.6718751592561700,0.2857142857142860,0.74935401,0.34,0.206521739,92.58560995729810,6.046875360421860,6.081622147569870,6.853886539861570,5.210761706940850,-0.8437938094139100
2025,Yusei Kikuchi,LAA,7,11,0,33,33,178.1,8.781308661667550,3.734579545766660,1.211214987816210,0.31388329979879300,0.76096688,0.397286821,0.115384615,94.95633936808120,3.9869160015617000,4.4710703364785100,4.228594293318650,4.277277159065630,2.4652090072631800
2025,Cristopher Sánchez,PHI,13,5,0,32,32,202,9.445544554455450,1.9603960396039600,0.5346534653465350,0.29831144465290800,0.79823702,0.58302583,0.092307692,,2.495049504950500,3.0239149292162300,2.5509779023652000,2.7709091445597100,6.400233268737790
2025,Luis Gil,NYY,4,1,0,11,11,57,6.473684210526320,5.2105263157894700,0.7894736842105260,0.25609756097561000,0.78378378,0.313609467,0.0625,95.178961489899,3.3157894736842100,4.938018647126280,4.626364388382230,5.649858163532460,0.5621792674064640
2025,Bailey Ober,MIN,6,9,0,27,27,146.1,7.380410279307800,1.9066059888211800,1.8451025698269500,0.2945205479452060,0.7254902,0.299568965,0.125523012,90.34889077240570,5.104783776521230,4.3445544916493200,4.898234329374760,4.751143410156670,1.165695071220400
2025,Tylor Megill,NYM,5,5,0,14,14,68.1,11.72195209201360,4.346341786926400,0.7902439612593460,0.3176470588235290,0.68777293,0.40229885,0.09375,95.71447566105770,3.9512198062967300,3.8753250329071200,3.42781926682136,3.730326354901570,1.4964619874954200
2025,Joe Ryan,MIN,13,10,0,30,30,166,10.301204819277100,2.0060240963855400,1.355421686746990,0.270935960591133,0.79194631,0.365967365,0.120192307,93.66230668923870,3.36144578313253,3.4046873023172700,3.6893531856766700,3.6633397969854900,3.1863255500793500
2025,Davis Martin,CHW,7,10,0,25,25,136.2,6.519512680389600,3.029268518160830,1.3170732687655800,0.275609756097561,0.70700637,0.44859813,0.125,94.09737951294280,4.280488123488120,5.127020530000920,4.730258388156210,4.632782456757790,1.141900658607480
2025,Kris Bubic,KCR,8,7,0,20,20,116.1,8.974212426749610,3.0171921089934000,0.4641834013836010,0.2948717948717950,0.77507599,0.471698113,0.056603773,92.35496249079530,2.5530087076098000,3.1683300096590600,2.894448628600480,3.6287555435268300,3.341315984725950
2025,Stephen Kolek,- - -,5,7,0,19,19,112.2,6.150887712803400,2.4763314168429300,0.7189349274705270,0.26409495548961400,0.70502431,0.514450867,0.08910891,94.15922075788550,3.5147929787448,4.29615612327356,3.818568286296050,4.16219850820267,1.7049622535705600
2025,Jake Irvin,WSN,9,13,0,33,33,180,6.2,3.1,1.9,0.28186714542190300,0.68160153,0.428087986,0.168888888,92.4653637513312,5.7,5.567164803525220,5.635136318206790,4.817866017255520,-0.3906923234462740
2025,Edward Cabrera,MIA,8,7,0,26,26,137.2,9.806296124126900,3.138014759720610,1.1113802274010500,0.29213483146067400,0.76675258,0.466307277,0.136,96.95364538278550,3.5302666046856800,4.046557117286900,3.8252090084231200,3.619766482462700,2.017101526260380
2025,Cole Ragans,KCR,3,3,0,13,13,61.2,14.302703292545800,2.9189190392950500,1.021621663753270,0.35384615384615400,0.64417178,0.367647058,0.122807017,95.5696248829588,4.670270462872090,2.668361916316300,2.502703859692860,2.4520953323618000,2.082580327987670
2025,José Soriano,LAA,10,11,0,31,31,169,8.094674556213020,4.153846153846150,0.6390532544378700,0.3060796645702310,0.6779661,0.652806652,0.15,98.02771809895830,4.260355029585800,4.026284192057030,3.7327694543014600,3.539509958346220,2.963775873184200
2025,Hunter Greene,CIN,7,4,0,19,19,107.2,11.034055988183200,2.1733746643391100,1.2538699986571800,0.24489795918367300,0.82926829,0.329457364,0.119047619,99.40799894403380,2.7585139970457900,3.0333518537559700,3.274455206946470,3.2675742810636200,2.904505968093870
2025,MacKenzie Gore,WSN,5,15,0,30,30,159.2,10.427975612184900,3.6075158874585600,1.1273487148308000,0.3251231527093600,0.75647668,0.372037914,0.116279069,95.32928616522370,4.171190244873950,4.323833232815740,3.7426520145322700,3.7750893577971800,2.889007568359380
2025,Logan Gilbert,SEA,6,6,0,25,25,131,11.885496183206100,2.1297709923664100,1.3740458015267200,0.27631578947368400,0.78070175,0.389408099,0.148148148,95.47628035491910,3.435114503816790,3.084206169207840,3.3488767762220500,2.952959276201160,2.5506298542022700
2025,Shane Baz,TBR,10,12,0,31,31,166.1,9.523046383387090,3.462925957595300,1.4068136702730900,0.30275229357798200,0.71942446,0.467391304,0.155688622,96.86875130862650,4.869739627868400,3.86187444552745,4.367601285753730,3.8834557733781600,1.9600975513458300
2025,Tarik Skubal,DET,13,6,0,31,31,195.1,11.104095852278300,1.520477855291210,0.8293515574315710,0.2727272727272730,0.80624187,0.409871244,0.100558659,97.70739994026290,2.2116041531508600,2.710346836848100,2.4491294744053600,2.663999807721630,6.636077404022220
2025,Trevor Rogers,BAL,9,3,0,18,18,109.2,8.452887734013420,2.3799392649164,0.49240122722408300,0.22614840989399300,0.84233261,0.459649122,0.055045871,92.92774315967020,1.8054711664883000,3.3982787228512400,2.8159873746356200,3.637108232393890,3.333312749862670
2025,Matthew Liberatore,STL,8,12,0,29,29,151.2,7.239560925129380,2.3736265328293000,1.1274726030939200,0.3002159827213820,0.70125428,0.374207188,0.101063829,93.88912655563690,4.213187095772010,4.872611417313500,4.025246268017780,4.307753921128920,1.785821795463560
2025,Taj Bradley,- - -,6,8,0,27,27,142.2,8.011682600025040,3.532710437806320,1.1985981842557200,0.2807017543859650,0.62652068,0.435096153,0.11728395,96.21635318564500,5.046729196866170,4.089863812581610,4.347753194676020,4.367111389440920,1.7733981311321300
