Season,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR
2024,Pablo López,MIN,15,10,0,32,32,185.1,9.615108177544800,1.9910072488855400,1.2625899627079000,0.30861723446893800,0.72170301,0.428846153,0.138297872,95.10556640625,4.079136802594760,3.7023843764854200,3.6466956188069000,3.356718526512720,3.2251782417297400
2024,Ranger Suarez,PHI,12,8,0,27,27,150.2,8.661505009575570,2.4491152096041300,0.8362832423038480,0.2992874109263660,0.73918269,0.518779342,0.127272727,92.02605879934210,3.4646020038302300,3.6492650988626800,3.3655948359811900,3.2615301697807800,3.4363789558410600
2024,Framber Valdez,HOU,15,7,0,28,28,176.1,8.62570913349315,2.80718344581138,0.6635160871917810,0.27608695652173900,0.77133479,0.605603448,0.139784946,95.94760131835940,2.9092628438408800,3.4488451971603900,3.2458748656460800,3.0849114306362300,3.6534717082977300
2024,Justin Steele,CHC,5,5,0,24,24,134.2,9.02227790925265,2.4727724640173900,0.8019802586002360,0.26975476839237100,0.72485207,0.448369565,0.086956521,,3.07425765796757,2.8147480327074900,3.2333114665064800,3.6243300113302200,2.9989845752716100
2024,Erick Fedde,- - -,9,9,0,31,31,177.1,7.815789697856180,2.6390978200553300,1.0150376230982000,0.27070707070707100,0.79234973,0.421052631,0.0990099,93.37863498263890,3.298872275069170,3.8906109196195900,3.8600888207402400,4.116248779535620,3.40673166513443
2024,Jack Flaherty,- - -,13,7,0,28,28,162,10.777778031567700,2.1111111608225300,1.3333333647300200,0.2853470437018000,0.80892608,0.395121951,0.154838709,93.40228853798590,3.166666741233800,3.5991857092253400,3.4751217608661900,2.9958705333118100,3.3211296796798700
2024,Mitch Keller,PIT,11,12,0,31,31,178,8.393258426966290,2.5280898876404500,1.1629213483146100,0.3063583815028900,0.73091248,0.394052044,0.116161616,94.52347448224850,4.247191011235960,4.246122886959060,4.076592137840360,4.078713848132100,2.1596126556396500
2024,Nestor Cortes,NYY,8,10,0,30,30,170,8.41764705882353,2.011764705882350,1.2705882352941200,0.2929936305732480,0.7629108,0.306748466,0.10041841,92.04946078431370,3.864705882352940,3.669403875872990,3.8723621312309700,4.1627739493899500,2.8170485496521000
2024,Logan Webb,SFG,13,10,0,33,33,204.2,7.563518291238210,2.198697177685530,0.4837133790908160,0.31518151815181500,0.71668064,0.568181818,0.078571428,92.83568188968120,3.473941540743130,4.367291185973820,2.9466100605212400,3.28218585995796,4.439412593841550
2024,Triston McKenzie,CLE,3,5,0,16,16,75.2,8.801762410361750,5.828194028482780,2.2599119702280200,0.25380710659898500,0.79004329,0.350467289,0.171171171,91.18369126284880,5.1145376168318300,5.455943022451160,6.457228787569190,5.410967956245600,-0.9754260182380680
2024,Kenta Maeda,DET,2,6,0,17,17,70.1,7.037915200900780,3.0710902694839700,2.0473935129893200,0.32407407407407400,0.58035714,0.35064935,0.153846153,90.53788034539470,7.421801484586270,4.901013368011010,5.668849627498960,4.947269588308370,-0.24523966014385200
2024,Dylan Cease,SDP,14,11,0,33,33,189.1,10.64788760998920,3.0897888153986500,0.8556338258027040,0.26269315673289200,0.6935123,0.397849462,0.091370558,96.92338346541790,3.470070515755410,3.3068118444664100,3.0978178046142700,3.4351364194456000,4.746432781219480
2024,Freddy Peralta,MIL,11,9,0,32,32,173.2,10.364683908455000,3.523992528874700,1.347408908099150,0.27790973871734000,0.79631636,0.366515837,0.131313131,94.43561667171410,3.6794627875015200,3.828010143126510,4.156882907319940,3.9344894073369800,2.270331382751470
2024,Dakota Hudson,COL,2,12,0,18,18,89,4.955056604540240,5.056180208714540,1.1123596459172000,0.3044982698961940,0.63492063,0.523489932,0.125,90.18636976522840,6.168539854631730,5.9981236690490200,5.526030542356580,5.414308507470650,0.02921944484114650
2024,Cole Irvin,BAL,6,4,0,16,16,84,6.321429145579490,2.2500002043588000,1.071428668742290,0.3111111111111110,0.71428571,0.402173913,0.098039215,91.84921511063670,4.071428941220690,5.326069100866800,4.202194158074000,4.490585344203530,0.949424147605896
2024,Zac Gallen,ARI,14,6,0,28,28,148,9.486486486486490,3.2837837837837800,0.7905405405405410,0.30456852791878200,0.74652778,0.461728395,0.095588235,93.8180123390558,3.6486486486486500,3.9425915564072400,3.3759392377492500,3.623460475899080,2.830951452255250
2024,Cal Quantrill,COL,8,11,0,29,29,148.1,6.6741575322237300,4.186516997485800,1.3955056658286000,0.3002257336343120,0.75073602,0.443722943,0.149350649,94.232314453125,4.975281069475880,5.325844796496130,5.31704164978411,4.8710818225250000,0.5353853106498720
2024,Dean Kremer,BAL,8,10,0,24,24,129.2,8.537275734028220,3.5398460360604800,1.2493574244919400,0.2569832402234640,0.66282421,0.416666666,0.115384615,93.55228365384620,4.095116002501340,4.523177508082860,4.32329220837492,4.337739340901210,1.4360791444778400
2024,Corbin Burnes,BAL,15,9,0,32,32,194.1,8.38250450755895,2.2229846207891100,1.0188679511950100,0.2693032015065910,0.75461455,0.481751824,0.116402116,,2.917667314785710,3.2966055908974900,3.547268810554600,3.5460831610000600,3.836148262023930
2024,Walker Buehler,LAD,1,6,0,16,16,75.1,7.646018215349470,3.345132969215390,1.9115045538373700,0.31601731601731600,0.70281124,0.454545454,0.188235294,95.01657104492190,5.376106557667590,4.6891255809754700,5.542586133407080,4.487551299283280,-0.09598615765571590
2024,Ronel Blanco,HOU,13,6,0,29,29,165.1,8.764113172842250,3.647177531555470,1.1975806820032900,0.21875,0.83333333,0.397701149,0.12087912,93.57909873188410,2.830645248371410,4.03834813567021,4.200754003656270,4.13534390042857,2.128161668777470
2024,Dane Dunning,TEX,4,6,0,15,15,71.2,9.920930584607880,4.018604793765220,1.758139597272280,0.26666666666666700,0.68877551,0.4375,0.186666666,89.65413936491940,5.02325599220652,4.765758708652530,5.008340308765520,4.051139769682080,0.15729399025440200
2024,Patrick Sandoval,LAA,2,8,0,16,16,79.2,9.150627907170500,3.9539750216168800,0.9037657192267160,0.3407079646017700,0.66189624,0.45021645,0.102564102,93.99777631222940,5.08368217065028,4.370306149613550,3.8694086710216900,4.044345777258430,1.2016021013259900
2024,Aaron Civale,- - -,8,9,0,31,31,161,8.329192941283850,2.906832435884300,1.6211180892431600,0.2847682119205300,0.76396807,0.356394129,0.142156862,92.11024305555560,4.360248653826440,4.062567810412020,4.737908424184510,4.31213023549402,0.900985836982727
2024,Jordan Hicks,SFG,4,7,0,20,20,98.2,8.20945967105813,3.739864961259820,1.0033784042404400,0.30685920577617300,0.75038285,0.505263157,0.125,95.85782630997480,4.0135136169617500,4.678848712738330,4.3117500780793900,4.21097378913922,0.5947821140289310
2024,Michael King,SDP,12,9,0,30,30,170.1,10.356164692803400,3.1702544977969600,0.8454011994125220,0.28837209302325600,0.75297941,0.400911161,0.098765432,93.79371687682750,2.8532290480172600,3.509101071492020,3.2662840865537700,3.4831844558951900,3.97294020652771
2024,Griffin Canning,LAA,6,13,0,31,31,165.2,6.736418924706620,3.5855132986341700,1.6841047311766600,0.2865853658536590,0.69292124,0.402697495,0.151960784,93.6812529677113,5.378269947951250,4.875798493319780,5.405916535517530,4.835190433285350,-0.0803472176194191
2024,Tanner Houck,BOS,9,10,0,30,30,178.2,7.757463128244380,2.4179105854268200,0.5541045091603130,0.2821011673151750,0.7086999,0.559386973,0.088,93.7676010131836,3.1231345061763100,4.131934293010460,3.317599189878970,3.5750677723239700,3.8848462104797400
2024,Clarke Schmidt,NYY,5,5,0,16,16,85.1,9.808594334637780,3.1640626885928300,0.843750050291422,0.29577464788732400,0.79959514,0.404545454,0.09090909,,2.8476564197335500,3.726684975886370,3.576636052737010,3.9171447419492100,1.6709344387054400
2024,Jesús Luzardo,MIA,3,6,0,12,12,66.2,7.830000298690810,2.9700001132965100,1.2150000463485700,0.28415300546448100,0.66298343,0.37037037,0.118421052,95.51789022229380,4.995000190544140,4.552307390436030,4.261479820060730,4.230169401959260,0.6980787515640260
2024,Bailey Falter,PIT,8,9,0,28,28,142.1,6.133489680537760,2.845433356950510,1.0749414904035300,0.2813953488372090,0.69723618,0.361556064,0.092391304,91.92334125360920,4.426229666367460,4.81904774892186,4.3046531210700000,4.706593744881700,1.6719183921814000
2024,Chris Paddack,MIN,5,3,0,17,17,88.1,8.049057067241000,2.1396227647096300,1.426415176473090,0.3271375464684020,0.70881226,0.372759856,0.12173913,93.3738518370607,4.992453117655810,4.887062018026430,4.1853477614848600,4.093434171839780,1.0569452047348000
2024,David Peterson,NYM,10,3,0,21,21,121,7.512396694214880,3.4214876033057900,0.5950413223140500,0.29310344827586200,0.78392622,0.50141643,0.077669902,93.17740885416670,2.9008264462809900,4.589609629972820,3.6706120096947500,4.098189413338160,1.8781946897506700
2024,Casey Mize,DET,2,6,0,20,20,99,6.7272727272727300,2.4545454545454500,1,0.328125,0.70216049,0.489361702,0.112244897,95.73459498668190,4.363636363636360,4.769881556562120,3.9947626065726200,4.047053756165990,1.305799126625060
2024,Kutter Crawford,BOS,9,16,0,33,33,183.2,8.575318079306610,2.499092697397930,1.6660617982652800,0.24693877551020400,0.70489845,0.33011583,0.1328125,92.76775045955880,4.361161766047360,3.845346132680950,4.647423598970050,4.348371778374870,1.8376601934433000
2024,Bowden Francis,TOR,5,4,0,13,13,77,8.532467532467530,1.5194805194805200,1.5194805194805200,0.17297297297297300,0.85152838,0.343434343,0.134020618,92.93276139018690,2.9220779220779200,2.9419786527480700,4.2054408172508300,3.9153734848290300,1.149910569190980
2024,Yusei Kikuchi,- - -,9,10,0,32,32,175.2,10.554080078374000,2.254269531303190,1.2808349609677200,0.3093681917211330,0.71910112,0.425887265,0.135135135,95.57594159388650,4.047438476657990,3.6971066657237200,3.456802369442480,3.1990503021500800,3.6429601907730100
2024,Cristopher Sánchez,PHI,11,9,0,31,31,181.2,7.579816938197530,2.179816635821510,0.5449541589553780,0.3131868131868130,0.71225071,0.573770491,0.093220338,,3.319266240910030,3.5964410251469200,2.995837566899730,3.1907934967201400,4.654372692108150
2024,Luis Gil,NYY,15,7,0,29,29,151.2,10.147253427845300,4.569231075696410,1.0681319397731900,0.2369146005509640,0.78754579,0.356200527,0.101694915,96.5953136982362,3.501099135923220,3.756296066247780,4.1357106125284300,4.357417141033390,2.095749616622930
2024,Bailey Ober,MIN,12,9,0,31,31,178.2,9.621269204510890,2.166044899444860,1.3600747043025900,0.24660633484162900,0.70652174,0.33548387,0.115384615,91.7146841561284,3.9794778385149700,3.2542256493713000,3.8157335465988500,3.831460975046080,2.9579076766967800
2024,Tylor Megill,NYM,4,5,0,15,15,76,10.539473684210500,3.6710526315789500,0.9473684210526320,0.3010204081632650,0.70484581,0.408866995,0.102564102,95.7837679220517,4.026315789473680,4.207960132985020,3.5743745151319000,3.7577515636227600,1.3605366945266700
2024,Joe Ryan,MIN,7,7,0,23,23,135,9.8,1.5333333333333300,1.2666666666666700,0.26453488372093000,0.70915619,0.356545961,0.116564417,94.0268952404318,3.6,2.89194254763638,3.4405538523638700,3.4365343724687900,3.138313055038450
2024,Ryan Feltner,COL,3,10,0,30,30,162.1,7.650924264361070,2.8829569691795300,1.1088296035305900,0.30526315789473700,0.66326531,0.449186991,0.115606936,94.78199004305710,4.490759894298890,4.375893930183560,4.158266257003270,4.1679836347803200,2.46358585357666
2024,Jake Irvin,WSN,10,14,0,33,33,187.2,7.481350316718820,2.4937834389062700,1.3907638409285000,0.2727272727272730,0.70063694,0.439421338,0.142857142,94.06858093368240,4.412078391911100,4.298777448564650,4.4080429006512500,4.034709167073760,1.8131256103515600
2024,Edward Cabrera,MIA,4,8,0,20,20,96.1,9.996540320190660,4.671280523453580,1.4013841570360700,0.27800829875518700,0.6637931,0.470355731,0.182926829,96.28684786872390,4.951557354860790,4.69983094071079,4.682050792565850,3.944867597694070,0.5698563456535340
2024,Javier Assad,CHC,7,6,0,29,29,147,7.591836734693880,3.857142857142860,1.2244897959183700,0.2887323943661970,0.80327869,0.436073059,0.118343195,91.84855401894870,3.7346938775510200,4.93618053113845,4.635867533391840,4.605455428980240,1.0471583604812600
2024,Cole Ragans,KCR,11,9,0,32,32,186.1,10.771019972008400,3.236136045401640,0.724508069866039,0.29046563192904700,0.74747475,0.407407407,0.080645161,95.54908834226650,3.1395349694195000,3.254923066167710,2.9947445320993300,3.457536477955220,4.855106353759770
2024,José Soriano,LAA,6,6,0,20,20,107,7.906542056074770,3.532710280373830,0.5046728971962620,0.2764505119453930,0.69984448,0.599326599,0.092307692,98.91236863938050,3.364485981308410,4.0409444655347600,3.5403115539907300,3.72984937085448,1.9653230905532800
2024,Hunter Greene,CIN,9,5,0,26,26,150.1,10.117516972020100,3.4124169668943500,0.7184035719777570,0.23728813559322000,0.80541237,0.339779005,0.068571428,97.79505429025420,2.75388035924807,3.051496028377190,3.472466484872910,4.194870973319690,3.6906678676605200
2024,Tobias Myers,MIL,7,6,0,25,25,133,8.1203007518797,2.43609022556391,1.218045112781960,0.2849462365591400,0.80829757,0.375979112,0.114649681,92.89959695229680,3.112781954887220,4.220606096860100,4.046179026410100,4.071632558566740,1.894382357597350
2024,MacKenzie Gore,WSN,10,12,0,32,32,166.1,9.79358747382422,3.517034175682730,0.8116232713113990,0.33986928104575200,0.68141593,0.391489361,0.090361445,96.12840411888960,3.895791702294720,4.135993849376620,3.533213256437910,3.8698469066084700,3.2249128818512000
2024,Logan Gilbert,SEA,9,12,0,33,33,208.2,9.488818353954880,1.595846723165140,1.121405805467400,0.2364341085271320,0.69462647,0.451492537,0.128712871,96.76760925876730,3.2348244388482500,3.0704950096826500,3.2671187608317400,3.1110118748995500,4.012938499450680
2024,Shane Baz,TBR,4,3,0,14,14,79.1,7.827731594292880,3.063025406462430,1.0210084688208100,0.22857142857142900,0.79575597,0.392694063,0.09574468,95.66969209558820,3.063025406462430,3.643578097313970,4.074042861686070,4.390792338105310,1.077201008796690
2024,Tarik Skubal,DET,18,4,0,31,31,192,10.6875,1.640625,0.703125,0.27253218884120200,0.8,0.45702306,0.087719298,96.99477782943680,2.390625,2.6851972148481400,2.4946047782898000,2.8256122650811500,5.9618635177612300
2024,Trevor Rogers,- - -,2,11,0,25,25,124.1,7.021448008415000,4.053619468775670,1.013404867193920,0.32225063938618900,0.69844789,0.462686567,0.103703703,92.05991384086880,4.92225221208474,5.1033958890646600,4.517686267881680,4.6956042497440700,0.935471698641777
2024,Taj Bradley,TBR,8,11,0,25,25,138,10.043478260869600,3.0652173913043500,1.434782608695650,0.2840909090909090,0.73654391,0.4200542,0.150684931,96.33713753918500,4.108695652173910,4.14813912436857,4.094016010173850,3.621213309510030,1.5183112621307400
2024,Keider Montero,DET,6,5,0,16,16,86.1,6.463320844102120,2.710424870107340,1.4594595454424100,0.28,0.76017131,0.40530303,0.152173913,94.72284526209680,4.2741315259385000,5.304360500689200,4.846016556775110,4.349160620619960,0.40831002593040500
2024,JP Sears,OAK,11,13,0,32,32,180.2,6.824723631501910,2.440959547033530,1.3948340268763000,0.27169811320754700,0.72522983,0.372727272,0.108108108,92.25301067073170,4.383764084468380,4.42833295092105,4.710760308045700,4.863584175754570,1.1812256574630700
2024,Keaton Winn,SFG,3,8,0,12,12,55.1,7.807229095073590,3.253012122947330,1.4638554553263000,0.29936305732484100,0.53412463,0.5,0.183673469,96.17301872184680,7.156626670484120,5.54117687164893,4.847202708479250,4.071692062432720,0.0015257716877386000
2024,Ryan Weathers,MIA,5,6,0,16,16,86.2,8.307692551471790,2.4923077654415400,1.1423077258273700,0.2757201646090540,0.75313808,0.466135458,0.122222222,96.16975466757740,3.634615491268910,4.134486505357400,4.112633652207420,4.032796225556620,1.0660607814788800
2024,Valente Bellozo,MIA,3,4,0,13,13,68.2,5.766990504847800,2.7524272864046300,1.9660194902890200,0.2535211267605630,0.85915493,0.299559471,0.128205128,89.25913038531550,3.669903048539510,4.990669501154230,5.72958666933326,5.466067002213740,-0.08926184475421910
2024,Brayan Bello,BOS,14,8,0,30,30,162.1,8.482546467009010,3.548254731297890,1.0533881233540600,0.3032967032967030,0.72054528,0.508474576,0.147286821,95.65701622596150,4.490759894298890,4.5164932712522300,4.189067079323560,3.8690408951852700,1.9821242094039900
2024,Grayson Rodriguez,BAL,13,4,0,20,20,116.2,10.028571647176900,2.7771429176797700,1.1571428823665700,0.3081967213114750,0.75968992,0.40625,0.122950819,96.25530133928570,3.857142941221900,3.7335579017860600,3.6636226462695100,3.573322863378850,2.0193307399749800
2024,Simeon Woods Richardson,MIN,5,5,0,28,28,133.2,7.87780608581437,3.231920445462310,1.077306815154100,0.2831168831168830,0.73567708,0.352644836,0.09090909,92.98466309652930,4.1745639087221500,4.045841293142310,4.116604538877090,4.551368757712750,1.8420921564102200
2024,Randy Vásquez,SDP,4,7,0,20,20,98,5.6938775510204100,2.663265306122450,1.1938775510204100,0.3302180685358260,0.72164948,0.386706948,0.104,94.30791015625,4.86734693877551,5.890885512876520,4.697092023187750,4.901184378062590,0.7465266585350040
2024,Reese Olson,DET,4,8,0,22,22,112.1,8.091988496955330,2.6439170336586700,0.560830885927597,0.290625,0.67610063,0.506172839,0.06930693,94.34578689334090,3.5252227115449000,3.625634507859580,3.166479778289800,3.7158523464440600,2.491748094558720
2024,Cooper Criswell,BOS,5,3,0,18,18,85,7.094117647058820,2.541176470588240,1.0588235294117600,0.2897959183673470,0.7755102,0.515748031,0.119047619,,3.4941176470588200,4.165211709584860,4.213538601819210,4.178346909144350,1.0249146223068200
2024,Roddery Muñoz,MIA,2,7,0,17,17,78.2,7.779661268449600,4.347457767663010,2.9745763673483800,0.26576576576576600,0.69868996,0.334677419,0.230088495,95.51640836720870,6.635593434854070,6.863297614806580,7.374107032957800,5.249407174902880,-1.6359935998916600
2024,Brady Singer,KCR,9,13,0,32,32,179.2,8.515770426494790,2.705009429592460,1.1020408787228500,0.30237154150197600,0.77809798,0.471264367,0.144736842,91.73305708586630,3.7068647738859700,4.708361332938130,3.9345688755814800,3.6219080661112000,2.452664375305180
2024,George Kirby,SEA,14,11,0,33,33,191,8.434554973821990,1.0837696335078500,1.036649214659690,0.2906764168190130,0.71587125,0.412811387,0.096069868,96.18291523552500,3.5340314136125700,3.398079554381690,3.26072061598613,3.5761652496238700,4.146920680999760
2024,Matt Waldron,SDP,7,11,0,26,26,142.2,8.200935164188500,2.523364665904160,1.1985982163044700,0.291358024691358,0.67126725,0.388095238,0.105555555,90.84416946308730,4.794392865217900,3.9833185586388000,4.105732181709680,4.2820979404528100,1.8923945426940900
2024,Hunter Brown,HOU,11,9,0,30,30,165,9.381818181818180,3.272727272727270,0.9272727272727270,0.30663615560640700,0.75962539,0.482300884,0.122302158,96.12676282051280,3.5454545454545500,3.3767053359488000,3.6028434146534300,3.5372020114100300,3.1342244148254400
2024,Andre Pallante,STL,8,7,0,20,20,111.1,7.11377278008251,3.4760480629948600,0.5658682893247450,0.278125,0.71646341,0.613496932,0.093333333,94.56407322654460,3.556886390041260,3.301211592737330,3.6155815952142000,3.8167848720706000,1.8522906303405800
2024,Ryan Pepiot,TBR,8,8,0,26,26,130,9.830769230769230,3.3230769230769200,1.176923076923080,0.26153846153846200,0.74324324,0.352941176,0.109677419,95.03956514246320,3.6,3.5973862448690800,3.9510951629051800,4.053874416477410,1.891654372215270
2024,Ryne Nelson,ARI,9,6,0,25,25,137.2,7.648910976818980,1.9612592248253800,1.1113802274010500,0.3088235294117650,0.68741894,0.398584905,0.10625,95.25833206609890,4.576271524592550,4.212593288545230,3.834760699341410,3.9867317395939100,1.96078360080719
2024,Joey Estes,OAK,7,9,0,24,24,125,6.6240004042969,1.8000001098632900,1.656000101074230,0.27559055118110200,0.68807339,0.249376558,0.104545454,92.63957613524190,5.112000312011740,4.490510333185900,4.926479885711680,5.195614697088850,0.7237153649330140
2024,Nick Lodolo,CIN,9,6,0,21,21,115.1,9.520231633720250,2.8872833643249900,1.0144509117898600,0.29042904290429000,0.68214804,0.447284345,0.116071428,94.27840423583980,4.760115816860120,3.673339399162140,3.9468266335127700,3.949817455871680,2.006086826324460
2024,DJ Herz,WSN,4,9,0,19,19,88.2,10.759398804841000,3.6541354431535400,1.1165413854080300,0.28761061946902700,0.70281124,0.363636363,0.106796116,93.5108648255814,4.16165425470264,3.298956324486010,3.707833177275500,3.851482044262390,1.655349850654600
2024,Alec Marsh,KCR,9,9,0,25,25,128,8.578125511296120,2.7421876634471200,1.3359375796280800,0.2897727272727270,0.69944598,0.376021798,0.125827814,94.26792689732140,4.570312772411870,4.957009328081600,4.3617923495359800,4.2158022575491500,1.3468821048736600
2024,Garrett Crochet,CHW,6,12,0,32,32,146,12.883561643835600,2.0342465753424700,1.1095890410958900,0.3181818181818180,0.73637703,0.450867052,0.144,97.27986666341650,3.5753424657534200,2.8508351995356400,2.6870277234952700,2.378815742520850,4.625381946563720
2024,Reid Detmers,LAA,4,9,0,17,17,87.1,11.23282508167680,3.9160307624194200,1.8549619400934100,0.35714285714285700,0.62943262,0.383333333,0.171428571,94.09653698065900,6.69847367255953,4.063474502865590,4.723731777380560,3.862215116366000,0.6452233195304870
2024,Emerson Hancock,SEA,4,4,0,12,12,60.2,5.7857145282499900,2.81868143683974,1.7802198548461500,0.2631578947368420,0.71225071,0.346534653,0.14117647,93.72014111467240,4.747252946256400,5.935570287675970,5.6884579059885100,5.235502631981930,-0.3897972106933590
2024,Max Meyer,MIA,3,5,0,11,11,57,7.2631578947368400,3,2.210526315789470,0.2891566265060240,0.71428571,0.5,0.215384615,94.15740184294870,5.684210526315790,4.648862266373840,5.9033218835529500,4.434559539770870,-0.313399076461792
2024,Bobby Miller,LAD,2,4,0,13,13,56,8.357142857142860,4.821428571428570,2.732142857142860,0.33121019108280300,0.62176166,0.442528735,0.274193548,97.81014130806010,8.517857142857140,6.898379803703590,6.970051206861220,4.697631942321150,-0.8587680459022520
2024,Landon Knack,LAD,3,5,0,12,12,56.2,9.211765119295240,2.7000001211727400,1.9058824384748800,0.2222222222222220,0.86580087,0.294871794,0.155844155,93.43354108146070,3.6529413404101800,4.282870162321200,4.878244560994080,4.179855952223310,0.4122612178325650
2024,Slade Cecconi,ARI,2,5,0,13,13,61,7.524590634492380,1.9180329068313900,1.3278689354986600,0.31521739130434800,0.625,0.336842105,0.097826086,94.17795138888890,5.7540987204941700,4.099690490716850,4.199266728122080,4.561640084757430,0.6693021059036260
2024,Graham Ashcraft,CIN,5,5,0,15,15,77.1,6.633621125952700,3.142241585977590,1.280172497990870,0.3132530120481930,0.67542214,0.486381322,0.135802469,,5.237069309962660,5.123135434301760,4.821652300944660,4.556212812417200,0.5345784425735470
2024,Logan Allen,CLE,8,5,0,20,20,97.1,7.304794902268240,3.791096088518960,2.0342466816443200,0.3181818181818180,0.74685535,0.434210526,0.188034188,91.3851875,5.732877011906720,5.813131397106360,5.868534714009270,4.747695445109360,-0.7080196738243100
2024,Cody Bradford,TEX,6,3,0,13,13,74.1,8.233184419858410,1.4529148976220700,1.0896861732165500,0.24271844660194200,0.75757576,0.359813084,0.09574468,90.03852051607450,3.026906036712650,3.3553578808757000,3.435538092664250,3.773593589134580,1.5973296165466300
2024,Mitchell Parker,WSN,7,10,0,29,29,151,7.927152317880800,2.562913907284770,1.0728476821192100,0.3022222222222220,0.67318757,0.379609544,0.096256684,92.60531838109500,4.291390728476820,4.366667728817630,3.8485989835878100,4.1714173409619100,2.432508945465090
2024,Luis Ortiz,PIT,4,4,0,15,15,86.2,6.95769251185762,2.4923077654415400,1.3500000396141700,0.211864406779661,0.77235772,0.381526104,0.12037037,95.82632211538460,3.2192308636953200,4.349646808827050,4.574172127289180,4.508367216188540,0.5845263004302980
2024,Carson Spiers,CIN,4,6,0,10,10,51.2,8.187097177178030,2.6129033544185200,2.7870969113797500,0.3006535947712420,0.68345324,0.39520958,0.219178082,91.84649827075100,6.619355164526920,4.905532464084230,6.3019638035920200,4.412478813572420,-0.282429575920105
2024,Jack Kochanowicz,LAA,2,6,0,11,11,65.1,3.4438778191296200,1.3775511276518500,0.9642857893562930,0.2824074074074070,0.73490814,0.570135746,0.129629629,96.46599692486700,3.9948982701903600,5.076341315304360,4.620561524144520,4.477425603858100,0.572874128818512
2024,Mitch Spence,OAK,5,9,0,24,24,126,7.428571878377030,2.6428573028841400,1.285714363565260,0.3247422680412370,0.74626866,0.474074074,0.123287671,,4.642857423985640,4.263610409241640,4.372829057684360,4.2676959347184100,1.0669115781784100
2024,Kyle Harrison,SFG,7,7,0,24,24,124.1,8.541555309205870,3.0402146015817500,1.3029491149636100,0.30835734870317000,0.73252688,0.408839779,0.123287671,92.9029866332498,4.560321902372630,4.832762945776290,4.332699665139940,4.226157253074170,0.8160495162010190
2024,Brandon Pfaadt,ARI,11,10,0,32,32,181.2,9.165138127885910,2.0807340614659900,1.1889908922662800,0.31485148514851500,0.64483112,0.414913957,0.1182266,93.88067346256690,4.706422281887360,3.732572940314250,3.606846775425450,3.5789809378818200,3.123135805130010
2024,Gavin Stone,LAD,11,5,0,25,25,140.1,7.43943019837695,2.372921701206440,1.1543943411274600,0.28255528255528300,0.79700272,0.442080378,0.116129032,94.96417178638940,3.527316042333900,3.9700223483309300,4.014460806648850,4.017035412189120,2.145951509475710
2024,Jared Jones,PIT,6,8,0,22,22,121.2,9.764383765743390,2.884931567151460,1.3315068771468300,0.2838709677419360,0.72115385,0.387195121,0.131386861,97.43677094379640,4.1424658400123500,3.981060247514060,4.004835960197060,3.7841111746441500,1.7602245807647700
2024,Bryce Miller,SEA,12,8,0,31,31,180.1,8.534196174161740,2.2458410984636100,1.0480591792830200,0.23706896551724100,0.78208556,0.38095238,0.098591549,95.30685427433250,2.9445472179856300,3.6814591077979000,3.5823762780052800,3.8544157895150100,2.7484092712402300
2024,Andrew Abbott,CIN,10,10,0,25,25,138,7.434782608695650,3.391304347826090,1.6304347826087000,0.2595419847328240,0.82876712,0.33737864,0.123152709,92.9486276521217,3.717391304347830,3.969323578936270,5.0432913724926900,4.912405187442250,1.018573522567750
2024,Spencer Arrighetti,HOU,7,13,0,28,28,142.2,10.535047480149800,3.91121523215144,1.3247664495996800,0.3232876712328770,0.71509009,0.357512953,0.128834355,94.21108638415250,4.605140515275080,3.9797262384750300,4.168816298357280,3.982769814630190,1.6777149438858000
2024,Cade Povich,BAL,3,9,0,16,16,79.2,7.794979328330430,3.841004306713550,1.3556485788400700,0.2905982905982910,0.67864271,0.352459016,0.105263157,92.35484651548670,5.19665288555362,4.08520671988708,4.785726691904330,4.991194794395860,0.5049110054969790
2024,David Festa,MIN,2,6,0,13,13,60,10.5,3.15,1.2,0.3184713375796180,0.65902579,0.37804878,0.125,94.69022195904650,5.1,4.064493879433670,3.716479778289800,3.5959554115931200,1.071176290512090
2024,Gavin Williams,CLE,3,10,0,16,16,76,9.355263157894740,3.789473684210530,0.8289473684210530,0.3080568720379150,0.66872428,0.405529953,0.084337349,96.63327858664770,4.855263157894740,4.149747558779220,3.666479778289800,4.120383695611040,1.2575023174285900
2024,Tanner Bibee,CLE,12,8,0,31,31,173.2,9.690979454405420,2.2802304598601000,1.1401152299300500,0.28507795100222700,0.77102804,0.346153846,0.10576923,94.68333164915120,3.4721691093324200,3.7446510296258900,3.558034503720320,3.7221290344117000,3.2966694831848100
2024,Bryan Woo,SEA,9,3,0,22,22,121.1,7.491758555810890,0.9642857547083320,1.0384615819935900,0.2404692082111440,0.76839827,0.40625,0.093959731,94.97071710918850,2.8928572641250000,2.765136899293130,3.397249018732820,3.75402858748336,2.2343571186065700
2024,Hayden Birdsong,SFG,5,6,0,16,16,72,11,5.375,1.375,0.27218934911242600,0.73363431,0.397727272,0.150684931,95.90337868537970,4.75,4.669169392325220,4.666479778289800,4.213377190153630,0.10928963869810100
