Season,Name,Team,Archetype,PC1,PC2,CY_winner,Share
2024,Dakota Hudson,COL,Cutter/East-West Artist,-0.186492818458174,-1.1227491226214832,0,0.0
2024,Cole Irvin,BAL,Kitchen Sink/Finesse Mix,-1.7317524679331822,-0.8502022078785123,0,0.0
2024,Zac Gallen,ARI,Knuckle Curve Specialist,0.584643082935778,5.3638546635539175,0,0.0
2024,Cal Quantrill,COL,Sinker/Sidearm Specialist,4.101609040852141,-0.5627896360392475,0,0.0
2024,Dean Kremer,BAL,Power Splitter/Forkballer,6.954952978182589,-2.4458235499568968,0,0.0
2024,Corbin Burnes,BAL,Sinker/Sidearm Specialist,-0.3327504666012621,-1.0584115429787584,0,0.22
2024,Walker Buehler,LAD,Knuckle Curve Specialist,1.2302195241233915,5.753068521481314,0,0.0
2024,Ronel Blanco,HOU,North/South Power Starter,-1.1951122471708129,-1.41242602361554,0,0.0
2024,Dane Dunning,TEX,Knuckle Curve Specialist,0.582933709450088,5.295244519969779,0,0.0
2024,Patrick Sandoval,LAA,Kitchen Sink/Finesse Mix,-2.5992608377248896,-0.956394689542952,0,0.0
