Season,Name,Team,IP,FA%,FT%,FC%,FS%,FO%,SI%,SL%,CU%,KC%,EP%,CH%,SC%,KN%,UN%,NameASCII,PlayerId,MLBAMID
2023,"Griffin Canning","LAA",120,0.3440367,,,,,0.00611621,0.29714577,0.13455657,,,0.21814475,,,,"Griffin Canning",19867,656288
2023,"Alex Faedo","DET",58.2,0.48900524,,,,,,0.37277487,,,,0.1382199,,,,"Alex Faedo",19874,656412
2023,"Tanner Houck","BOS",106,0.09942529,,0.10804598,0.1137931,,0.2954023,0.38333333,,,,,,,,"Tanner Houck",19879,656557
2023,"Clarke Schmidt","NYY",158.1,,,0.27968923,,,0.24121347,0.27339993,,0.190899,,0.01479837,,,,"Clarke Schmidt",19899,657376
2023,"Jesús Luzardo","MIA",178.2,0.45749665,,0.00368139,,,0.04049531,0.28882195,,,,0.20950469,,,,"Jesus Luzardo",19959,666200
2023,"Joey Wentz","DET",80.1,0.42198815,,0.25411455,,,,,0.15799868,,,0.16589862,,,,"Joey Wentz",19962,666214
2023,"Tyler Wells","BAL",108.2,0.37241764,,0.19765494,,,,0.1652708,0.07928532,,,0.1853713,,,,"Tyler Wells",20000,669330
2023,"Bailey Falter","- - -",63,0.45805844,,,0.01508011,,0.06880302,0.18378888,0.22337418,,,0.05089538,,,,"Bailey Falter",20070,663559
2023,"Kyle Muller","OAK",60,0.50311111,,,,,,0.264,0.14577778,,,0.08711111,,,,"Kyle Muller",20167,666205
2023,"Garrett Whitlock","BOS",51.2,0.00600962,,,,,0.52403846,0.22475962,,,,0.24519231,,,,"Garrett Whitlock",20191,676477
2023,"David Peterson","NYM",103,0.27720628,,,,,0.24634543,0.19491067,0.08933406,,,0.19220357,,,,"David Peterson",20302,656849
2023,"Matt Manning","DET",78,0.47752332,,,,,,0.31467345,0.17217981,,,0.03562341,,,,"Matt Manning",20369,666159
2023,"Kutter Crawford","BOS",107.2,0.38720539,,0.27665544,0.07239057,,,0.14253648,,0.12121212,,,,,,"Kutter Crawford",20531,676710
2023,"Yusei Kikuchi","TOR",167.2,0.45138396,,,,,,0.25940383,0.19268985,,,0.09652236,,,,"Yusei Kikuchi",20633,579328
2023,"Cristopher Sánchez","PHI",98.1,,,,,,0.4624397,0.21088904,,,,0.32667126,,,,"Cristopher Sanchez",20778,650911
2023,"J.P. France","HOU",133,0.43058161,,0.18667917,,,,0.08771107,0.14118199,,,0.15384615,,,,"J.P. France",21212,641585
2023,"Bailey Ober","MIN",144.1,0.45681135,,,,,,0.1963902,0.06660937,,,0.28018908,,,,"Bailey Ober",21224,641927
2023,"Tylor Megill","NYM",126.1,0.55704698,,,0.00178971,,,0.20581655,0.08590604,,,0.14944072,,,,"Tylor Megill",21318,656731
2023,"Joe Ryan","MIN",161.2,0.56876631,,,0.27245621,,,0.15877749,,,,,,,,"Joe Ryan",21390,657746
2023,"Shane McClanahan","TBR",115,0.41900055,,,,,,0.15321252,0.16968699,,,0.25809995,,,,"Shane McClanahan",21483,663556
2023,"Jake Irvin","WSN",121,0.35631113,,,,,0.28691197,,0.30554262,,,0.05123428,,,,"Jake Irvin",21504,663623
2023,"Daniel Lynch IV","KCR",52.1,0.42821782,,,,,0.01980198,0.18688119,,0.08539604,,0.27970297,,,,"Daniel Lynch IV",21537,663738
2023,"Luis Medina","OAK",82.1,0.40258856,,,,,0.14850136,0.2513624,0.11103542,,,0.08651226,,,,"Luis Medina",21649,665622
2023,"Edward Cabrera","MIA",91,0.28041363,,,,,0.08880779,0.0863747,0.23296837,,,0.31143552,,,,"Edward Cabrera",21690,665795
2023,"Javier Assad","CHC",53.2,0.20543093,,0.27508855,,,0.29515939,0.12987013,0.0566706,,,0.0377804,,,,"Javier Assad",21741,665871
2023,"Braxton Garrett","MIA",156.2,0.07439375,,0.18084669,,,0.31607069,0.25606247,0.08343609,,,0.0891903,,,,"Braxton Garrett",21844,666129
2023,"Cole Ragans","KCR",71.2,0.37147737,,0.12809564,,,,0.14090521,,0.11699402,,0.24252775,,,,"Cole Ragans",21846,666142
2023,"Hunter Greene","CIN",112,0.54380086,,,,,,0.40354236,,,,0.05265677,,,,"Hunter Greene",22182,668881
2023,"MacKenzie Gore","WSN",136.1,0.59488013,,,,,,0.1881349,0.1881349,,,0.02885006,,,,"MacKenzie Gore",22201,669022
2023,"Logan Gilbert","SEA",190.2,0.41854894,,,0.14784394,,0.00273785,0.29671458,,0.13415469,,,,,,"Logan Gilbert",22250,669302
2023,"Tarik Skubal","DET",80.1,0.35960591,,,,,0.12151067,0.20689655,,0.0681445,,0.24384236,,,,"Tarik Skubal",22267,669373
2023,"Johan Oviedo","PIT",177.2,0.39228188,,,,,0.05,0.36744966,0.14899329,,,0.04127517,,,,"Johan Oviedo",22487,670912
2023,"Taj Bradley","TBR",102.2,0.44419518,,0.25014021,0.13740886,,0.00056085,,0.1676949,,,,,,,"Taj Bradley",22543,671737
2023,"Roansy Contreras","PIT",54.1,0.42024202,,,,,,0.43234323,0.10891089,,,0.03850385,,,,"Roansy Contreras",22810,672710
2023,"Michael Grove","LAD",52,0.34807256,,0.08390023,,,0.03854875,0.35260771,,0.17460317,,0.00226757,,,,"Michael Grove",23221,675627
2023,"JP Sears","OAK",172.1,0.50122079,,,,,0.00139519,0.34600628,,,,0.15137775,,,,"JP Sears",23429,676664
2023,"Ryan Weathers","- - -",52,0.54593453,,,,,0.01161563,0.19535375,,,,0.24709609,,,,"Ryan Weathers",23796,677960
2023,"Brayan Bello","BOS",157,0.20657995,,0.01491966,,,0.36381025,0.17521041,,,,0.23947972,,,,"Brayan Bello",23920,678394
2023,"Grayson Rodriguez","BAL",122,0.49572243,,0.05180608,,,,0.14781369,0.08079848,,,0.22385932,,,,"Grayson Rodriguez",24492,680570
2023,"Josiah Gray","WSN",159,0.16642959,,0.18136558,,,0.17567568,0.29907539,0.16145092,,,0.01600284,,,,"Josiah Gray",24580,680686
2023,"Kyle Bradish","BAL",168.2,0.2243274,,,,,0.20689655,0.31261842,0.17317166,,,0.08298598,,,,"Kyle Bradish",24586,680694
2023,"Reese Olson","DET",91.2,0.28263625,,,,,0.20215463,0.3035488,0.06020279,,,0.15145754,,,,"Reese Olson",24968,681857
2023,"Brady Singer","KCR",159.2,0.00191424,,,,,0.50957121,0.42572741,,,,0.06278714,,,,"Brady Singer",25377,663903
2023,"Jhony Brito","NYY",52.2,0.16198704,,,,,0.33045356,0.06803456,,0.14038877,,0.29913607,,,,"Jhony Brito",25386,666745
2023,"George Kirby","SEA",190.2,0.39362832,,,0.06053097,,0.21557522,0.19681416,,0.11469027,,0.0180531,,0.00070796,,"George Kirby",25436,669923
2023,"Brandon Williamson","CIN",117,0.37170883,,0.29839959,,,,0.10170367,0.06350026,,,0.16468766,,,,"Brandon Williamson",25463,682227
2023,"Hunter Brown","HOU",152.2,0.45889387,,0.23542601,0.04745889,,0.00186846,0.01644245,,0.23991031,,,,,,"Hunter Brown",25880,686613
2023,"Ryne Nelson","ARI",138.1,0.5414292,,0.13941254,,,,0.13064445,0.05392372,,,0.13459009,,,,"Ryne Nelson",26253,669194
2023,"Tommy Henry","ARI",87.2,0.48877625,,,,,,0.12599566,0.19188993,,,0.19333816,,,,"Tommy Henry",26285,674072
2023,"Alek Manoah","TOR",87.1,0.29011249,,,,,0.28182356,0.30017762,,,,0.12788632,,,,"Alek Manoah",26410,666201
2023,"Reid Detmers","LAA",148.2,0.43208927,,,,,,0.3193536,0.1943055,,,0.05425164,,,,"Reid Detmers",27468,672282
2023,"Jared Shuster","ATL",52.2,0.44097222,,,,,,0.3287037,,,,0.23032407,,,,"Jared Shuster",27472,694363
2023,"Bobby Miller","LAD",124.1,0.28913819,,,,,0.19173891,0.17440082,0.18459969,,,0.16012239,,,,"Bobby Miller",27483,676272
2023,"Spencer Strider","ATL",186.2,0.58935484,,,,,,0.33806452,,,,0.07258065,,,,"Spencer Strider",27498,675911
2023,"Graham Ashcraft","CIN",145.2,,,0.5292599,,,0.09681583,0.37349398,,,,0.00043029,,,,"Graham Ashcraft",27552,668933
2023,"Logan Allen","CLE",125.1,0.45126523,,0.08856607,,,,0.24742268,,,,0.21274602,,,,"Logan Allen",27589,671106
2023,"Luis Ortiz","PIT",73,0.24937862,,0.003314,,,0.28086164,0.33222867,,,,0.13421707,,,,"Luis Ortiz",27646,682847
2023,"Ken Waldichuk","OAK",103,0.54954472,,,,,,0.27102303,0.02249598,,,0.15693626,,,,"Ken Waldichuk",27681,686610
2023,"Louis Varland","MIN",56,0.42374728,,0.31372549,,,,0.14379085,,,,0.11873638,,,,"Louis Varland",27691,686973
2023,"Eury Pérez","MIA",91.1,0.45436767,,,,,,0.3083442,0.13950456,,,0.09778357,,,,"Eury Perez",27768,691587
2023,"Bryce Elder","ATL",174.2,0.13408213,,,,,0.37592138,0.35310635,,,,0.13689014,,,,"Bryce Elder",27779,693821
2023,"Brandon Pfaadt","ARI",90,0.45371578,,,,,0.09843546,0.26988266,0.05541069,,,0.12255541,,,,"Brandon Pfaadt",27782,694297
2023,"Bryce Miller","SEA",131.1,0.58472554,,,,,0.07637232,0.27446301,0.00859189,,,0.05584726,,,,"Bryce Miller",29837,682243
2023,"Emmet Sheehan","LAD",53.1,0.60790598,,,,,,0.2275641,,,,0.16452991,,,,"Emmet Sheehan",29839,686218
2023,"Andrew Abbott","CIN",109.1,0.50079072,,,,,,0.16499736,0.17079599,,,0.16341592,,,,"Andrew Abbott",29911,671096
2023,"Gavin Williams","CLE",82,0.55339105,,,,,,0.22077922,0.16955267,,,0.05627706,,,,"Gavin Williams",30122,668909
2023,"Tanner Bibee","CLE",142,0.47094275,,,,,,0.27034008,0.09255273,,,0.16616444,,,,"Tanner Bibee",30134,676440
2023,"Bryan Woo","SEA",87.2,0.46892265,,,,,0.25483425,0.23964088,,,,0.03660221,,,,"Bryan Woo",30279,693433
2023,"Kodai Senga","NYM",166.1,0.36975994,,0.25008957,,0.23719097,,0.11608742,0.02687209,,,,,,,"Kodai Senga",31838,673540
2022,"Zack Greinke","KCR",137,0.38292254,,0.15272887,,,0.02244718,0.07394366,0.20334507,,,0.16461268,,,,"Zack Greinke",1943,425844
2022,"Clayton Kershaw","LAD",126.1,0.39956569,,,,,0.00434311,0.4267101,0.16340934,,,0.00597177,,,,"Clayton Kershaw",2036,477132
2022,"Adam Wainwright","STL",191.2,0.09352059,,0.25023939,,,0.2780083,0.00095755,0.30641558,0.01053304,,0.06032557,,,,"Adam Wainwright",2233,425794
2022,"Corey Kluber","TBR",164,0.01466993,,0.34189079,,,0.26813366,,0.27261614,,,0.10268949,,,,"Corey Kluber",2429,446372
2022,"Lance Lynn","CHW",121.2,0.45944609,,0.2586548,,,0.13155292,0.02670623,0.08605341,,,0.03758655,,,,"Lance Lynn",2520,458681
2022,"Max Scherzer","NYM",145.1,0.45404157,,0.09515012,,,,0.23279446,0.09237875,,,0.1256351,,,,"Max Scherzer",3137,453286
2022,"Aníbal Sánchez","WSN",69.1,0.16801948,,0.27272727,,,0.19074675,0.05681818,0.05600649,,,0.25568182,,,,"Anibal Sanchez",3284,434671
2022,"Charlie Morton","ATL",172,0.33586469,,0.09354505,,,0.10459096,,0.38039351,,,0.0856058,,,,"Charlie Morton",4676,450203
2022,"Rich Hill","BOS",124.1,0.35577889,,0.12914573,,,0.00150754,0.10603015,0.35577889,0.00954774,,0.04221106,,,,"Rich Hill",4806,448179
2022,"Madison Bumgarner","ARI",158.2,0.31970534,,0.36316759,,,0.01473297,0.00184162,0.18747698,,,0.11307551,,,,"Madison Bumgarner",5524,518516
2022,"Chris Archer","MIN",102.2,0.35702294,,,,,,0.4432009,0.05260213,,,0.14717403,,,,"Chris Archer",6345,502042
2022,"Jake Odorizzi","- - -",106.1,0.51167964,,0.21190211,0.16629588,,,0.07174638,0.03837597,,,,,,,"Jake Odorizzi",6397,543606
2022,"Alex Cobb","SFG",149.2,0.00206782,,,0.42514475,,0.41935484,0.00041356,,0.15301902,,,,,,"Alex Cobb",6562,502171
2022,"Carlos Carrasco","NYM",152,0.35477178,,,,,0.11327801,0.24481328,0.04107884,,,0.24605809,,,,"Carlos Carrasco",6632,471911
2022,"Johnny Cueto","CHW",153.1,0.19782135,,0.19607843,,,0.23660131,0.16470588,0.00653595,,,0.19825708,,,,"Johnny Cueto",6893,456501
2022,"Martín Pérez","TEX",196.1,0.0795569,,0.24303458,,,0.35213159,0.01409869,0.03491104,,,0.2762672,,,,"Martin Perez",6902,527048
2022,"Jordan Lyles","BAL",179,0.31760375,,0.02643909,,,0.17570281,0.23962517,0.13386881,,,0.10676037,,,,"Jordan Lyles",7593,543475
2022,"Paolo Espino","WSN",83.2,0.48591549,,,,,,0.20211268,0.26056338,,,0.05140845,,,,"Paolo Espino",8246,502179
2022,"Justin Verlander","HOU",175,0.5044112,,,,,,0.283084,0.18833909,,,0.02416571,,,,"Justin Verlander",8700,434378
2022,"Nathan Eovaldi","BOS",109.1,0.38355377,,0.10063255,0.20874066,,,0.12190914,0.18516389,,,,,,,"Nathan Eovaldi",9132,543135
2022,"Patrick Corbin","WSN",152.2,0.16940099,,,,,0.45402518,0.29339947,0.00038153,,,0.08279283,,,,"Patrick Corbin",9323,571578
2022,"Dallas Keuchel","- - -",60.2,0.06437768,,0.1527897,,,0.44034335,0.07982833,,,,0.26266094,,,,"Dallas Keuchel",9434,572971
2022,"Miles Mikolas","STL",199.1,0.27296082,,,,,0.224149,0.253693,0.20648683,0.00289017,,0.03982017,,,,"Miles Mikolas",9803,571945
2022,"Mike Minor","CIN",98,0.41371429,,,,,0.00228571,0.24857143,,0.104,,0.23142857,,,,"Mike Minor",10021,501985
2022,"Kyle Gibson","PHI",167.2,0.11938664,,0.21540708,,,0.2807594,0.20700986,0.06973348,,,0.10770354,,,,"Kyle Gibson",10123,502043
2022,"Zack Wheeler","PHI",153,0.42324003,,0.2519084,,,0.17090755,0.01696353,0.11916879,,,0.0178117,,,,"Zack Wheeler",10310,554430
2022,"Drew Hutchison","DET",89.2,0.39447067,,,,,0.1294673,0.36412677,,,,0.11193527,,,,"Drew Hutchison",10732,571800
2022,"Jacob deGrom","NYM",64.1,0.47446809,,,,,,0.39255319,0.05106383,,,0.08191489,,,,"Jacob deGrom",10954,594798
2022,"Merrill Kelly","ARI",200.1,0.30804298,,0.16704656,,,0.17518724,0.00195376,0.13480951,,,0.21295995,,,,"Merrill Kelly",11156,518876
2022,"Jose Quintana","- - -",165.2,0.36013216,,,,,0.16372981,,0.28120411,,,0.19493392,,,,"Jose Quintana",11423,500779
2022,"Robbie Ray","SEA",189,0.39284542,,,,,0.20905809,0.37216935,,0.01903512,,0.00689202,,,,"Robbie Ray",11486,592662
2022,"José Ureña","COL",89.1,0.08061292,,,,,0.51365756,0.24716855,,,,0.15856096,,,,"Jose Urena",11589,570632
2022,"Jameson Taillon","NYY",177.1,0.35558729,,0.11317387,,,0.11031774,0.18814709,0.14780436,,,0.08496965,,,,"Jameson Taillon",11674,592791
2022,"Drew Smyly","CHC",106.1,,,0.19733024,,,0.369704,,,0.42948346,,0.0034823,,,,"Drew Smyly",11760,592767
2022,"Noah Syndergaard","- - -",132.2,0.15015015,,0.01651652,0.001001,,0.31831832,0.17217217,0.14214214,,,0.1996997,,,,"Noah Syndergaard",11762,592789
2022,"Taijuan Walker","NYM",157.1,0.29771909,,0.06802721,0.27571028,,0.11044418,0.16126451,0.08683473,,,,,,,"Taijuan Walker",11836,592836
2022,"Kyle Hendricks","CHC",84.1,0.2657758,,,,,0.30883445,,0.11878248,,,0.30660728,,,,"Kyle Hendricks",12049,543294
2022,"Chris Bassitt","NYM",181.2,0.13097713,,0.17255717,,,0.33471933,0.16216216,0.13894664,,,0.06063756,,,,"Chris Bassitt",12304,605135
2022,"Adrian Houser","MIL",100.2,0.17640573,,,,,0.47850055,0.13340684,0.11631753,,,0.09536935,,,,"Adrian Houser",12718,605288
2022,"Nick Martinez","SDP",52.1,0.30650496,,0.14994487,,,0.14994487,,0.15545755,,,0.23814774,,,,"Nick Martinez",12730,607259
2022,"Sonny Gray","MIN",119.2,0.28265525,,0.00053533,,,0.25856531,0.2012848,0.24357602,0.00321199,,0.01017131,,,,"Sonny Gray",12768,543243
2022,"Mike Clevinger","SDP",112.1,0.36984127,,0.13809524,,,0.15132275,0.20793651,0.03386243,,,0.0989418,,,,"Mike Clevinger",12808,605182
2022,"Tyler Anderson","LAD",170.2,0.38708367,,0.21202275,,,0.06823721,,0.01299756,,,0.31965881,,,,"Tyler Anderson",12880,542881
2022,"Dylan Bundy","MIN",140,0.39678899,,,,,0.07018349,0.23990826,0.1059633,,,0.18715596,,,,"Dylan Bundy",12917,605164
2022,"Joe Musgrove","SDP",181,0.23959068,,0.1947777,,,0.06774876,0.24558927,0.18913197,,,0.06316161,,,,"Joe Musgrove",12970,605397
2022,"Yu Darvish","SDP",194.2,0.25546954,,0.04308314,0.07438573,,0.0854931,0.4688657,0.04005385,0.03264894,,,,,,"Yu Darvish",13074,506433
2022,"Gerrit Cole","NYY",200.2,0.51863164,,0.06353085,,,,0.22571778,,0.10781918,,0.08430055,,,,"Gerrit Cole",13125,543037
2022,"Eduardo Rodriguez","DET",91,0.35738598,,0.2437032,,,0.19605174,0.04084411,,,,0.16201498,,,,"Eduardo Rodriguez",13164,593958
2022,"Zach Davies","ARI",134.1,0.04668412,,0.05628272,,,0.4960733,0.008726,0.05977312,,,0.33246073,,,,"Zach Davies",13183,605200
2022,"Ross Stripling","TOR",123.1,0.34445052,,,,,0.07435757,0.22088573,,0.09021323,,0.27009295,,,,"Ross Stripling",13273,548389
2022,"Adrian Sampson","CHC",98.2,0.32941176,,0.04891641,,,0.32693498,0.15727554,,,,0.1374613,,,,"Adrian Sampson",13339,592716
2022,"Marcus Stroman","CHC",138.2,0.08482348,,0.10545621,0.11966988,,0.40210912,0.05960569,0.22833563,,,,,,,"Marcus Stroman",13431,573186
2022,"Blake Snell","SDP",128,0.55531824,,,,,,0.24305852,0.15121743,,,0.05040581,,,,"Blake Snell",13543,605483
2022,"Jakob Junis","SFG",84,0.00721501,,0.01082251,,,0.33405483,0.4963925,,,,0.15151515,,,,"Jakob Junis",13619,596001
2022,"Max Fried","ATL",185.1,0.32505323,,,,,0.13342796,0.18559262,0.21504613,,,0.14088006,,,,"Max Fried",13743,608331
2022,"Zach Eflin","PHI",68,0.16590284,,0.14757104,,,0.38588451,0.03666361,0.19706691,,,0.06691109,,,,"Zach Eflin",13774,621107
2022,"Alex Wood","SFG",130.2,,,,,,0.45511389,0.35908888,,,,0.18579723,,,,"Alex Wood",13781,622072
2022,"Chris Flexen","SEA",121,0.39785495,,0.32941777,,,0.00153218,0.07405516,0.04034729,,,0.15679265,,,,"Chris Flexen",13896,623167
2022,"Michael Wacha","BOS",127.1,0.32991278,,0.1723961,,,0.12570549,,0.07439713,,,0.29758851,,,,"Michael Wacha",14078,608379
2022,"Kevin Gausman","TOR",174.2,0.48796263,,,0.3553719,,,0.14372979,,,,0.01293568,,,,"Kevin Gausman",14107,592332
2022,"José Berríos","TOR",172,0.27747152,,,,,0.25946343,,0.30944506,,,0.15361999,,,,"Jose Berrios",14168,621244
2022,"Frankie Montas","- - -",144.1,0.28448646,,0.08336914,0.25483455,,0.22174474,0.15556511,,,,,,,,"Frankie Montas",14309,593423
2022,"Paul Blackburn","OAK",111.1,0.11577753,,0.19466515,,,0.3399546,0.06129398,0.16174801,,,0.12656073,,,,"Paul Blackburn",14739,621112
2022,"Julio Urías","LAD",175,0.49237223,,,,,,,0.33295195,,,0.17467582,,,,"Julio Urias",14765,628711
2022,"Michael Lorenzen","LAA",97.2,0.21342201,,0.11003628,,,0.2261185,0.20616687,0.02116082,,,0.22309553,,,,"Michael Lorenzen",14843,547179
2022,"Jon Gray","TEX",127.1,0.50607091,,,,,,0.36036911,0.0407965,,,0.09276348,,,,"Jon Gray",14916,592351
2022,"Chad Kuhl","COL",137,0.02484211,,,,,0.42189474,0.36631579,,0.11494737,,0.072,,,,"Chad Kuhl",14975,641771
2022,"Germán Márquez","COL",181.2,0.29975343,,,,,0.24057767,0.20887636,,0.22050018,,0.03029236,,,,"German Marquez",15038,608566
2022,"Austin Voth","BAL",76.1,0.40048154,,0.19662921,,,,0.06902087,0.32343499,,,0.01043339,,,,"Austin Voth",15047,608723
2022,"Andrew Heaney","LAD",64.2,0.62602366,,,,,,0.32939035,,,,0.04458599,,,,"Andrew Heaney",15423,571760
2022,"Nick Pivetta","BOS",179.2,0.5100584,,0.16904607,0.02238806,,,0.02790396,0.00940947,0.26086957,,0.00032446,,,,"Nick Pivetta",15454,601713
2022,"Marco Gonzales","SEA",183,0.36565585,,0.19499295,,,,,0.13434415,,,0.30500705,,,,"Marco Gonzales",15467,594835
2022,"Lucas Giolito","CHW",161.2,0.47693425,,,,,,0.23574283,0.03232837,,,0.25499455,,,,"Lucas Giolito",15474,608337
2022,"Antonio Senzatela","COL",92.1,0.5443787,,,,,0.04602235,0.27087442,0.06508876,,,0.07363577,,,,"Antonio Senzatela",15488,622608
2022,"Luis Castillo","- - -",150.1,0.3292099,,,,,0.23743017,0.21069433,,,,0.2226656,,,,"Luis Castillo",15689,622491
2022,"Brad Keller","KCR",122.1,0.35105834,,,,,0.23180176,0.34434693,0.01755292,,,0.05524006,,,,"Brad Keller",15734,641745
2022,"Sean Manaea","SDP",153,0.51808732,,,,,0.0977131,0.14054054,,,,0.24365904,,,,"Sean Manaea",15873,640455
2022,"Luis Severino","NYY",102,0.4795107,,0.0795107,,,0.01039755,0.20672783,,,,0.22385321,,,,"Luis Severino",15890,622663
2022,"Zach Thompson","PIT",102.1,0.16173121,,0.34396355,,,0.21697039,,0.18109339,,,0.09624146,,,,"Zach Thompson",16094,605507
2022,"Carlos Rodón","SFG",178,0.61172529,,,,,,0.31122278,0.05728643,,,0.01976549,,,,"Carlos Rodon",16137,607074
2022,"Aaron Nola","PHI",205,0.33399144,,0.06515301,,,0.18821981,,,0.26521882,,0.14741691,,,,"Aaron Nola",16149,605400
2022,"Brandon Woodruff","MIL",153.1,0.38494878,,,,,0.21394799,0.11268716,0.12568952,,,0.16272656,,,,"Brandon Woodruff",16162,605540
2022,"Kyle Freeland","COL",174.2,0.23703704,,,,,0.22433862,0.21975309,,0.18236332,,0.13650794,,,,"Kyle Freeland",16256,607536
2022,"Tyler Mahle","- - -",120.2,0.51956107,,0.12977099,0.23664122,,,0.11402672,,,,,,,,"Tyler Mahle",16358,641816
2022,"Jordan Montgomery","- - -",178.1,0.17053407,,0.03830571,,,0.34585635,,0.2228361,,,0.22246777,,,,"Jordan Montgomery",16511,656756
2022,"Austin Gomber","COL",87.2,0.42639945,,,,,0.00138217,0.24187975,,0.16447823,,0.1658604,,,,"Austin Gomber",16561,596295
2022,"Pablo López","MIA",180,0.38934708,,0.09415808,,,0.08075601,0.00137457,0.08075601,,,0.35360825,,,,"Pablo Lopez",17085,641154
2022,"Domingo Germán","NYY",70.2,0.27681992,,,,,0.12356322,,0.37452107,,,0.22509579,,,,"Domingo German",17149,593334
2022,"Ranger Suarez","PHI",155.1,0.17706708,,0.09555382,,,0.40171607,0.03237129,0.07800312,,,0.21528861,,,,"Ranger Suarez",17277,624133
2022,"Michael Kopech","CHW",119.1,0.61764706,,,,,,0.24975075,0.12013958,,,0.01246261,,,,"Michael Kopech",17282,656629
2022,"Framber Valdez","HOU",201.1,0.03611663,,,,,0.48873426,0.1010603,0.28230616,,,0.09178264,,,,"Framber Valdez",17295,664285
2022,"Justin Steele","CHC",119,0.5644685,,,,,0.07775591,0.31102362,0.02608268,,,0.02066929,,,,"Justin Steele",17312,657006
2022,"Erick Fedde","WSN",127,,,0.27644628,,,0.39917355,,0.28842975,,,0.03595041,,,,"Erick Fedde",17425,607200
2022,"Spenser Watkins","BAL",95,0.38424658,,0.27808219,,,0.01027397,0.18013699,0.1,,,0.04726027,,,,"Spenser Watkins",17489,657093
2022,"JT Brubaker","PIT",144,0.05837883,,,,,0.4199916,0.3099538,0.16043679,,,0.05123898,,,,"JT Brubaker",17578,664141
2022,"Mitch Keller","PIT",153,0.33503335,,,,,0.22400942,0.2236171,0.15613966,,,0.06120047,,,,"Mitch Keller",17594,656605
2022,"Cristian Javier","HOU",134.1,0.60464117,,,,,,0.26858616,,0.08766652,,0.03910615,,,,"Cristian Javier",17606,664299
2022,"Jeffrey Springs","TBR",125,0.40319361,,,,,0.00149701,0.25698603,,,,0.33832335,,,,"Jeffrey Springs",17677,605488
2022,"Tyler Alexander","DET",80,0.24442736,,0.27286703,,,0.19523444,0.09684858,,,,0.1906226,,,,"Tyler Alexander",17735,641302
2022,"Nestor Cortes","NYY",158.1,0.43894523,,0.29817444,,,0.03002028,0.1862069,0.00283976,,,0.04381339,,,,"Nestor Cortes",17874,641482
2022,"Logan Webb","SFG",192.1,0.0322688,,,,,0.32934132,0.32701264,,,,0.31137725,,,,"Logan Webb",17995,657277
2022,"Triston McKenzie","CLE",188.1,0.55797101,,,,,,0.22028986,0.22173913,,,,,,,"Triston McKenzie",18000,663474
2022,"Taylor Hearn","TEX",59,0.43271028,,0.02803738,,,0.1635514,0.26635514,,,,0.10934579,,,,"Taylor Hearn",18325,621368
2022,"James Kaprielian","OAK",134,0.48923767,,,,,0.05470852,0.22959641,0.12511211,,,0.10134529,,,,"James Kaprielian",18331,621076
2022,"José Urquidy","HOU",162.1,0.52696456,,0.04930663,,,,0.13251156,0.14060092,,,0.15061633,,,,"Jose Urquidy",18413,664353
2022,"Dylan Cease","CHW",184,0.39775641,,,,,0.00961538,0.42884615,,0.13942308,,0.02435897,,,,"Dylan Cease",18525,656302
2022,"Freddy Peralta","MIL",76.1,0.54738438,,,,,,0.18726308,0.15921152,,,0.10614102,,,,"Freddy Peralta",18679,642547
2022,"Sandy Alcantara","MIA",228.2,0.25153941,,,,,0.24969212,0.21982759,0.0033867,,,0.27555419,,,,"Sandy Alcantara",18684,645261
2022,"Dakota Hudson","STL",136.2,0.20516304,,,,,0.35688406,0.26222826,0.13451087,,,0.04121377,,,,"Dakota Hudson",19206,641712
2022,"Mitch White","- - -",79.2,0.4554526,,,,,0.07270135,0.26514612,0.17391304,,,0.03278689,,,,"Mitch White",19225,669952
2022,"Cole Irvin","OAK",181,0.37509579,,0.01992337,,,0.21494253,,0.20727969,,,0.18275862,,,,"Cole Irvin",19244,608344
2022,"Zac Gallen","ARI",184,0.48040886,,0.14855196,,,0.00034072,0.0088586,,0.21942078,,0.14241908,,,,"Zac Gallen",19291,668678
2022,"Cal Quantrill","CLE",186.1,0.02877698,,0.35971223,,,0.45015416,,0.04282288,,,0.11853374,,,,"Cal Quantrill",19312,615698
2022,"Eric Lauer","MIL",158.2,0.43946188,,0.1980568,,,,0.17301943,0.15881913,,,0.03064275,,,,"Eric Lauer",19316,641778
2022,"Dean Kremer","BAL",120,0.33908356,,0.31051213,,,0.07708895,,0.1245283,,,0.14878706,,,,"Dean Kremer",19350,665152
2022,"Corbin Burnes","MIL",202,0.00488699,,0.55436775,,,0.06719609,0.09193647,0.18387294,,,0.09773977,,,,"Corbin Burnes",19361,669203
2022,"Walker Buehler","LAD",65,0.33843212,,0.24760994,,,0.04971319,0.11759082,,0.16826004,,0.07839388,,,,"Walker Buehler",19374,621111
2022,"Tony Gonsolin","LAD",130.1,0.39156328,,,0.27543424,,,0.21439206,0.11861042,,,,,,,"Tony Gonsolin",19388,664062
2022,"Dane Dunning","TEX",153.1,0.00117739,,0.11930926,,,0.39874411,0.27825746,,0.00039246,,0.20211931,,,,"Dane Dunning",19409,641540
2022,"Shane Bieber","CLE",200,0.34434783,,0.1586087,,,,0.29495652,,0.17878261,,0.02330435,,,,"Shane Bieber",19427,669456
