Season,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
2025,"Blake Snell","LAD",5,4,0,11,11,61.1,10.565217610342971,3.8152174704016284,0.44021740043095714,0.3137254901960784,0.76923077,0.486666666,0.073170731,95.1011623051225,2.3478261356317716,3.2706250128141834,2.69491891777583,3.089668576610498,1.8925966024398804,"Blake Snell",13543,605483
2025,"Clay Holmes","NYM",12,8,0,31,31,161,7.043478260869565,3.68944099378882,0.782608695652174,0.2802547770700637,0.74001947,0.552083333,0.108527131,93.50304578234265,3.6335403726708075,4.427704214890489,4.172403398952129,4.277275272296823,1.7996976375579834,"Clay Holmes",13649,605280
2025,"Max Fried","NYY",19,5,0,32,32,195.1,8.708191353031493,2.3498294127227837,0.6450512113356661,0.27932960893854747,0.74001947,0.523809523,0.086956521,95.81036261792453,2.8566553644865214,3.3720535954859296,3.068583415449933,3.407593815140464,4.7727370262146,"Max Fried",13743,608331
2025,"Zach Eflin","BAL",6,5,0,14,14,71.1,6.308411664760388,1.6401870328377008,2.2710281993137396,0.30973451327433627,0.70694087,0.40167364,0.193548387,92.00828721788194,5.929906964874764,4.4873069813948225,5.644482291522586,4.374132989857562,-0.2552151381969452,"Zach Eflin",13774,621107
2025,"Michael Wacha","KCR",10,13,0,31,31,172.2,6.567567954490865,2.3455599837467376,0.7818533279155792,0.2870722433460076,0.72680412,0.371698113,0.065789473,93.28842496542185,3.857143084383524,4.168070299742231,3.6563718701505064,4.562838509113116,3.636931896209717,"Michael Wacha",14078,608379
2025,"Kevin Gausman","TOR",10,11,0,32,32,193,8.813471502590673,2.33160621761658,0.9792746113989638,0.26171875,0.72228443,0.366920152,0.095022624,94.46422949938575,3.5906735751295336,3.7330307134101344,3.414929064320777,3.7658326320388777,4.101304531097412,"Kevin Gausman",14107,592332
2025,"Lance McCullers Jr.","HOU",2,4,0,13,13,51.1,10.168831420720867,6.13636378836604,1.7532467966760115,0.3191489361702128,0.68292683,0.46,0.181818181,91.7752490942029,6.662337827368844,5.238443863514523,5.803967553146938,4.923363550431753,-0.1850050538778305,"Lance McCullers Jr.",14120,621121
2025,"José Berríos","TOR",9,5,0,30,30,164,7.408536585365853,2.9634146341463414,1.3719512195121952,0.284796573875803,0.73913043,0.413087934,0.128865979,92.99416208791209,4.060975609756097,4.789516517612909,4.58635583040191,4.4284133125369145,1.3638814687728882,"Jose Berrios",14168,621244
2025,"Tyler Glasnow","LAD",4,3,0,18,18,90.1,10.56088620349201,4.284133082548646,0.9963100191973595,0.22549019607843138,0.78409091,0.443925233,0.121951219,95.68392730075901,3.1881920614315504,3.329454494491838,3.7550625523740333,3.7154605997363177,1.6288933753967285,"Tyler Glasnow",14374,607192
2025,"Michael Lorenzen","KCR",7,11,0,26,26,140.2,8.061611957395433,2.4952608439557293,1.5995261820229034,0.3046683046683047,0.74213836,0.389791183,0.140449438,94.13304993872549,4.670616451506878,4.631396143872023,4.613809410921293,4.254304157672609,1.1967828273773193,"Michael Lorenzen",14843,547179
2025,"Germán Márquez","COL",3,16,0,26,26,126.1,5.912928997952866,3.4195252036353927,1.6385224934086255,0.33642691415313225,0.61116965,0.370535714,0.125,94.87457857883817,6.696570190452643,5.7669902895302085,5.470228760504104,5.348962533370095,0.2983991801738739,"German Marquez",15038,608566
2025,"Andrew Heaney","PIT",5,10,0,23,23,117,6.384615384615385,2.8461538461538463,1.6153846153846154,0.268361581920904,0.73152338,0.365853658,0.139072847,90.15553066724942,4.846153846153846,5.423225890944853,5.229153412223882,4.885586203112561,0.13812945783138275,"Andrew Heaney",15423,571760
2025,"Matthew Boyd","CHC",14,8,0,31,31,179.2,7.714285495898599,2.1038960443359813,0.9517624962472298,0.2732793522267207,0.76233184,0.37944664,0.08370044,93.26330773305085,3.2059368294643527,3.746659072914039,3.647195672912899,4.220339392077284,3.4332244396209717,"Matthew Boyd",15440,571510
2025,"Nick Pivetta","SDP",13,5,0,31,31,181.2,9.412844563774714,2.4770643588880827,1.0899083179107565,0.23464912280701755,0.78703704,0.335443037,0.096916299,93.85475150877835,2.8733946563101758,3.9671302039083125,3.4929345033795105,3.8450895201171256,3.6734888553619385,"Nick Pivetta",15454,601713
2025,"Lucas Giolito","BOS",10,4,0,26,26,145,7.510344827586207,3.475862068965517,1.0551724137931036,0.2727272727272727,0.76735688,0.378190255,0.092896174,93.2910394851658,3.413793103448276,5.013314614681873,4.169619076827477,4.591262487913,1.9509938955307007,"Lucas Giolito",15474,608337
2025,"Antonio Senzatela","COL",4,15,0,23,23,108,4.916667013992522,3.1666668903680653,1.5833334451840326,0.37626262626262624,0.6276824,0.470731707,0.145038167,95.00319870283019,7.41666719059889,7.190600088483154,5.579580935333013,5.162616556230226,-0.027727581560611725,"Antonio Senzatela",15488,622608
2025,"Luis Castillo","SEA",11,8,0,32,32,180.2,8.07011047391123,2.291512850616769,1.1457564253083845,0.2859960552268245,0.76800847,0.412878787,0.105022831,95.10015387400435,3.5369002694302303,4.044377425834874,3.8768337143001377,4.0907132835925175,2.6306910514831543,"Luis Castillo",15689,622491
2025,"Zack Littell","- - -",10,8,0,32,32,186.2,6.267857356339092,1.5428571954065458,1.735714344832364,0.2490974729241877,0.81180812,0.403087478,0.15,92.00320807409503,3.80892870115991,4.3636968283547315,4.8762078060787575,4.351301192936383,1.4622283577919006,"Zack Littell",15823,641793
2025,"Sean Manaea","NYM",1,3,0,12,12,51.1,11.045455639871934,2.1038963123565586,1.9285716196601788,0.3053435114503817,0.65934066,0.366906474,0.192982456,91.58724883436945,5.961039551676916,4.340037715187627,4.576694902599244,3.5029118275683153,0.3755594789981842,"Sean Manaea",15873,640455
2025,"Luis Severino","ATH",8,11,0,29,29,162.2,6.860656166743055,2.7663936156221993,0.8852459569991038,0.2925851703406814,0.65661479,0.411764705,0.084210526,96.16120576671035,4.536885529620407,4.593592879753934,4.106447854358581,4.62856143092934,2.540140390396118,"Luis Severino",15890,622663
2025,"Carlos Rodón","NYY",18,9,0,33,33,195.1,9.353242564367159,3.363481316250259,1.0136519035274754,0.22821576763485477,0.76419214,0.434607645,0.110552763,94.11599902125279,3.087030797106402,3.340480607908019,3.780187529542453,3.8867035236681287,3.2265961170196533,"Carlos Rodon",16137,607074
2025,"Aaron Nola","PHI",5,10,0,17,17,94.1,9.254417460110261,2.671378235908117,1.7173145802266465,0.3151750972762646,0.62381853,0.424908424,0.181818181,91.81550797732068,6.0106010307932625,4.118197520423562,4.576832509014342,3.7142761957013164,0.9263066053390503,"Aaron Nola",16149,605400
2025,"Brandon Woodruff","MIL",7,2,0,12,12,64.2,11.551546846037672,1.948453684873824,1.2525773688474584,0.24324324324324326,0.72874494,0.339743589,0.11392405,92.96900860191637,3.2010310537212825,2.204293756764957,3.166064154474626,3.2402508460844484,1.767730474472046,"Brandon Woodruff",16162,605540
2025,"Kyle Freeland","COL",5,17,0,31,31,162.2,6.860656166743055,2.1024591478728714,1.2172131908737678,0.32947976878612717,0.64015519,0.418691588,0.111675126,91.56163507821901,4.979508508119959,4.955948205108265,4.180218350775174,4.2891690441532155,2.4503562450408936,"Kyle Freeland",16256,607536
2025,"Tyler Mahle","TEX",6,4,0,16,16,86.2,6.853846354964222,3.011538549908522,0.5192307844669866,0.2601626016260163,0.84615385,0.388,0.049019607,92.26001690423976,2.1807692947613435,4.226315368541248,3.3659055557476703,4.430414165165692,1.9284228086471558,"Tyler Mahle",16358,641816
2025,"Austin Gomber","COL",0,7,0,12,12,57.2,5.306358615516205,2.6531793077581023,2.497109936713508,0.3235294117647059,0.6314433,0.331797235,0.153846153,89.39878484876094,7.491329810140524,6.041769516306551,6.499298316279152,5.672839703045151,-0.3645362854003906,"Austin Gomber",16561,596295
2025,"Grant Holmes","ATL",4,9,0,21,21,114,9.552632218252631,4.263158180046629,1.2631579792730752,0.28865979381443296,0.78643579,0.452145214,0.148148148,94.5063232421875,4.026316058932927,4.587890538123986,4.442153949537955,4.078187662002587,0.8391096591949463,"Grant Holmes",16944,656550
2025,"Trevor Williams","WSN",3,10,0,17,17,82.2,7.076613120928522,2.286290392915369,1.1975806820032884,0.3467153284671533,0.61619718,0.329749103,0.094827586,87.88610700448613,6.205645352198858,4.559051883514321,4.12707183259335,4.560641529594859,1.1741487979888916,"Trevor Williams",16977,592866
2025,"Pablo López","MIN",5,4,0,14,14,75.2,8.682819675086595,2.3788547055031763,0.713656411650953,0.27751196172248804,0.75376884,0.384976525,0.071428571,94.67278746380309,2.735682911328653,3.9415547750801196,3.187999756106858,3.8686971680959914,1.8072704076766968,"Pablo Lopez",17085,641154
2025,"Ranger Suarez","PHI",12,8,0,26,26,157.1,8.637712143646246,2.1737288838315054,0.8008474835168704,0.3167420814479638,0.79035874,0.467706013,0.088050314,91.18984485346046,3.2033899340674816,3.1526433921054227,3.211407507113156,3.612699158130572,4.036607265472412,"Ranger Suarez",17277,624133
2025,"Framber Valdez","HOU",13,11,0,31,31,192,8.765625,3.1875,0.703125,0.29714285714285715,0.72888889,0.586142322,0.122950819,95.43178885323661,3.65625,3.7736891248460576,3.374719651540121,3.3387415078158185,4.016944408416748,"Framber Valdez",17295,664285
2025,"Erick Fedde","- - -",4,12,0,24,24,120.2,5.593922769829403,4.325966942001405,1.1933701908969392,0.2868421052631579,0.66625917,0.403100775,0.103225806,93.27163696289062,5.519337132898344,5.462479346021057,5.132373929360693,5.389028026978307,0.011804375448264182,"Erick Fedde",17425,607200
2025,"Jack Flaherty","DET",8,15,0,31,31,161,10.509316770186336,3.298136645962733,1.2857142857142858,0.3054187192118227,0.70469799,0.367058823,0.129943502,93.09007629992465,4.6397515527950315,3.9721321184837843,3.8494220324925017,3.68723481956476,2.542010545730591,"Jack Flaherty",17479,656427
2025,"Mitch Keller","PIT",6,15,0,32,32,176.1,7.655954852212854,2.6030246497523706,1.0718336793097996,0.2901353965183752,0.69595262,0.436329588,0.108247422,94.1120790314651,4.185255319209694,4.444461967011915,4.019824434462495,4.16782497032021,2.4928290843963623,"Mitch Keller",17594,656605
2025,"Jeffrey Springs","ATH",11,10,0,30,30,158.1,6.991579171964277,2.9557895686353044,1.4778947843176522,0.2554585152838428,0.71782178,0.316666666,0.117647058,90.77780975877192,4.092631710418114,4.329419460935777,4.758294265085576,4.775500930288382,1.5421487092971802,"Jeffrey Springs",17677,605488
2025,"Logan Webb","SFG",15,11,0,34,34,207,9.73913043478261,2,0.6086956521739131,0.3462897526501767,0.74257426,0.532399299,0.098591549,92.74687801640927,3.217391304347826,3.5831788373531785,2.6037353520232127,2.782126572800144,5.528478622436523,"Logan Webb",17995,657277
2025,"Michael Soroka","- - -",3,8,0,17,17,83.1,9.720000593261755,2.700000164794932,1.2960000791015673,0.2714285714285714,0.69078947,0.422727272,0.126315789,93.57409573923825,4.8600002966308775,3.519598839462441,4.251136386322026,4.1367191982043305,1.0854006856679916,"Michael Soroka",18383,647336
2025,"Dylan Cease","SDP",8,12,0,32,32,168,11.517857142857142,3.8035714285714284,1.125,0.3195121951219512,0.6898288,0.366197183,0.118644067,97.06857706547154,4.553571428571429,3.4504740796513294,3.5577553658258347,3.5570878581986545,3.3976783752441406,"Dylan Cease",18525,656302
2025,"Freddy Peralta","MIL",17,6,0,33,33,176.2,10.392452530988225,3.362264054143249,1.0698112899546701,0.24349881796690306,0.85495283,0.372727272,0.104477611,94.70941853422168,2.6999999222665485,3.417243462438743,3.6445702658042487,3.853379329266389,3.6201796531677246,"Freddy Peralta",18679,642547
2025,"Sandy Alcantara","MIA",11,12,0,31,31,174.2,7.316794319257332,2.937023071814563,1.133587852279305,0.27766990291262134,0.61938062,0.46542056,0.125714285,97.74060132575758,5.358778938047624,4.627612997921101,4.280174552832348,4.187451532674813,1.7427232265472412,"Sandy Alcantara",18684,645261
2025,"Zac Gallen","ARI",13,15,0,33,33,192,8.203125,3.09375,1.453125,0.27001862197392923,0.67620928,0.436170212,0.145539906,93.54151218220339,4.828125,4.27882259768133,4.504927984873454,4.1163367038903145,1.0632120370864868,"Zac Gallen",19291,668678
2025,"Cal Quantrill","- - -",4,12,0,26,26,117.2,6.501416623803327,2.6770539039190173,1.6827195967490964,0.3114754098360656,0.65426997,0.338541666,0.13253012,93.59377245440531,6.042493097417211,5.758728084707704,5.140802100190559,4.885238859643012,0.36597365140914917,"Cal Quantrill",19312,615698
2025,"Eric Lauer","TOR",6,2,0,15,15,74,9,2.189189189189189,1.7027027027027026,0.2961165048543689,0.81989247,0.269406392,0.126126126,91.45681498702422,3.77027027027027,4.313284075767935,4.364866047936517,4.218015560668868,0.7910549640655518,"Eric Lauer",19316,641778
2025,"Dean Kremer","BAL",11,9,0,29,29,163.1,7.273469614253752,2.3142857863534667,1.1020408506445079,0.2875,0.70689655,0.404426559,0.097087378,93.2581265990497,4.18775523244913,3.8454480590405167,3.9188098119984374,4.271452468986041,2.621345043182373,"Dean Kremer",19350,665152
2025,"Corbin Burnes","ARI",3,2,0,11,11,64.1,8.813472199393333,3.6373059870512168,0.9792746888214814,0.25301204819277107,0.80645161,0.502923976,0.14,,2.6580312982297354,3.8563884628967697,3.943426537551502,3.7271617392056062,0.747699499130249,"Corbin Burnes",19361,669203
2025,"Walker Buehler","- - -",9,7,0,24,24,120,6.525,4.35,1.575,0.2892561983471074,0.74879227,0.430446194,0.160305343,94.08893347424713,5.025,5.364043772548574,5.685136318206787,5.093201736857494,-0.35569456219673157,"Walker Buehler",19374,621111
2025,"Aaron Civale","- - -",3,9,0,18,18,89,7.48314606741573,3.337078651685393,1.3146067415730338,0.29118773946360155,0.64935065,0.333333333,0.1015625,92.00041376443274,5.258426966292135,4.208246642936642,4.618282385622518,4.936738928248373,0.9408248611725867,"Aaron Civale",19479,650644
2025,"Jason Alexander","HOU",4,2,0,13,13,68.1,7.639024958840344,2.5024392106545954,1.5804879225186919,0.27692307692307694,0.78651685,0.461165048,0.181818181,91.76658412388393,3.819512479420172,4.5597625295948285,4.686355945864022,3.8925236152123093,0.4731091260910034,"Jason Alexander",19666,669920
2025,"Dustin May","- - -",6,11,0,23,23,124.2,8.518717011982975,3.6818183695858617,1.5160428580647667,0.2959770114942529,0.69796954,0.42739726,0.15,95.53180584217768,5.197861227650629,5.186420725779437,4.947970635257779,4.489496045602693,0.6928767114877701,"Dustin May",19716,669160
2025,"Michael King","SDP",5,3,0,15,15,73.1,9.327273374194986,3.1909093122246004,1.4727273748728926,0.2631578947368421,0.81117021,0.383084577,0.131868131,93.81741240530303,3.436363874703416,4.260714517140755,4.4169545889294906,4.202840178346685,0.8377293944358826,"Michael King",19853,650633
2025,"Griffin Canning","NYM",7,3,0,16,16,76.1,8.25327565910477,4.126637829552385,0.9432315038976881,0.28837209302325584,0.74626866,0.509090909,0.114285714,94.3294690860215,3.7729260155907522,4.697292597250573,4.039066509442072,4.090443177087483,0.9464770555496216,"Griffin Canning",19867,656288
2025,"Clarke Schmidt","NYY",4,4,0,14,14,78.2,8.351695185247362,3.432203500786587,1.0296610502359762,0.2315270935960591,0.77956989,0.331753554,0.08910891,94.31873739919355,3.3177967174270346,3.01701826940038,3.948695666541386,4.440844040005538,1.2772020101547241,"Clarke Schmidt",19899,657376
2025,"Jesús Luzardo","PHI",15,7,0,32,32,183.2,10.584392600744152,2.7931036029741514,0.7840290815366039,0.3240343347639485,0.69403715,0.427672955,0.09039548,96.37835043532338,3.9201454076830196,3.327402647237714,2.8955718766261582,3.2488633229737087,5.335048198699951,"Jesus Luzardo",19959,666200
2025,"Joey Wentz","ATL",3,6,0,13,13,61,8.55737758432467,3.2459018423300474,0.8852459569991038,0.34065934065934067,0.6372549,0.392473118,0.083333333,92.95468917291221,5.163934749161439,4.3474338638558185,3.594152740354471,4.135222129358124,1.1067389249801636,"Joey Wentz",19962,666214
2025,"Bailey Falter","- - -",7,6,0,24,24,121.1,5.711538700964737,3.263736400551278,1.40934071841987,0.24507042253521127,0.71543408,0.359459459,0.11728395,92.26700120192308,4.153846327974354,4.887749780586534,5.014257276099947,5.03701910944463,0.4449087008833885,"Bailey Falter",20070,663559
2025,"Chris Paddack","- - -",5,12,0,28,28,145.1,6.316513816733,2.2293578176704707,1.672018363252853,0.2806236080178174,0.68093385,0.352564102,0.12735849,93.73896567841881,5.139908301851363,5.077919415924785,4.951650095567912,4.785471663401415,0.815042108297348,"Chris Paddack",20099,663978
2025,"David Peterson","NYM",9,6,0,30,30,168.2,8.003953051899728,3.468379655823216,0.5869565571393134,0.3163265306122449,0.6918239,0.546558704,0.092436974,92.38368344425957,4.215415274000524,4.594171708420336,3.484938710845368,3.7248615225123918,3.1409006118774414,"David Peterson",20302,656849
2025,"Casey Mize","DET",14,6,0,28,28,149,8.395973154362416,2.174496644295302,1.2684563758389262,0.308411214953271,0.76260763,0.387387387,0.113513513,94.74893916560913,3.865771812080537,3.65870475605471,3.8868141705557804,3.9688394942939684,2.3776638507843018,"Casey Mize",20492,663554
2025,"Bowden Francis","TOR",2,8,0,14,14,64,7.593750452622798,3.796875226311399,2.6718751592561696,0.2857142857142857,0.74935401,0.34,0.206521739,92.58560995729813,6.046875360421858,6.081622147569866,6.853886539861573,5.210761706940853,-0.8437938094139099,"Bowden Francis",20548,670102
2025,"Yusei Kikuchi","LAA",7,11,0,33,33,178.1,8.781308661667545,3.734579545766657,1.211214987816213,0.31388329979879276,0.76096688,0.397286821,0.115384615,94.95633936808117,3.9869160015617013,4.4710703364785065,4.228594293318646,4.277277159065627,2.4652090072631836,"Yusei Kikuchi",20633,579328
2025,"Cristopher Sánchez","PHI",13,5,0,32,32,202,9.445544554455445,1.9603960396039604,0.5346534653465347,0.29831144465290804,0.79823702,0.58302583,0.092307692,,2.495049504950495,3.0239149292162284,2.5509779023652035,2.7709091445597096,6.400233268737793,"Cristopher Sanchez",20778,650911
2025,"Luis Gil","NYY",4,1,0,11,11,57,6.473684210526316,5.2105263157894735,0.7894736842105263,0.25609756097560976,0.78378378,0.313609467,0.0625,95.178961489899,3.3157894736842106,4.938018647126277,4.626364388382226,5.649858163532458,0.5621792674064636,"Luis Gil",21052,661563
2025,"Bailey Ober","MIN",6,9,0,27,27,146.1,7.380410279307799,1.9066059888211813,1.8451025698269496,0.2945205479452055,0.7254902,0.299568965,0.125523012,90.34889077240567,5.104783776521227,4.3445544916493235,4.898234329374762,4.751143410156666,1.165695071220398,"Bailey Ober",21224,641927
2025,"Tylor Megill","NYM",5,5,0,14,14,68.1,11.72195209201363,4.346341786926403,0.7902439612593459,0.3176470588235294,0.68777293,0.40229885,0.09375,95.71447566105769,3.9512198062967294,3.8753250329071207,3.42781926682136,3.730326354901573,1.4964619874954224,"Tylor Megill",21318,656731
2025,"Joe Ryan","MIN",13,10,0,30,30,166,10.301204819277109,2.0060240963855422,1.355421686746988,0.270935960591133,0.79194631,0.365967365,0.120192307,93.66230668923865,3.36144578313253,3.4046873023172703,3.6893531856766666,3.6633397969854884,3.1863255500793457,"Joe Ryan",21390,657746
2025,"Davis Martin","CHW",7,10,0,25,25,136.2,6.519512680389604,3.029268518160826,1.3170732687655766,0.275609756097561,0.70700637,0.44859813,0.125,94.09737951294278,4.280488123488124,5.127020530000919,4.730258388156208,4.632782456757793,1.141900658607483,"Davis Martin",21448,663436
2025,"Kris Bubic","KCR",8,7,0,20,20,116.1,8.974212426749611,3.0171921089934037,0.4641834013836006,0.2948717948717949,0.77507599,0.471698113,0.056603773,92.35496249079529,2.5530087076098034,3.1683300096590585,2.894448628600476,3.6287555435268315,3.341315984725952,"Kris Bubic",21455,663460
2025,"Stephen Kolek","- - -",5,7,0,19,19,112.2,6.150887712803399,2.4763314168429273,0.7189349274705272,0.26409495548961426,0.70502431,0.514450867,0.08910891,94.15922075788552,3.5147929787448,4.29615612327356,3.818568286296054,4.16219850820267,1.7049622535705566,"Stephen Kolek",21487,663568
