Season,Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
2023,"Connor Seabold","COL",1,7,0,13,13,59,6.254237692508871,3.203390037626495,2.440678123905901,0.2962962962962963,0.58981233,0.311881188,0.156862745,92.69002589936248,7.627119137205941,5.6499618987087485,6.661820240782391,5.994733399395574,-0.3881039321422577,"Connor Seabold",19695,657756
2023,"Shohei Ohtani","LAA",10,5,0,23,23,132,11.386363636363637,3.75,1.2272727272727273,0.2392857142857143,0.80286169,0.454545454,0.166666666,96.74740342565597,3.1363636363636362,3.753812919838971,3.9974646019213127,3.5774796733350467,2.2932345867156982,"Shohei Ohtani",19755,660271
2023,"Brandon Bielak","HOU",5,6,0,13,13,70.2,6.750000242917052,3.82075485448135,1.4009434466431616,0.30985915492957744,0.76359833,0.504504504,0.150684931,92.00034950657894,3.6933963593319716,5.383924950562878,5.222021562359691,4.906380202486689,0.20199400186538696,"Brandon Bielak",19866,656232
2023,"Griffin Canning","LAA",6,8,0,22,22,120,9.675,2.55,1.5,0.29337539432176657,0.76612903,0.43283582,0.155038759,94.59254632994185,4.2,4.087923509842867,4.246707026163737,3.8573934949934485,1.7724195718765259,"Griffin Canning",19867,656288
2023,"Alex Faedo","DET",2,5,0,12,12,58.2,7.823863975519006,2.7613637560655313,1.8409091707103544,0.21875,0.6300813,0.368421052,0.153846153,92.90709482066381,4.909091121894278,4.073358677510581,5.14708589606049,4.686201276219906,0.31842654943466187,"Alex Faedo",19874,656412
2023,"Tanner Houck","BOS",6,10,0,21,21,106,8.40566037735849,3.481132075471698,1.1886792452830188,0.297029702970297,0.68493151,0.53015873,0.16091954,94.11611106178977,5.009433962264151,4.167426423801463,4.434285642515939,4.074300761324055,1.1933012008666992,"Tanner Houck",19879,656557
2023,"Clarke Schmidt","NYY",9,9,0,32,32,158.1,8.412631849192788,2.6147369261004614,1.3642105701393712,0.31317494600431967,0.7016632,0.437113402,0.13114754,,4.661052781309518,4.337611472950723,4.436093029015878,4.37649326482471,1.8637012243270874,"Clarke Schmidt",19899,657376
2023,"Jesús Luzardo","MIA",10,10,0,32,32,178.2,10.47761253684955,2.770522545801564,1.1082090183206255,0.3111111111111111,0.74921956,0.401709401,0.115183246,96.79169394641418,3.576492740943837,3.9599904822610625,3.5516821674313794,3.7184182870242912,3.84861159324646,"Jesus Luzardo",19959,666200
2023,"Joey Wentz","DET",1,11,0,19,19,80.1,7.842324147984938,4.257261680334681,2.1286308401673404,0.3560606060606061,0.61093248,0.365248226,0.158333333,93.67353256630265,7.730290945870867,6.413670285575828,6.006077878075914,5.401126102935711,-0.3604413866996765,"Joey Wentz",19962,666214
2023,"Tyler Wells","BAL",7,6,0,20,20,108.2,9.027607573236748,2.733128898319382,2.070552195696502,0.21722846441947566,0.82352941,0.310344827,0.15625,92.57416027320359,3.9754602157372836,4.314934467934412,5.261175375771904,4.704760767339237,0.39745351672172546,"Tyler Wells",20000,669330
2023,"Bailey Falter","- - -",1,8,0,14,14,63,6.428571428571429,2.4285714285714284,2,0.3333333333333333,0.6505102,0.411214953,0.179487179,90.8103071554326,6.571428571428571,5.45536169304285,5.52488162933834,4.682999673911503,0.24319058656692505,"Bailey Falter",20070,663559
2023,"Kyle Muller","OAK",1,5,0,13,13,60,6.9,4.65,1.95,0.38,0.65839695,0.440758293,0.19117647,93.45792470079788,8.1,8.367126661560315,6.238373692830404,5.295505680640538,-0.5060595273971558,"Kyle Muller",20167,666205
2023,"Garrett Whitlock","BOS",4,3,0,10,10,51.2,8.187097177178028,1.2193548987286424,1.7419355696123464,0.34,0.69642857,0.44375,0.166666666,,5.225806708837039,4.599432247528943,4.474395258225713,3.8782875883101053,0.5842660069465637,"Garrett Whitlock",20191,676477
2023,"David Peterson","NYM",2,8,0,21,21,103,10.485436893203884,4.106796116504855,1.3980582524271845,0.3639705882352941,0.73305671,0.542253521,0.216216216,92.85099347933071,5.242718446601942,4.919102273755936,4.458923854642702,3.6273513283544374,0.9597685933113098,"David Peterson",20302,656849
2023,"Matt Manning","DET",5,4,0,15,15,78,5.769230769230769,2.423076923076923,1.2692307692307692,0.21397379912663755,0.69405099,0.386554621,0.099099099,93.44608958703375,3.576923076923077,5.394095893007065,4.806322410779122,5.325835804220958,0.6537990570068359,"Matt Manning",20369,666159
2023,"Kutter Crawford","BOS",6,7,0,23,23,107.2,9.780185989525998,2.6749226638019823,1.1702786654133674,0.2949640287769784,0.68783069,0.340206185,0.097902097,93.45030886627907,4.513931995165845,3.4939372722071607,3.8030279885398377,4.3085633021668635,2.1899516582489014,"Kutter Crawford",20531,676710
2023,"Yusei Kikuchi","TOR",11,6,0,32,32,167.2,9.715706354870433,2.576540911788844,1.4493042628812247,0.31363636363636366,0.77566964,0.397408207,0.152542372,95.0883408733281,3.864811367683266,4.273864370888987,4.119851545166936,3.771799399492592,2.5676779747009277,"Yusei Kikuchi",20633,579328
2023,"Cristopher Sánchez","PHI",3,5,0,18,18,98.1,8.69491570397927,1.4644068554070349,1.4644068554070349,0.2737642585551331,0.74468085,0.57090909,0.225352112,,3.477966281591708,3.774987411237286,4.017752263354901,3.096273990577724,1.7748000621795654,"Cristopher Sanchez",20778,650911
2023,"J.P. France","HOU",10,6,0,23,23,133,6.56390977443609,2.9774436090225564,1.2857142857142858,0.2885572139303483,0.7642487,0.43095238,0.121019108,93.03956297502714,3.924812030075188,4.985107241386946,4.69113058506098,4.785688670550971,1.203260898590088,"J.P. France",21212,641585
2023,"Bailey Ober","MIN",8,6,0,26,26,144.1,9.103926417817304,1.8083141514842591,1.3718245287121966,0.2761394101876676,0.79109063,0.342710997,0.113402061,91.37707990357478,3.4295613217804912,3.584564997206123,3.961737843985172,4.2025016418436785,2.457449436187744,"Bailey Ober",21224,641927
2023,"Tylor Megill","NYM",9,8,0,25,25,126.1,7.4802113829524215,4.131926287726099,1.2823219513632722,0.3236842105263158,0.71746385,0.439086294,0.130434782,95.18266189759036,4.7018471549986645,5.82807072700724,4.964802961314767,4.918596168254845,0.6116313934326172,"Tylor Megill",21318,656731
2023,"Joe Ryan","MIN",11,10,0,29,29,161.2,10.967010999353846,1.892783624253963,1.7814434110625537,0.3052109181141439,0.74567244,0.315545243,0.148837209,92.27838114754098,4.509278634252088,3.5580880659488443,4.133390930229302,3.7589824145010247,2.332017183303833,"Joe Ryan",21390,657746
2023,"Shane McClanahan","TBR",11,2,0,21,21,115,9.469565217391304,3.208695652173913,1.173913043478261,0.273972602739726,0.8173913,0.436065573,0.132743362,96.97010157273918,3.2869565217391306,4.076242726815864,3.9159099247144615,3.8448555612045787,1.859690546989441,"Shane McClanahan",21483,663556
2023,"Jake Irvin","WSN",3,7,0,24,24,121,7.3636368279346325,4.016529178873436,1.487603399582754,0.2808022922636103,0.75,0.427792915,0.137931034,94.51802411417323,4.6115705387065375,5.096547285805483,5.304627265588865,5.137156216374523,0.7104084491729736,"Jake Irvin",21504,663623
2023,"Daniel Lynch IV","KCR",3,4,0,9,9,52.1,5.847133900032138,2.7515924235445355,1.5477707382438013,0.25153374233128833,0.69852941,0.388235294,0.118421052,92.78378623188406,4.643312214731404,4.902035741979806,5.165868431402998,5.331245504851983,0.3176688849925995,"Daniel Lynch IV",21537,663738
2023,"Luis Medina","OAK",2,9,0,17,17,82.1,8.089069325625111,4.919028643961217,1.0931174764358258,0.29831932773109243,0.66101695,0.459349593,0.128205128,96.07303962900505,5.465587382179129,5.247021677448965,4.894716574150809,4.882102445534824,0.37122228741645813,"Luis Medina",21649,665622
2023,"Edward Cabrera","MIA",6,6,0,20,20,91,10.384615384615385,5.736263736263736,0.989010989010989,0.2986425339366516,0.74193548,0.552173913,0.142857142,96.21039183758315,4.450549450549451,3.8493281158603523,4.419875524332235,4.263113137260898,1.1333024501800537,"Edward Cabrera",21690,665795
2023,"Javier Assad","CHC",3,1,0,10,10,53.2,7.043478594642715,3.0186336834183063,1.5093168417091531,0.2582781456953642,0.88235294,0.45625,0.160714285,92.87322443181819,3.0186336834183063,5.211812828614633,4.932059072507241,4.477171440166265,0.3632929027080536,"Javier Assad",21741,665871
2023,"Braxton Garrett","MIA",9,7,0,30,30,156.2,8.90425589731133,1.6659575549808294,1.0914894325736468,0.3,0.755886,0.495535714,0.1484375,90.80339261049724,3.61914917116525,4.511673938141899,3.6188701703549526,3.393097971688623,3.121779680252075,"Braxton Garrett",21844,666129
2023,"Cole Ragans","KCR",5,2,0,12,12,71.2,11.176744582659508,3.390697794739401,0.376744199415489,0.28313253012048195,0.74525745,0.45508982,0.051724137,96.74182747695852,2.637209395908423,2.99369821853298,2.487598471798852,3.2814738729342445,2.4245994091033936,"Cole Ragans",21846,666142
2023,"Hunter Greene","CIN",4,7,0,22,22,112,12.214285714285714,3.857142857142857,1.5267857142857142,0.33948339483394835,0.72649573,0.343859649,0.142857142,98.63376200848973,4.821428571428571,3.813698604471199,4.246111788068499,4.004109853027122,1.9298408031463623,"Hunter Greene",22182,668881
2023,"MacKenzie Gore","WSN",7,10,0,27,27,136.1,9.968215530813932,3.7628363262012856,1.7823961545163984,0.3092485549132948,0.7846952,0.387533875,0.182432432,95.1008687670765,4.4229830500962475,5.191181110571103,4.890737242036811,4.1110017086774775,1.192420482635498,"MacKenzie Gore",22201,669022
2023,"Logan Gilbert","SEA",13,7,0,32,32,190.2,8.921329147303076,1.6993007899624906,1.3688811919142285,0.2723735408560311,0.75120192,0.414498141,0.133027522,95.76697066326531,3.729021177973243,3.6346633145239866,3.847697733774112,3.7607957135491796,3.012716054916382,"Logan Gilbert",22250,669302
2023,"Tarik Skubal","DET",7,3,0,15,15,80.1,11.427386615635195,1.5684648295969874,0.4481328084562821,0.2887700534759358,0.67723343,0.515957446,0.06779661,95.80672089041096,2.8008300528517633,2.3118256242772572,1.9977788691058345,2.564763388195744,3.309021472930908,"Tarik Skubal",22267,669373
2023,"Johan Oviedo","PIT",9,14,0,32,32,177.2,8.003752803480584,4.204503054992966,0.9624766029501969,0.2795275590551181,0.72048611,0.449330783,0.1,95.84720838078967,4.305816381619302,4.599352273804459,4.487685833450831,4.865566717660169,1.7998902797698975,"Johan Oviedo",22487,670912
2023,"Taj Bradley","TBR",5,8,0,21,21,102.2,11.220779498726474,3.4188312535182224,1.9285714763436126,0.3076923076923077,0.67446043,0.370106761,0.189655172,96.23312381778058,5.522727409529436,4.308469506400319,4.7160793567270805,3.7984378092387425,0.8853603601455688,"Taj Bradley",22543,671737
2023,"Roansy Contreras","PIT",3,5,0,11,11,54.1,6.957055377540247,4.141104391393004,1.159509229590041,0.32727272727272727,0.64766839,0.358823529,0.098591549,94.37990837696336,6.128834499261646,5.648571773850422,4.819457574023317,5.305125828281309,0.3208228051662445,"Roansy Contreras",22810,672710
2023,"Michael Grove","LAD",1,3,0,12,12,52,10.038461538461538,2.5961538461538463,1.9038461538461537,0.3945578231292517,0.67039106,0.386075949,0.196428571,94.71851378134218,6.75,5.320131124108286,4.812732667189378,3.843265325289506,0.48188331723213196,"Michael Grove",23221,675627
2023,"JP Sears","OAK",5,14,0,32,32,172.1,8.408124039260718,2.7678917644771306,1.7756286790985367,0.2781316348195329,0.77253219,0.290581162,0.129770992,93.20866655076495,4.543520443575668,4.698919721766581,5.15252590872982,5.1013353435918845,0.5629186630249023,"JP Sears",23429,676664
2023,"Ryan Weathers","- - -",1,7,0,12,12,52,6.4038465061836884,4.326923314988979,1.7307693259955916,0.3269230769230769,0.67123288,0.390243902,0.151515151,95.28851873224431,6.23076957358413,4.588611583945261,5.831963578201618,5.430448474585539,-0.061645109206438065,"Ryan Weathers",23796,677960
2023,"Brayan Bello","BOS",12,11,0,28,28,157,7.56687898089172,2.5796178343949046,1.375796178343949,0.30585683297180044,0.7620614,0.561983471,0.171428571,95.7078052662037,4.24203821656051,4.20810890333411,4.535295136567134,4.022360394866603,1.5740569829940796,"Brayan Bello",23920,678394
2023,"Grayson Rodriguez","BAL",7,4,0,23,23,122,9.516394037740366,3.098360849496863,1.1803279426654718,0.3220858895705521,0.72230014,0.472140762,0.139130434,97.35171216475096,4.352459288578927,4.237084495983203,3.927171549070464,3.780740816177725,1.8984893560409546,"Grayson Rodriguez",24492,680570
2023,"Josiah Gray","WSN",8,13,0,30,30,159,8.09433962264151,4.528301886792453,1.2452830188679245,0.2927927927927928,0.80399619,0.378494623,0.115183246,93.63669599514563,3.9056603773584904,5.01997731237661,4.934285642515939,5.12164529663212,1.5676618814468384,"Josiah Gray",24580,680686
2023,"Kyle Bradish","BAL",12,7,0,30,30,168.2,8.964427418127697,2.3478262285572535,0.747035618177308,0.2700228832951945,0.79075426,0.492204899,0.102189781,,2.8280634116712373,3.7595195556662357,3.2668980677221073,3.5307865636247486,3.8641855716705322,"Kyle Bradish",24586,680694
2023,"Reese Olson","DET",5,7,0,18,18,91.2,9.32727298604162,3.043636448076739,1.3745454926798177,0.2689075630252101,0.69690265,0.432539682,0.16091954,94.82693885559361,4.320000119850856,4.982186556818709,4.215040386130594,3.7987669483308366,1.2055352926254272,"Reese Olson",24968,681857
2023,"Brady Singer","KCR",8,11,0,29,29,159.2,7.49686895362481,2.7620043513354564,1.1273487148307986,0.32926829268292684,0.6492891,0.495088408,0.128205128,92.51398111979167,5.524008702670913,4.930084491862229,4.2884433480919695,4.275434204984763,1.9247688055038452,"Brady Singer",25377,663903
2023,"Jhony Brito","NYY",3,6,0,13,13,52.2,6.493671199637845,3.5886077682209145,2.221519094612947,0.27848101265822783,0.67961165,0.423529411,0.180555555,96.05393880208334,6.322785115436849,6.40928626158262,6.330989875114997,5.382407416989148,-0.44226694107055664,"Jhony Brito",25386,666745
2023,"George Kirby","SEA",13,10,0,31,31,190.2,8.11888155204301,0.8968531947024256,1.0384615938659665,0.29182156133828996,0.75057737,0.441651705,0.106796116,96.18561662946429,3.3513987802038008,3.8840712104042687,3.3442012034148556,3.630514826979142,4.230921745300293,"George Kirby",25436,669923
2023,"Brandon Williamson","CIN",5,5,0,23,23,117,7.538462030033342,3.0000001956255136,1.384615474904083,0.27844311377245506,0.70189274,0.373563218,0.121621621,92.83613308414465,4.461538752468712,4.75523856708257,4.631108825296808,4.722528143947164,1.7622230052947998,"Brandon Williamson",25463,682227
2023,"Hunter Brown","HOU",10,13,0,29,29,152.2,10.434498511868174,3.1244543566610914,1.532751193833743,0.3341902313624679,0.68281938,0.519323671,0.211382113,95.72789742676973,5.187773271437284,4.284388077887343,4.3685775515985075,3.486670936519774,1.8534713983535767,"Hunter Brown",25880,686613
2023,"Ryne Nelson","ARI",7,8,0,27,27,138.1,5.920482145396116,2.862650707664056,1.5614458405440306,0.3052391799544419,0.68476978,0.368191721,0.12,94.35244180161943,5.530120685260108,5.397254101767667,5.170703080534886,5.305669476750537,0.6421748399734497,"Ryne Nelson",26253,669194
2023,"Tommy Henry","ARI",5,4,0,16,16,87.2,6.570342395922944,3.59315599777036,1.231939199235552,0.2796934865900383,0.76492537,0.363970588,0.100840336,90.67841246290801,4.2091255973881365,4.378796761473522,4.909032802915172,5.373848695335159,0.6621258854866028,"Tommy Henry",26285,674072
2023,"Alek Manoah","TOR",3,9,0,19,19,87.1,8.141221848187737,6.080153025861727,1.5458016167445068,0.308300395256917,0.71428571,0.37735849,0.137614678,92.91564891581632,5.874046143629126,6.087090749480627,6.014582504944672,5.845292508603178,-0.41733047366142273,"Alek Manoah",26410,666201
2023,"Reid Detmers","LAA",4,10,0,28,28,148.2,10.1704042833545,3.632287244055179,1.1502242939508067,0.3177083333333333,0.70971185,0.366583541,0.11728395,94.3347800925926,4.479820934334721,4.5660212507327484,4.129479881214058,4.269679335694564,2.4226717948913574,"Reid Detmers",27468,672282
2023,"Jared Shuster","ATL",4,3,0,11,11,52.2,5.126582526029877,4.443038189225894,1.1962025894069714,0.27710843373493976,0.65527066,0.357142857,0.088607594,91.52437827225131,5.810126862833862,5.3757470453712,5.381622740665019,6.1338023066451015,0.05155044421553612,"Jared Shuster",27472,694363
2023,"Bobby Miller","LAD",11,4,0,22,22,124.1,8.613941371148297,2.316353982157525,0.8686327433090718,0.2767857142857143,0.71315372,0.476744186,0.107142857,99.12943538346613,3.764075221005978,3.440093725221292,3.5124130241812397,3.74706769685627,2.9219915866851807,"Bobby Miller",27483,676272
2023,"Spencer Strider","ATL",20,5,0,32,32,186.2,13.54821502403341,2.796428723821843,1.0607143435186301,0.3155216284987277,0.7025247,0.34057971,0.121546961,97.3760989010989,3.857143067340473,3.0838810214030925,2.853254623315771,2.9242724886054283,5.483891010284424,"Spencer Strider",27498,675911
2023,"Graham Ashcraft","CIN",7,9,0,26,26,145.2,6.858124048726171,3.212814869673521,1.4210527308171343,0.29205607476635514,0.7424072,0.477678571,0.166666666,,4.757437403170407,4.906363162357504,5.060532476428985,4.574234104105646,1.4486995935440063,"Graham Ashcraft",27552,668933
2023,"Logan Allen","CLE",7,8,0,24,24,125.1,8.54521311273831,3.4468086505162927,1.1489362168387642,0.31444759206798867,0.78776042,0.426997245,0.120300751,91.5588611903527,3.8058512182784066,4.469648945256606,4.188551035678566,4.283464203961432,1.6756044626235962,"Logan Allen",27589,671106
2023,"Luis Ortiz","PIT",4,5,0,15,15,73,5.917808219178082,5.178082191780822,1.4794520547945205,0.29914529914529914,0.75091575,0.493877551,0.157894736,96.15738824503312,4.931506849315069,7.032426472705551,5.88517734579844,5.4694887608697975,-0.4268571436405182,"Luis Ortiz",27646,682847
2023,"Ken Waldichuk","OAK",2,5,0,22,22,103,8.388350135903229,4.543689656947583,1.9223302394778234,0.29896907216494845,0.73421439,0.354838709,0.165413533,93.26249543128655,5.330097482188511,5.215083641870027,5.8569822998003875,5.215193740372307,-0.4760293960571289,"Ken Waldichuk",27681,686610
2023,"Louis Varland","MIN",3,3,0,10,10,56,8.678571428571429,2.5714285714285716,2.25,0.2948717948717949,0.76655052,0.426035502,0.205882352,94.89856804305913,5.303571428571429,5.277054320041126,5.487183216639927,4.244824632150786,-0.09742839634418488,"Louis Varland",27691,686973
2023,"Eury Pérez","MIA",5,6,0,19,19,91.1,10.642336359084545,3.0547446956631568,1.4781022720950758,0.26146788990825687,0.83333333,0.254385964,0.12,97.44414592760181,3.153284847136162,3.612733069365054,4.109055005596447,4.2368174496869395,1.5067561864852905,"Eury Perez",27768,691587
2023,"Bryce Elder","ATL",12,4,0,31,31,174.2,6.59542023144323,3.2461833951634644,0.9790076906048544,0.27431906614785995,0.74363992,0.49905482,0.121019108,90.87113609417344,3.812977321303117,4.513832644373886,4.422979358815143,4.494980653295698,1.7961455583572388,"Bryce Elder",27779,693821
2023,"Brandon Pfaadt","ARI",3,9,0,18,18,90,9.000000762939518,2.500000211927644,1.9000001610650092,0.3204633204633205,0.68665377,0.324909747,0.159663865,93.64167301829268,5.700000483195028,4.496154351726459,4.932818279501845,4.374472217948753,0.5239846110343933,"Brandon Pfaadt",27782,694297
2023,"Bryce Miller","SEA",8,7,0,25,25,131.1,8.154822650844464,1.7817259573273618,1.2335025858420197,0.2888283378746594,0.70561457,0.335078534,0.107142857,95.09532654207516,4.317259050447069,4.837817592288696,3.978390641318008,4.311612187194702,1.831724762916565,"Bryce Miller",29837,682243
2023,"Emmet Sheehan","LAD",4,1,0,11,11,53.1,9.450000225305562,4.218750100582841,1.5187500362098225,0.2556390977443609,0.67375887,0.330985915,0.121621621,95.32968476357269,5.231250124722722,3.643053451333809,4.811290396600963,4.911565957597508,0.5380578637123108,"Emmet Sheehan",29839,686218
2023,"Andrew Abbott","CIN",8,6,0,21,21,109.1,9.878049240021554,3.6219513880079033,1.317073232002874,0.302158273381295,0.79934747,0.286206896,0.106666666,92.62959025580169,3.868902619008442,3.9300134418594195,4.197113574054682,4.562992521799875,2.1366748809814453,"Andrew Abbott",29911,671096
2023,"Gavin Williams","CLE",3,5,0,16,16,82,8.890243902439025,4.060975609756097,0.8780487804878049,0.26976744186046514,0.782881,0.381165919,0.091954022,95.79148671773142,3.292682926829268,4.243765188611518,4.047723286326339,4.533596488688051,1.1393660306930542,"Gavin Williams",30122,668909
2023,"Tanner Bibee","CLE",10,4,0,25,25,142,8.93661971830986,2.852112676056338,0.823943661971831,0.28608923884514437,0.79973992,0.368286445,0.079754601,94.99791476234003,2.9788732394366195,3.7099103152135795,3.5156037397787605,4.2233244150877,3.036621332168579,"Tanner Bibee",30134,676440
2023,"Bryan Woo","SEA",4,5,0,18,18,87.2,9.547528794075529,3.182509598025176,1.334600799171848,0.27312775330396477,0.7278481,0.403361344,0.134020618,95.17377051069322,4.2091255973881365,3.4958653908533033,4.3615042699215945,4.263121606989596,0.9025073647499084,"Bryan Woo",30279,693433
2023,"Kodai Senga","NYM",12,7,0,29,29,166.1,10.929860053660178,4.1663327927318505,0.9198397074862527,0.27735368956743,0.80347448,0.44691358,0.115646258,95.87375968054211,2.9759519948084643,3.903409845658149,3.6337978861090567,3.7663191797245217,3.444807291030884,"Kodai Senga",31838,673540
2022,"Zack Greinke","KCR",4,9,0,26,26,137,4.795620437956204,1.7737226277372262,0.9197080291970803,0.3055555555555556,0.72879331,0.4125,0.082352941,89.2494621190745,3.678832116788321,4.778846325500033,4.0321390308602885,4.540626612414409,1.9359415769577026,"Zack Greinke",1943,425844
2022,"Clayton Kershaw","LAD",12,3,0,22,22,126.1,9.759894852042683,1.6385224934086255,0.7124010840907068,0.26791277258566976,0.79439252,0.47112462,0.09090909,90.75988455683355,2.2796834690902616,2.4905894234221093,2.5662568371936665,2.8262090991271824,3.85917592048645,"Clayton Kershaw",2036,477132
2022,"Adam Wainwright","STL",11,12,0,32,32,191.2,6.714782965076371,2.535652308490378,0.7513043877008527,0.3018867924528302,0.75021683,0.432387312,0.081218274,88.11704228624535,3.7095654142729604,4.5380359015591045,3.66025711769508,4.096602041269963,2.888012409210205,"Adam Wainwright",2233,425794
2022,"Corey Kluber","TBR",10,10,0,31,31,164,7.628048780487805,1.1524390243902438,1.0975609756097562,0.3166332665330661,0.70165746,0.360784313,0.093457943,89.12317315463362,4.335365853658536,4.061719226204336,3.56974807483394,3.9160837604868703,3.103987455368042,"Corey Kluber",2429,446372
2022,"Lance Lynn","CHW",8,7,0,21,21,121.2,9.17260293145591,1.4054794814327602,1.4054794814327602,0.29411764705882354,0.68369028,0.422969187,0.139705882,93.02330118593238,3.9945206314404764,3.6572169987250898,3.819280331506585,3.443912424523475,1.8339718580245972,"Lance Lynn",2520,458681
2022,"Max Scherzer","NYM",11,5,0,23,23,145.1,10.713303127229432,1.4862385841243144,0.8050458997340036,0.2761627906976744,0.83333333,0.31054131,0.074712643,94.09630913021363,2.291284483858318,2.8677673650019386,2.6170181402884367,3.226542998469296,4.480373859405518,"Max Scherzer",3137,453286
2022,"Aníbal Sánchez","WSN",4,6,0,14,14,69.1,6.230769687855771,4.283654160400842,1.6875001237942713,0.21649484536082475,0.78590786,0.379310344,0.142857142,89.41224165836654,4.283654160400842,4.545582027437928,5.76627735019437,5.2717621566122475,-0.2439141422510147,"Anibal Sanchez",3284,434671
2022,"Charlie Morton","ATL",9,6,0,31,31,172,10.726744186046512,3.296511627906977,1.4651162790697674,0.2922705314009662,0.75995807,0.397727272,0.164705882,94.90524193548387,4.343023255813954,4.1273292719184465,4.25777983887251,3.6046565753429434,1.407129168510437,"Charlie Morton",4676,450203
2022,"Rich Hill","BOS",8,7,0,26,26,124.1,7.890080751724069,2.6782842918696383,1.08579092913634,0.3047091412742382,0.68275862,0.40161725,0.10067114,88.71037001939351,4.270777654602937,4.0388069222973835,3.916720578801238,4.122417969439475,1.7856513261795044,"Rich Hill",4806,448179
2022,"Madison Bumgarner","ARI",7,15,0,30,30,158.2,6.352941583773931,2.7794119429010946,1.418067317806681,0.3061630218687873,0.69306931,0.369230769,0.114678899,90.9571569683908,4.878151573254983,5.639983655624936,4.845624390093596,4.8312579820060195,0.3637338876724243,"Madison Bumgarner",5524,518516
2022,"Chris Archer","MIN",2,8,0,25,25,102.2,7.363636546039248,4.207792312022428,1.051948078005607,0.25862068965517243,0.67656766,0.436666666,0.108108108,93.1502739288522,4.55844167135763,4.902014235989751,4.485807659059417,4.566856399762253,0.5427975654602051,"Chris Archer",6345,502042
2022,"Jake Odorizzi","- - -",6,6,0,22,22,106.1,7.278997474514741,2.9623826931164645,1.1849530772465857,0.2920634920634921,0.69131833,0.31707317,0.091503267,92.19317620056498,4.40125428691589,4.262596764897568,4.27857529990588,4.697037894235114,1.2314516939222813,"Jake Odorizzi",6397,543606
2022,"Alex Cobb","SFG",7,8,0,28,28,149.2,9.080178790879879,2.5857462781975813,0.5412027093901914,0.33647058823529413,0.67961165,0.615023474,0.102272727,95.2947021484375,3.7282853313546522,3.1339079393179787,2.798399799918282,2.8870802572708647,3.698700189590454,"Alex Cobb",6562,502171
2022,"Carlos Carrasco","NYM",15,7,0,29,29,152,9.000000903481022,2.427631822649486,1.0065790484156407,0.3372365339578454,0.74650913,0.46031746,0.120567375,93.26887944865811,3.967105661402819,4.080827023267432,3.5334836755102734,3.4527737066062394,2.506972074508667,"Carlos Carrasco",6632,471911
2022,"Johnny Cueto","CHW",8,10,0,24,24,153.1,5.752174103850459,1.8782609318695378,0.8217391576929227,0.29375,0.74971165,0.425357873,0.074468085,91.55399502840909,3.286956630771691,4.107199925901424,3.764604936340131,4.39271005246321,2.4224655628204346,"Johnny Cueto",6893,456501
2022,"Martín Pérez","TEX",12,8,0,32,32,196.1,7.7470290631753524,3.1629881973911202,0.5042444952362655,0.2950530035335689,0.77020202,0.514184397,0.06547619,92.91138712565105,2.8879457454440662,3.622883859616836,3.265232363856016,3.803612988321262,3.8715200424194336,"Martin Perez",6902,527048
2022,"Jordan Lyles","BAL",12,11,0,32,32,179,7.240223463687151,2.6145251396648046,1.3072625698324023,0.3125,0.73770492,0.402116402,0.114035087,91.93292410714285,4.424581005586592,4.904022591609325,4.3973472027805265,4.394689236872689,1.5006742477416992,"Jordan Lyles",7593,543475
2022,"Paolo Espino","WSN",0,9,0,19,19,83.2,7.20717153381018,2.0438247633193045,2.3665339364749842,0.313953488372093,0.71888412,0.405109489,0.198198198,88.33513360507246,5.808765116802235,5.346865006274579,5.682152195310287,4.227821519702551,-0.4503341615200043,"Paolo Espino",8246,502179
2022,"Justin Verlander","HOU",18,4,0,28,28,175,9.514285714285714,1.4914285714285713,0.6171428571428571,0.23963133640552994,0.804769,0.379232505,0.062176165,95.09869296577946,1.7485714285714287,2.6541803677458993,2.4895738588060654,3.230781258600099,6.054431915283203,"Justin Verlander",8700,434378
2022,"Nathan Eovaldi","BOS",6,3,0,20,20,109.1,8.4786589310185,1.6463415400035923,1.7286586170037719,0.2984126984126984,0.75984991,0.47005988,0.172131147,95.91600396455223,3.868902619008442,4.272272811176826,4.301455447221358,3.4563798037881703,1.032570481300354,"Nathan Eovaldi",9132,543135
2022,"Patrick Corbin","WSN",6,19,0,31,31,152.2,7.5458520311815045,2.8886464806866696,1.5917031628273486,0.3645418326693227,0.64417178,0.441904761,0.156069364,92.08136837121212,6.307860682315789,6.288460830913059,4.8351385400319025,4.2135483690383255,0.7169395685195923,"Patrick Corbin",9323,571578
2022,"Dallas Keuchel","- - -",2,9,0,14,14,60.2,6.675824350729731,4.598901219391593,1.6318681746228232,0.38425925925925924,0.51094891,0.502202643,0.171875,87.82567596435547,9.197802438783185,5.450348973188409,5.519024471308988,4.72358997552366,-0.34301065281033516,"Dallas Keuchel",9434,572971
2022,"Miles Mikolas","STL",12,13,0,32,32,199.1,6.908026932120611,1.7608696101483912,1.1287625706079432,0.24912280701754386,0.74576271,0.451013513,0.121951219,93.57687535960875,3.295986706175194,3.8981027999207325,3.885006272212645,3.777024970852617,2.788123607635498,"Miles Mikolas",9803,571945
