Season,Name,Team,IP,FA-AA,FC-AA,FS-AA,FO-AA,SI-AA,SL-AA,CU-AA,KC-AA,EP-AA,CH-AA,SC-AA,KN-AA,NameASCII,PlayerId,MLBAMID
2023,"Charlie Morton","ATL",163.1,21.537289097145234,18.806203968199338,,,19.715566052056346,,19.89560006107492,,,18.533208141588187,,,"Charlie Morton",4676,450203
2023,"Rich Hill","- - -",135.2,43.13753739254182,36.3615305749445,,,11.494260614568537,8.796152331165432,38.87191761574762,39.02488226639597,,32.20672607421875,,,"Rich Hill",4806,448179
2023,"Alex Cobb","SFG",151.1,5.991214752197266,,37.321185472451084,,38.42332263343404,42.12523651123047,,39.726340663580245,,,,,"Alex Cobb",6562,502171
2023,"Carlos Carrasco","NYM",90,33.82358169555664,30.818130493164062,,,32.49334021459652,31.913654484160958,35.42003716362847,,,33.37266652960526,,,"Carlos Carrasco",6632,471911
2023,"Julio Teheran","MIL",62.2,21.092021287089647,21.771590679773986,,,22.565702631232444,,25.38039822048611,,,23.995426432291666,,,"Julio Teheran",6797,527054
2023,"Chase Anderson","COL",81.1,46.698111074942126,47.860646167946925,,,46.31295927444307,46.684612405711206,47.34231802133414,,,41.47682209256329,,,"Chase Anderson",6895,502624
2023,"Martín Pérez","TEX",108.1,46.159800855419306,42.799142573696145,,,43.63987716953015,42.970947265625,43.363240559895836,,,44.73271198352511,,,"Martin Perez",6902,527048
2023,"Jordan Lyles","KCR",177.2,43.76298907520325,45.034956395348836,,,43.825666391429536,42.45032879946043,47.41456397804054,,,39.88310515065147,,,"Jordan Lyles",7593,543475
2023,"Justin Verlander","- - -",162.1,56.996792794738866,,,,,54.00118995400228,53.128855543870195,,,49.397573928202476,,,"Justin Verlander",8700,434378
2023,"Wade Miley","MIL",120.1,52.62455051369863,51.75760988389626,,,52.07140829396803,44.51931099269701,53.56101133765244,,,46.35531165081522,,,"Wade Miley",8779,489119
2023,"Nathan Eovaldi","TEX",144,30.262635379061372,32.66866700461196,33.69460025830632,,,34.81336263020833,37.26397360361295,,,,,,"Nathan Eovaldi",9132,543135
2023,"Patrick Corbin","WSN",180,43.12473060344828,,,,40.67368380541872,39.401947021484375,,,,42.26373976437166,,,"Patrick Corbin",9323,571578
2023,"Miles Mikolas","STL",201.1,46.56258920522836,,,,45.09440271529563,48.04577259181701,52.13097970971564,51.561787923177086,,42.497703374818315,,,"Miles Mikolas",9803,571945
2023,"Kyle Gibson","BAL",192,46.09188325399263,42.980794270833336,,,45.5162153652393,41.16926967075893,44.450565338134766,,,41.872317758704064,,,"Kyle Gibson",10123,502043
2023,"Zack Wheeler","PHI",192,30.864524406934308,29.88870636727373,,,29.556069817341548,27.529910065406977,31.060214140408586,,,31.155498798076923,,,"Zack Wheeler",10310,554430
2023,"Chris Sale","BOS",102.2,13.088668082524272,,,,12.475845336914062,13.5501068455941,,,,7.150614607224771,,,"Chris Sale",10603,519242
2023,"Merrill Kelly","ARI",177.2,24.328897435421617,25.05632473496055,,,25.761978595577485,28.840788398692812,31.48271357548701,,,27.843566141010804,,,"Merrill Kelly",11156,518876
2023,"Jose Quintana","NYM",75.2,46.08223442743289,,,,46.033941081549116,,46.748652908963024,,,43.20690425308296,,,"Jose Quintana",11423,500779
2023,"Jameson Taillon","CHC",150.1,42.61987132352941,42.98768028846154,,,42.88080259811046,43.890687168435015,46.45707863039083,,,43.93052321213942,,,"Jameson Taillon",11674,592791
2023,"Drew Smyly","CHC",113.2,,44.68181423611111,,,46.14971519975031,,,45.95890148939064,,,,,"Drew Smyly",11760,592767
2023,"Noah Syndergaard","- - -",88.2,40.08633961397059,40.40046303959216,40.971126556396484,,40.07294948484333,38.59595449347245,40.464345604482325,,,39.600790170522835,,,"Noah Syndergaard",11762,592789
2023,"James Paxton","BOS",96,44.324879996081506,43.23125980062724,,,41.02666958895597,,,47.84429616261398,,48.81990131578947,,,"James Paxton",11828,572020
2023,"Taijuan Walker","PHI",172.2,41.4615140248494,38.8739453125,38.41311703821656,,40.77959872159091,44.13649739583333,40.58868935667438,,,,,,"Taijuan Walker",11836,592836
2023,"Kyle Hendricks","CHC",137,43.397397641782405,,,,45.71632451596467,,47.23333823844178,,,45.949867538927336,,,"Kyle Hendricks",12049,543294
2023,"Chris Bassitt","TOR",200,38.98238174229452,40.82461262344075,36.39280583308293,,37.75365300850891,36.40658997152453,48.552704631979694,,,37.85821979801829,,,"Chris Bassitt",12304,605135
2023,"Colin Rea","MIL",113.2,36.81632353568989,36.96076069078947,38.6397625219042,,36.49289106472796,38.120998663651314,43.63645854749178,,,,,,"Colin Rea",12317,607067
2023,"Seth Lugo","SDP",146.1,38.79336608322325,,,,33.56796212923729,37.24704060717681,38.565449349832214,,,36.2013671875,,,"Seth Lugo",12447,607625
2023,"Adrian Houser","MIL",106.1,46.20145869755245,,,,38.560080135569855,40.169811565614616,45.80695043103448,,,39.819580078125,,,"Adrian Houser",12718,605288
2023,"Sonny Gray","MIN",184,47.844205047447645,47.93154005758807,,,48.39246790349887,47.177670171929066,51.169347912262154,50.02770487467448,,45.00349588597074,,,"Sonny Gray",12768,543243
2023,"Mike Clevinger","CHW",131.1,41.602543930707874,44.199565089026166,,,34.233837890625,44.41356477921793,55.98859197443182,,,44.774192611524164,,,"Mike Clevinger",12808,605182
2023,"Tyler Anderson","LAA",132,52.66473473837209,47.100786653903164,,,19.91406464158443,30.86332266671317,58.84873580932617,,,54.28158770161291,,,"Tyler Anderson",12880,542881
2023,"Joe Musgrove","SDP",97.1,31.944681212895777,33.78709083267405,,,34.27354794456845,29.986323784722224,37.405687816722974,,,27.50738525390625,,,"Joe Musgrove",12970,605397
2023,"Anthony DeSclafani","SFG",95.1,37.02281507554945,,,,37.57583126905488,34.346780916539636,,35.422337239583335,,30.1242888789849,,,"Anthony DeSclafani",13050,543101
2023,"Yu Darvish","SDP",136.1,36.45262480945122,35.99361781881313,38.32016972770468,,34.61841943477603,36.3491356693097,43.047472272600444,41.572345344387756,,46.39603042602539,,,"Yu Darvish",13074,506433
2023,"Gerrit Cole","NYY",209,42.430293990799306,40.63936396059783,,,,40.279891677342604,,45.07559481534091,,40.987824403165234,,,"Gerrit Cole",13125,543037
2023,"Eduardo Rodriguez","DET",152.2,37.81823231296468,35.76014040227522,,,40.089892578125,38.867176078216374,,,,38.02130562918527,,,"Eduardo Rodriguez",13164,593958
2023,"Zach Davies","ARI",82.1,32.60891272189349,35.66811610114645,,,33.92260892582136,35.23104248046875,39.389279572860055,,,34.92234090717655,,,"Zach Davies",13183,605200
2023,"Steven Matz","STL",89,,,,,33.90238072452673,32.970916748046875,39.80226660976891,,,32.61457484819313,,,"Steven Matz",13361,571927
2023,"Marcus Stroman","CHC",133.2,31.28469293767756,34.49106051910545,32.34282021893713,,32.236384596211366,37.848490767045455,34.14321725736789,,,,,,"Marcus Stroman",13431,573186
2023,"Blake Snell","SDP",180,56.57827709279689,,,,,58.15243765024039,58.58284738835726,,,52.408754949700345,,,"Blake Snell",13543,605483
2023,"Max Fried","ATL",77.2,49.53466915102906,45.140482954545455,,,49.2964870505137,43.723515197308394,51.98867255553136,,,42.77532393292683,,,"Max Fried",13743,608331
2023,"Zach Eflin","TBR",177.2,30.54490652024371,31.195254371279763,,,31.095869247417983,29.336873012306416,34.121936556516935,,,31.98315988788168,,,"Zach Eflin",13774,621107
2023,"Chris Flexen","- - -",77.2,69.576515758547,69.20066058573299,,,71.81389421032321,68.9883604886239,71.67288051507411,,,64.74624167757081,,,"Chris Flexen",13896,623167
2023,"Michael Wacha","SDP",134.1,53.88421850547731,49.70719047214674,,,50.68208421610169,,53.565756536989795,,,54.50610415306789,,,"Michael Wacha",14078,608379
2023,"Kevin Gausman","TOR",185,39.956273022101215,,36.64903820624469,,,37.0745019826284,,,,,,,"Kevin Gausman",14107,592332
2023,"José Berríos","TOR",189.2,41.38784367174458,,,,43.076317567567564,,40.35048042385058,,,39.634833966390424,,,"Jose Berrios",14168,621244
2023,"Ty Blach","COL",64.2,,19.682071797331872,,,21.01282269021739,,23.275547836766098,,,19.35505593039773,,,"Ty Blach",14361,621389
2023,"Tyler Glasnow","TBR",120,54.04484317765568,,,,51.70737566266741,51.56137969461305,56.49138014387376,,,49.518252563476565,,,"Tyler Glasnow",14374,607192
2023,"Hyun Jin Ryu","TOR",52,39.358335313688215,41.24851027567675,,,37.59967427314082,,48.16235695422535,,,36.9596199156746,,,"Hyun Jin Ryu",14444,547943
2023,"Paul Blackburn","OAK",102.2,49.59764873798077,49.67479938009511,,,49.41997855050223,47.32562614889706,50.9681613244743,,,49.66530453580097,,,"Paul Blackburn",14739,621112
2023,"Julio Urías","LAD",117.1,43.55770745798319,48.3955078125,,,,,46.78054969031532,,,43.08893453663793,,,"Julio Urias",14765,628711
2023,"Michael Lorenzen","- - -",148.2,41.6425732421875,39.941368103027344,,,42.46657833713717,40.525287292753355,39.13210805257162,,,40.7050881719393,,,"Michael Lorenzen",14843,547179
2023,"Jon Gray","TEX",157.1,27.833618404832347,,,,,30.55517936778594,35.937615471917226,,,30.896551118480215,,,"Jon Gray",14916,592351
2023,"Ben Lively","CIN",65.2,36.77094402917867,36.49063675491898,,,33.62273491753472,32.43215342246339,41.20995498285061,,,36.559288418170105,,,"Ben Lively",14932,594902
2023,"Andrew Heaney","TEX",136.2,28.604551630434784,,,,,28.940568717838765,25.755910873413086,,,30.441743232834508,,,"Andrew Heaney",15423,571760
2023,"Matthew Boyd","DET",71,26.615989382571588,,,,22.55916093035442,17.065809786676645,27.781480109554597,,,27.857040614297944,,,"Matthew Boyd",15440,571510
2023,"Nick Pivetta","BOS",87,51.40142151458616,52.95318402300824,49.19023548473012,,,44.52400588989258,52.540272309711284,,,,,,"Nick Pivetta",15454,601713
2023,"Marco Gonzales","SEA",50,43.34481205281987,39.125866527288736,,,38.8123664855957,,36.977392079878825,,,33.63895886479592,,,"Marco Gonzales",15467,594835
2023,"Lucas Giolito","- - -",184.1,52.87446792670964,,,,,50.070605143590456,53.25918392259248,,,50.212076462028826,,,"Lucas Giolito",15474,608337
2023,"Luis Castillo","SEA",197,20.089900024156712,,,,17.404213509908537,17.452386388644367,,,,13.884373046875,,,"Luis Castillo",15689,622491
2023,"Zack Littell","TBR",71.1,40.7585596919484,,45.08626122237569,,39.65233248197115,40.81876784104567,,,,,,,"Zack Littell",15823,641793
2023,"Luis Severino","NYY",87.1,44.41313691191621,41.28254639737991,,,44.867472330729164,38.76034223016212,,,,42.00324298741467,,,"Luis Severino",15890,622663
2023,"Carlos Rodón","NYY",64.1,48.575933828928044,,,,,43.07742916188838,51.15017658390411,,,44.66698710123698,,,"Carlos Rodon",16137,607074
2023,"Aaron Nola","PHI",193.2,22.820484203296704,24.030545176630437,,,22.28591561153017,,,24.931890513050153,,19.28745617988782,,,"Aaron Nola",16149,605400
2023,"Brandon Woodruff","MIL",67,43.739563558703274,,,,42.424437943504365,42.24960049715909,43.6981230945122,,,41.22936356707317,,,"Brandon Woodruff",16162,605540
2023,"Kyle Freeland","COL",155.2,30.584883956221848,,,,22.73771134989003,20.281926740679825,,24.239329212116747,,27.610693691539115,,,"Kyle Freeland",16256,607536
2023,"Jordan Montgomery","- - -",188.2,45.082081653225806,45.06011199951172,,,45.84367614893403,,47.60442124710201,,,47.304799899570256,,,"Jordan Montgomery",16511,656756
2023,"Austin Gomber","COL",139,53.91606707718651,,,,52.97822265625,53.14324866791475,,55.04874179903315,,53.221484375,,,"Austin Gomber",16561,596295
2023,"Luke Weaver","- - -",114,47.33109568519674,46.39950210571289,,,,47.32673858538423,,49.05482604082893,,45.54479602632068,,,"Luke Weaver",16918,596133
2023,"Touki Toussaint","- - -",74.1,31.685841878255207,,32.17640951149252,,29.509442602230024,33.387889965160475,40.655342569156566,,,,,,"Touki Toussaint",16929,657053
2023,"Trevor Williams","WSN",144.1,18.50624585909894,,,,15.2488777200589,16.407286184210527,22.196649848090278,,,17.236006973573826,,,"Trevor Williams",16977,592866
2023,"Pablo López","MIN",194,36.13461394415149,,,,36.5735595703125,32.0361328125,43.17510775862069,,,35.252730701410655,,,"Pablo Lopez",17085,641154
2023,"Domingo Germán","NYY",103.2,26.4275107178288,,,,25.808578863376525,,32.17642824164075,,,31.52078641141141,,,"Domingo German",17149,593334
2023,"Ranger Suarez","PHI",125,38.56497065812212,42.155005361519606,,,39.576609347442684,42.5426191850142,43.45623779296875,,,37.15076864919355,,,"Ranger Suarez",17277,624133
2023,"Michael Kopech","CHW",126.2,41.99333164627843,,,,,40.03059791332263,44.50004530444588,,,37.62830549947331,,,"Michael Kopech",17282,656629
2023,"Framber Valdez","HOU",198,48.40783182779948,45.0566064453125,,,48.553526947463766,45.6656470391537,48.11877621644295,,,49.546457377159825,,,"Framber Valdez",17295,664285
2023,"Justin Steele","CHC",173.1,44.59556328311456,,,,46.557291666666664,47.56327351485149,53.80247228285845,,,43.026781354631694,,,"Justin Steele",17312,657006
2023,"Jack Flaherty","- - -",141.1,30.408819025213067,31.397476770887813,,,29.645793034480167,28.379123135932588,,29.884381338742394,,25.90222877679869,,,"Jack Flaherty",17479,656427
2023,"Mitch Keller","PIT",194.1,36.222589148773004,41.36976583167989,,,36.716370488556336,38.455658994510976,46.79545525853413,,,39.30311168323863,,,"Mitch Keller",17594,656605
2023,"Cristian Javier","HOU",162,37.690312407104635,,,,,37.9764404296875,,40.25233114919355,,34.25741859243698,,,"Cristian Javier",17606,664299
2023,"Nestor Cortes","NYY",63.1,54.89818457733813,44.986981280438314,,,17.4059326171875,36.826871070636095,,,,43.24506429036458,,,"Nestor Cortes",17874,641482
2023,"Peter Lambert","COL",56,49.293994491906474,,,,,49.28395127118644,57.41296941583807,,,48.259055091594824,,,"Peter Lambert",17969,663567
2023,"Logan Webb","SFG",216,24.797221387553417,,,,24.338521550210675,21.30677702451709,,,,20.305189057779454,,,"Logan Webb",17995,657277
2023,"James Kaprielian","OAK",58.1,36.0402265069609,,,,29.810608362268518,29.205540054563492,39.98503818796642,,,32.723829315929876,,,"James Kaprielian",18331,621076
2023,"Kenta Maeda","MIN",101,39.52764555739515,,40.0430669729207,,39.87334168632076,38.58676953125,46.67115458504098,,,,,,"Kenta Maeda",18498,628317
2023,"Dylan Cease","CHW",177,53.41594349254262,,,,,47.90927579365079,,53.42997159090909,,63.443709556502526,,,"Dylan Cease",18525,656302
2023,"Freddy Peralta","MIL",165.2,35.76231288713007,,,,,32.51329955068659,43.133508855646305,,,33.630205195783134,,,"Freddy Peralta",18679,642547
2023,"Sandy Alcantara","MIA",184.2,33.12479085708117,,,,32.81291782041139,34.19889798129562,35.75328369140625,,,34.478082472278224,,,"Sandy Alcantara",18684,645261
2023,"Jesse Scholtens","CHW",53.2,51.385028191332545,,,,,49.33881310096154,53.225597426470586,,,48.698636300223214,,,"Jesse Scholtens",19205,669947
2023,"Dakota Hudson","STL",65,40.93497314453125,,,,43.12700921997389,40.0257568359375,41.091550243144134,,,41.563212076822914,,,"Dakota Hudson",19206,641712
2023,"Cole Irvin","BAL",58,44.63373404489437,40.7141845703125,,,43.15085579234467,,39.294213523327464,,,40.08978573638614,,,"Cole Irvin",19244,608344
2023,"Zac Gallen","ARI",210,43.33947616060226,39.608637662541945,,,44.4018721147017,40.32696659482759,,41.48354704483695,,35.877617101269315,,,"Zac Gallen",19291,668678
2023,"Cal Quantrill","CLE",99.2,48.77548397288603,44.14947569023058,45.00096726190476,,47.31373615506329,,51.43246574197861,,,43.696526147037574,,,"Cal Quantrill",19312,615698
2023,"Dean Kremer","BAL",172.2,36.90534550853321,41.702924107142856,,,31.263104319852943,36.596570332845054,42.668683399185824,,,33.27252622301532,,,"Dean Kremer",19350,665152
2023,"Corbin Burnes","MIL",193.2,,42.47615493112544,,,42.6734184653072,41.44977943797529,49.321170691287875,,,40.36934666275289,,,"Corbin Burnes",19361,669203
2023,"Tony Gonsolin","LAD",103,40.78870576484018,,38.01322248340708,,,41.56010677939967,44.84617778884462,,,,,,"Tony Gonsolin",19388,664062
2023,"Dane Dunning","TEX",147,39.34324669471154,38.18195276826484,,,36.69947350543478,37.33309303977273,38.795131138392854,39.579058085402394,,36.24236169763513,,,"Dane Dunning",19409,641540
2023,"Shane Bieber","CLE",128,43.965972411754,41.92344938212928,,,,41.76316909034654,,44.01875874533582,,40.96499235733695,,,"Shane Bieber",19427,669456
2023,"Patrick Sandoval","LAA",144.2,55.43924063897168,,,,54.63596107219828,55.84200576537433,60.05537026615466,,,51.454594907407404,,,"Patrick Sandoval",19447,663776
2023,"Aaron Civale","- - -",122.1,45.964138892389116,47.638335895665996,40.22202166389017,,41.533491893481184,46.11627145098825,51.085800264129325,,,,,,"Aaron Civale",19479,650644
2023,"Connor Seabold","COL",59,35.60561105418944,,,,,28.94134295428241,29.3943603515625,,,26.07021755642361,,,"Connor Seabold",19695,657756
2023,"Shohei Ohtani","LAA",132,36.41858761809593,35.044346721625764,40.80499409520349,,34.294189453125,33.28777706510767,47.04610402960526,,,,,,"Shohei Ohtani",19755,660271
2023,"Brandon Bielak","HOU",70.2,46.821694263059705,,,,42.85357244318182,45.741605050223214,50.24859804095644,,,43.52427018025078,,,"Brandon Bielak",19866,656232
2023,"Griffin Canning","LAA",120,46.537960069444445,,,,46.61099751790365,46.10393104095197,48.596572413589016,,,41.01831282856308,,,"Griffin Canning",19867,656288
2023,"Alex Faedo","DET",58.2,30.999815979657388,,,,,33.79814507988062,,,,27.408689556699812,,,"Alex Faedo",19874,656412
2023,"Tanner Houck","BOS",106,18.555400164830203,18.542298661901597,20.662605054450758,,19.479195798881324,18.474402935251124,,,,,,,"Tanner Houck",19879,656557
2023,"Clarke Schmidt","NYY",158.1,,33.48239087301587,,,33.65332330809049,28.785835482916102,,43.1024898558624,,31.355426025390624,,,"Clarke Schmidt",19899,657376
2023,"Jesús Luzardo","MIA",178.2,35.31747782553036,36.32396351207387,,,34.877683529183884,34.68735515643105,,,,34.11020804213259,,,"Jesus Luzardo",19959,666200
2023,"Joey Wentz","DET",80.1,42.51813267843214,37.18290054242228,,,,,43.07070719401042,,,41.41766260540675,,,"Joey Wentz",19962,666214
2023,"Tyler Wells","BAL",108.2,50.133363005997005,49.824086334745765,,,,51.750023094383444,54.48210896236796,,,49.25754776920181,,,"Tyler Wells",20000,669330
2023,"Bailey Falter","- - -",63,56.95614912872942,,56.78920364379883,,55.66800219392123,55.42944836738782,57.26679316653481,,,56.546865957754626,,,"Bailey Falter",20070,663559
2023,"Kyle Muller","OAK",60,36.17447341541519,,,,,36.77249053030303,39.22553234565549,,,33.55955287388393,,,"Kyle Muller",20167,666205
2023,"Garrett Whitlock","BOS",51.2,37.637640380859374,,,,35.00365091026376,34.06637491644385,,,,37.986715877757355,,,"Garrett Whitlock",20191,676477
2023,"David Peterson","NYM",103,39.301971435546875,,,,41.97469951923077,36.77301703559028,46.36528764204545,,,41.2747441681338,,,"David Peterson",20302,656849
2023,"Matt Manning","DET",78,44.779400949156305,,,,,41.63119630222372,49.008976677955665,,,39.881571451822914,,,"Matt Manning",20369,666159
2023,"Kutter Crawford","BOS",107.2,45.37912986865942,46.18960763184584,45.70892759811046,,,41.4947327140748,,49.056351273148145,,,,,"Kutter Crawford",20531,676710
2023,"Yusei Kikuchi","TOR",167.2,38.05807168828616,,,,,42.242441326094394,49.53248014502763,,,44.80975700827206,,,"Yusei Kikuchi",20633,579328
2023,"Cristopher Sánchez","PHI",98.1,,,,,28.6802871181073,29.78369459763072,,,,26.516972409018987,,,"Cristopher Sanchez",20778,650911
2023,"J.P. France","HOU",133,42.029152199074076,40.71049583856784,,,,38.03220306233289,45.74537673899502,,,44.06667420922256,,,"J.P. France",21212,641585
2023,"Bailey Ober","MIN",144.1,31.56912555856068,,,,,31.66300687226477,35.892997101814515,,,29.2890954514954,,,"Bailey Ober",21224,641927
2023,"Tylor Megill","NYM",126.1,41.87316139558233,,38.83612823486328,,,40.94685801630435,44.621907552083336,,,38.413305225486525,,,"Tylor Megill",21318,656731
2023,"Joe Ryan","MIN",161.2,27.62366378604194,,27.127925679719564,,,26.902534019219484,,,,,,,"Joe Ryan",21390,657746
2023,"Shane McClanahan","TBR",115,44.410903710681524,,,,,40.25464479726703,45.3412848907767,,,41.73606216755319,,,"Shane McClanahan",21483,663556
2023,"Jake Irvin","WSN",121,33.38241676879085,,,,30.459085836038962,,31.13050507336128,,,32.88503861860796,,,"Jake Irvin",21504,663623
2023,"Daniel Lynch IV","KCR",52.1,46.29998532333815,,,,42.389801025390625,44.71320105546358,,49.22962310348732,,39.375177163993364,,,"Daniel Lynch IV",21537,663738
2023,"Luis Medina","OAK",82.1,44.74775605435702,,,,46.91758350057339,37.54041222052845,49.543747603527606,,,45.38694558932087,,,"Luis Medina",21649,665622
2023,"Edward Cabrera","MIA",91,41.063893878796094,,,,41.68405193172089,42.34034922425176,46.99756241840731,,,46.07561492919922,,,"Edward Cabrera",21690,665795
2023,"Javier Assad","CHC",53.2,51.35327429058908,49.954600321888414,,,53.66700390625,53.87858220880682,58.84697469075521,,,54.193382263183594,,,"Javier Assad",21741,665871
2023,"Braxton Garrett","MIA",156.2,43.28630006906077,44.598353160511365,,,42.247170635565666,42.54373683286517,47.30525996767241,,,39.22072112615207,,,"Braxton Garrett",21844,666129
2023,"Cole Ragans","KCR",71.2,43.50533405172414,40.183444010416665,,,,39.769800544507575,,44.08251953125,,40.71999133472711,,,"Cole Ragans",21846,666142
2023,"Hunter Greene","CIN",112,28.47808923855634,,,,,27.006649429122184,,,,28.124036754261365,,,"Hunter Greene",22182,668881
2023,"MacKenzie Gore","WSN",136.1,49.041752049180324,,,,,50.67621152807775,54.233379454643625,,,48.01679068551937,,,"MacKenzie Gore",22201,669022
2023,"Logan Gilbert","SEA",190.2,52.24581906684383,,45.44615342881944,,43.49205017089844,51.621021662341406,,54.76948640784439,,,,,"Logan Gilbert",22250,669302
2023,"Tarik Skubal","DET",80.1,48.57447738299087,,,,45.50361921980574,45.04126751612103,,52.40697948042169,,47.21803977272727,,,"Tarik Skubal",22267,669373
2023,"Johan Oviedo","PIT",177.2,27.94204114093242,,,,27.216454422713927,30.28091823630137,35.58534364442568,,,31.4564834222561,,,"Johan Oviedo",22487,670912
2023,"Taj Bradley","TBR",102.2,55.092423255997474,54.66855556334081,54.19860889668367,,55.58216857910156,,60.5141879180602,,,,,,"Taj Bradley",22543,671737
2023,"Roansy Contreras","PIT",54.1,48.75112483638743,,,,,49.6809796437659,53.976444128787875,,,48.714306640625,,,"Roansy Contreras",22810,672710
2023,"Michael Grove","LAD",52,50.80705097210912,49.02787492081926,,,49.2674129710478,51.48363708299839,,50.86265345982143,,47.86738586425781,,,"Michael Grove",23221,675627
2023,"JP Sears","OAK",172.1,28.000788317675713,,,,19.568117141723633,18.483404344128026,,,,16.411842732934907,,,"JP Sears",23429,676664
2023,"Ryan Weathers","- - -",52,37.684907481564316,,,,38.92664129083807,39.2295238597973,,,,39.111001560830665,,,"Ryan Weathers",23796,677960
2023,"Brayan Bello","BOS",157,31.48179615162037,33.47132286658654,,,25.318611987381704,34.5755791143559,,,,26.466138553314696,,,"Brayan Bello",23920,678394
2023,"Grayson Rodriguez","BAL",122,41.64686451342282,42.56596276519495,,,,42.028285771704184,45.60240406709559,,,39.72145368895966,,,"Grayson Rodriguez",24492,680570
2023,"Josiah Gray","WSN",159,38.05757128071581,32.98191253063725,,,33.28717658780364,32.3290911117717,33.67701808576542,,,30.008534071180556,,,"Josiah Gray",24580,680686
2023,"Kyle Bradish","BAL",168.2,55.27025047508446,,,,50.777433178800365,51.97355113636364,59.762248700765866,,,50.37509364297945,,,"Kyle Bradish",24586,680694
2023,"Reese Olson","DET",91.2,37.6021843469731,,,,37.491618093652036,36.65324895615866,41.20071186266448,,,33.55270985878661,,,"Reese Olson",24968,681857
2023,"Brady Singer","KCR",159.2,29.159823608398437,,,,28.93103751878287,31.613235583408272,,,,28.469276986471037,,,"Brady Singer",25377,663903
2023,"Jhony Brito","NYY",52.2,48.63082356770833,,,,48.752814797794116,45.57940770709325,,51.98581730769231,,51.15703266019855,,,"Jhony Brito",25386,666745
2023,"George Kirby","SEA",190.2,35.97083661196043,,36.001619037828945,,36.41165396654351,33.78703209307554,,36.697030526620374,,33.292530732996326,,35.48957824707031,"George Kirby",25436,669923
2023,"Brandon Williamson","CIN",117,47.57629123263889,43.58890773680796,,,,43.00222576935279,53.406646976626014,,,40.310378502155174,,,"Brandon Williamson",25463,682227
2023,"Hunter Brown","HOU",152.2,57.68337108102606,55.1054935515873,48.36750661294291,,53.44619140625,50.21337890625,,57.46029862733645,,,,,"Hunter Brown",25880,686613
2023,"Ryne Nelson","ARI",138.1,49.38343560222672,48.929930105149374,,,,43.37246355914429,55.953795890497965,,,43.079375127239416,,,"Ryne Nelson",26253,669194
2023,"Tommy Henry","ARI",87.2,40.17076388888889,,,,,34.254720052083336,42.101521963443396,,,39.2059449613764,,,"Tommy Henry",26285,674072
2023,"Alek Manoah","TOR",87.1,38.07760682397959,,,,36.61615349264706,35.87765424679487,,,,39.057608145254626,,,"Alek Manoah",26410,666201
2023,"Reid Detmers","LAA",148.2,36.083008682101514,,,,,38.871875,44.57390547648515,,,39.57037829676418,,,"Reid Detmers",27468,672282
2023,"Jared Shuster","ATL",52.2,42.961488578576116,,,,,45.20959300726232,,,,47.147927135678394,,,"Jared Shuster",27472,694363
2023,"Bobby Miller","LAD",124.1,47.193510940255734,,,,42.47651315242686,47.930132949561404,50.644455714779006,,,44.889511594347134,,,"Bobby Miller",27483,676272
2023,"Spencer Strider","ATL",186.2,46.628527811986864,,,,,45.868767891221374,,,,43.34061197916667,,,"Spencer Strider",27498,675911
2023,"Graham Ashcraft","CIN",145.2,,48.77262449186992,,,44.706202256944444,48.687081473214285,,,,41.84975814819336,,,"Graham Ashcraft",27552,668933
2023,"Logan Allen","CLE",125.1,44.200159819574246,43.296815579530424,,,,43.17987615411932,,,,42.06921548045154,,,"Logan Allen",27589,671106
2023,"Luis Ortiz","PIT",73,31.196169019933556,32.953243255615234,,,29.257040468289084,34.04443968204489,,,,31.69575557002315,,,"Luis Ortiz",27646,682847
2023,"Ken Waldichuk","OAK",103,35.15756731237817,,,,,33.260526031373516,47.55105445498512,,,32.2440772984215,,,"Ken Waldichuk",27681,686610
2023,"Louis Varland","MIN",56,35.09605207663882,37.84917195638021,,,,36.46842817826705,,,,32.536079056766056,,,"Louis Varland",27691,686973
2023,"Eury Pérez","MIA",91.1,34.135278425394546,,,,,28.129455437367866,35.58387941734813,,,29.499475911458333,,,"Eury Perez",27768,691587
2023,"Bryce Elder","ATL",174.2,52.713253640379584,,,,51.57704540149393,54.151815668489064,,,,51.91714242788461,,,"Bryce Elder",27779,693821
2023,"Brandon Pfaadt","ARI",90,29.562460713002874,,,,29.29928730339404,26.502288081219806,34.11128216911764,,,24.341111203457448,,,"Brandon Pfaadt",27782,694297
2023,"Bryce Miller","SEA",131.1,48.886128826530616,,,,42.61990966796875,42.310611413043475,47.242655436197914,,,37.778775206997864,,,"Bryce Miller",29837,682243
2023,"Emmet Sheehan","LAD",53.1,30.10619988466608,,,,,28.201309419014084,,,,27.726736886160715,,,"Emmet Sheehan",29839,686218
2023,"Andrew Abbott","CIN",109.1,45.841994243421055,,,,,43.57739803813898,49.66655815972222,,,44.62413999495968,,,"Andrew Abbott",29911,671096
2023,"Gavin Williams","CLE",82,38.450102367177315,,,,,38.383291207107845,47.19569481382979,,,36.72864708533654,,,"Gavin Williams",30122,668909
2023,"Tanner Bibee","CLE",142,61.354219035648995,,,,,55.123594247611464,65.67945130813953,,,56.37442823024612,,,"Tanner Bibee",30134,676440
2023,"Bryan Woo","SEA",87.2,26.157432230301914,,,,26.059128345189702,29.126514094020173,,,,28.16055700913915,,,"Bryan Woo",30279,693433
