Season,Name,Team,IP,vFA,vFT,vFC,vFS,vFO,vSI,vSL,vCU,vKC,vEP,vCH,vSC,vKN,NameASCII,PlayerId,MLBAMID
2025,"Antonio Senzatela","COL",108,94.8686274509804,,,,,95.18000139508929,86.8813775510204,80.33147099103586,,,87.45063977363782,,,"Antonio Senzatela",15488,622608
2025,"Luis Castillo","SEA",180.2,94.97186147186147,,,,,94.82098248468607,84.48292538998358,,,,87.16882467830882,,,"Luis Castillo",15689,622491
2025,"Zack Littell","- - -",186.2,92.11387337386878,,,83.43188925114829,,91.48561709971911,86.00871246936275,,,,,,,"Zack Littell",15823,641793
2025,"Sean Manaea","NYM",51.1,91.65768393987342,,,,,91.67999267578125,77.55532271086626,,,,84.58571079799107,,,"Sean Manaea",15873,640455
2025,"Luis Severino","ATH",162.2,96.0777524834437,,93.20545073375263,,,95.65968172315141,84.87378737277353,,,,86.20276131465518,,,"Luis Severino",15890,622663
2025,"Carlos Rodón","NYY",195.1,94.12596493675595,,92.37999877929687,,,91.93915604773463,85.89189142935378,80.31721471567623,,,84.99942046001927,,,"Carlos Rodon",16137,607074
2025,"Aaron Nola","PHI",94.1,91.8621052631579,,86.22782778532608,,,90.72241992882562,,,78.19912472647702,,84.82833658854166,,,"Aaron Nola",16149,605400
2025,"Brandon Woodruff","MIL",64.2,93.06141201761746,,89.47350993377484,,,92.85488347011784,80.66666666666667,78.61111111111111,,,83.6,,,"Brandon Woodruff",16162,605540
2025,"Kyle Freeland","COL",162.2,91.57819088855422,,87.29381443298969,,,91.33666666666667,83.60471329599056,,82.57453824266975,,86.39523543792517,,,"Kyle Freeland",16256,607536
2025,"Tyler Mahle","TEX",86.2,91.96608301352339,,85.4011396928267,84.06736496409921,,,83.40507529438406,,,,,,,"Tyler Mahle",16358,641816
2025,"Austin Gomber","COL",57.2,89.45043731778425,,86.10750122070313,81.004443359375,,,82.5251572327044,,76.03064358618951,,80.96463533727135,,,"Austin Gomber",16561,596295
2025,"Grant Holmes","ATL",114,94.47279751375787,,92.15000131967905,,,93.17500305175781,85.38848920863309,83.41926650747509,,,90.17391304347827,,,"Grant Holmes",16944,656550
2025,"Trevor Williams","WSN",82.2,87.73938285048622,,,,,86.64583333333333,77.75790178571428,,,,81.31559244791667,,,"Trevor Williams",16977,592866
2025,"Pablo López","MIN",75.2,94.47649476156069,,,,,93.67317311356707,84.8632958801498,82.65484028477823,,,87.35093340355806,,,"Pablo Lopez",17085,641154
2025,"Ranger Suarez","PHI",157.1,91.30819098693503,,86.435546875,,,90.12114995503597,79.7156862745098,73.93129770992367,,,79.51185344827586,,,"Ranger Suarez",17277,624133
2025,"Framber Valdez","HOU",192,93.69773171164773,,,,,94.26760883451257,84.35933743990384,79.43500195924764,,,89.85977526091082,,,"Framber Valdez",17295,664285
2025,"Erick Fedde","- - -",120.2,,,90.21602318992078,,,93.18407793950769,82.65723037719727,,,,87.44043393342392,,,"Erick Fedde",17425,607200
2025,"Jack Flaherty","DET",161,92.91567563112284,,,,,90.73110894097222,84.93198804185351,,77.83426183844011,,85.80000135633681,,,"Jack Flaherty",17479,656427
2025,"Mitch Keller","PIT",176.1,94.02876086701127,,92.40000406901042,,,92.86577181208054,84.2849172600211,77.42428385416666,,,89.16969499684343,,,"Mitch Keller",17594,656605
2025,"Jeffrey Springs","ATH",158.1,90.6932705965909,,86.86363636363636,,,,81.82937062937063,,,,79.10994242163609,,,"Jeffrey Springs",17677,605488
2025,"Logan Webb","SFG",207,92.77616882324219,,91.0594609676641,,,92.5663353561706,84.63826245704468,,,,86.49331202651516,,,"Logan Webb",17995,657277
2025,"Michael Soroka","- - -",83.1,93.5146404515917,,,,,93.22086186031643,,80.34469230807558,,,84.25878246410473,,,"Michael Soroka",18383,647336
2025,"Dylan Cease","SDP",168,97.12188623202876,,,,,96.0506591796875,88.69363550148039,,82.27738250248017,,77.25293686810662,,,"Dylan Cease",18525,656302
2025,"Freddy Peralta","MIL",176.2,94.77910168079951,,,,,,83.68900343642612,78.849285851227,,,88.90152671755725,,,"Freddy Peralta",18679,642547
2025,"Sandy Alcantara","MIA",174.2,97.5511462602459,,,,,97.19763530165615,89.41008771929825,85.33896653071017,,,90.418359375,,,"Sandy Alcantara",18684,645261
2025,"Zac Gallen","ARI",192,93.54111376503893,,89.50659447973901,,,93.30389483563312,88.02300539269912,,81.0618206521739,,86.28902351546907,,,"Zac Gallen",19291,668678
2025,"Cal Quantrill","- - -",117.2,93.5721271393643,,88.91014162406394,86.3497588965311,,93.75165106512763,84.94181703509706,79.93601860434322,,,87.74000244140625,,,"Cal Quantrill",19312,615698
2025,"Eric Lauer","TOR",74,91.53940836588542,,86.28758726728724,,,,82.99487513354701,74.82409520896084,,,84.69999887751437,,,"Eric Lauer",19316,641778
2025,"Dean Kremer","BAL",163.1,93.28147612156295,,86.89792158018868,81.92986813583815,,92.87048192771084,83.86666870117188,78.30978832186544,,,,,,"Dean Kremer",19350,665152
2025,"Corbin Burnes","ARI",64.1,,,94.08212996389892,,,95.61442896262886,87.92967140281593,80.03350515463917,,,88.34931506849315,,,"Corbin Burnes",19361,669203
2025,"Walker Buehler","- - -",120,93.9863132723384,,90.59971865040723,,,93.78057985167572,85.3956330811613,,77.45821187033582,,89.71479045169454,,,"Walker Buehler",19374,621111
2025,"Aaron Civale","- - -",89,92.00078624815453,,89.06306406556975,85.58064647387432,,92.26072798295455,83.18405549422555,77.48992646630131,,,,,,"Aaron Civale",19479,650644
2025,"Jason Alexander","HOU",68.1,91.89732142857143,,87.62857491629464,,,90.8279963235294,78.37894622624269,,,,80.25378041841736,,,"Jason Alexander",19666,669920
2025,"Dustin May","- - -",124.2,95.4062515258789,,91.47619047619048,,,94.52813382607508,85.17034594060173,,,,89.23333333333333,,,"Dustin May",19716,669160
2025,"Michael King","SDP",73.1,93.70134943181819,,,,,92.66360677083334,82.59634551495017,,,,86.76590187978927,,,"Michael King",19853,650633
2025,"Griffin Canning","NYM",76.1,94.06004488390928,,89.64902152267157,,,94.4625015258789,87.69833938092417,,81.35517129130747,,89.47824928977273,,,"Griffin Canning",19867,656288
2025,"Clarke Schmidt","NYY",78.2,94.177998046875,,92.17540322580645,,,92.622001953125,84.22247811482085,,85.01749054091928,,,,,"Clarke Schmidt",19899,657376
2025,"Jesús Luzardo","PHI",183.2,96.48928919182083,,,,,95.798672394103,86.18161377792096,,,,87.87542736324376,,,"Jesus Luzardo",19959,666200
2025,"Joey Wentz","ATL",61,92.96466809421841,,,,,,84.58057537729658,78.91818368720095,,,86.00545099431818,,,"Joey Wentz",19962,666214
2025,"Bailey Falter","- - -",121.1,92.17465138989826,,,85.32137661637931,,92.06603635392099,85.27258962608245,78.05846510667067,,,,,,"Bailey Falter",20070,663559
2025,"Chris Paddack","- - -",145.1,93.66094435307018,,88.67422953412577,,,93.31817904385653,85.62212540618086,78.08007271967251,,,84.4207224802928,,,"Chris Paddack",20099,663978
2025,"David Peterson","NYM",168.2,92.24680978927987,,,,,91.25406487944163,84.6187999636628,78.6883762668919,,,84.57704936594203,,,"David Peterson",20302,656849
2025,"Casey Mize","DET",149,94.61435900436953,,,88.59472484622144,,94.73321405157343,88.4869827735457,83.58630952380952,,,,,,"Casey Mize",20492,663554
2025,"Bowden Francis","TOR",64,92.46932462832551,,,82.18827819824219,,91.52000122070312,82.70606208570075,73.73687744140625,,,,,,"Bowden Francis",20548,670102
2025,"Yusei Kikuchi","LAA",178.1,94.8258123265495,,,,,92.71666802300348,86.96166537267081,79.91785386029412,,,85.56176366143048,,,"Yusei Kikuchi",20633,579328
2025,"Cristopher Sánchez","PHI",202,,,,,,95.3132859421922,85.6750503508316,,,,86.27682075253924,,,"Cristopher Sanchez",20778,650911
2025,"Luis Gil","NYY",57,95.34888142820773,,,,,,86.6663984375,,,,90.80349344978166,,,"Luis Gil",21052,661563
2025,"Bailey Ober","MIN",146.1,90.24905133928571,,,,,90.34691478587963,81.72932330827068,75.29662811622191,,,83.29221732745962,,,"Bailey Ober",21224,641927
2025,"Tylor Megill","NYM",68.1,95.43397612763916,,,,,94.17479661673553,83.83535222011784,80.40352711397058,,,88.20786516853933,,,"Tylor Megill",21318,656731
2025,"Joe Ryan","MIN",166,93.70732870869253,,,87.71727704526577,,93.3860544217687,83.7100511547812,79.30686083026961,,,,,,"Joe Ryan",21390,657746
2025,"Davis Martin","CHW",136.2,93.94850948509485,,88.18606870229007,,,92.92572452022821,83.36222330729167,78.8314796730324,,,90.19588931074766,,,"Davis Martin",21448,663436
2025,"Kris Bubic","KCR",116.1,92.1349426626462,,,,,91.5888922275641,83.89578048904221,,,,85.47963169642857,,,"Kris Bubic",21455,663460
2025,"Stephen Kolek","- - -",112.2,94.02731436270254,,90.45914776872569,,,93.57174375191953,84.55594837816456,80.19999694824219,,,87.48673419563137,,,"Stephen Kolek",21487,663568
2025,"Jake Irvin","WSN",180,92.36029897043295,,87.38925297004133,,,91.88947610294117,83.79618171517176,77.8125,,,85.6065823739035,,,"Jake Irvin",21504,663623
2025,"Edward Cabrera","MIA",137.2,97.00696864111498,,,,,96.84451444892473,88.49074148457584,84.01732432909604,,,94.24603313577586,,,"Edward Cabrera",21690,665795
2025,"Cole Ragans","KCR",61.2,95.26179921582397,,89.94901769301471,,,,84.71543361996645,,80.08767832880434,,84.39951313405797,,,"Cole Ragans",21846,666142
2025,"José Soriano","LAA",169,97.88075313807532,,,92.33476257324219,,97.1862550255848,89.13882123161764,,85.23076923076923,,86.94000244140625,,,"Jose Soriano",22100,667755
2025,"Hunter Greene","CIN",107.2,99.47940865892292,,,88.42021276595744,,,89.68756393207856,84,,,,,,"Hunter Greene",22182,668881
2025,"MacKenzie Gore","WSN",159.2,95.25685425685425,,90.26691729323308,,,,86.67837955142643,81.56385416666667,,,86.15259380406575,,,"MacKenzie Gore",22201,669022
2025,"Logan Gilbert","SEA",131,95.38836716751918,,,81.74916888297872,,95.63333333333334,87.47341694078948,82.08385093167702,,,,,,"Logan Gilbert",22250,669302
2025,"Shane Baz","TBR",166.1,96.95812395309883,,90.202001953125,,,,86.73902558117378,,84.97564872606019,,89.27073703778134,,,"Shane Baz",22264,669358
2025,"Tarik Skubal","DET",195.1,97.5545760255648,,,89.2999979654948,,97.29555555555555,89.97527870435393,81.21265575553798,,,88.04368889664805,,,"Tarik Skubal",22267,669373
2025,"Trevor Rogers","BAL",109.2,93.05150703361028,,,,,92.80244061229675,80.08945686900958,,,,86.24137931034483,,,"Trevor Rogers",22286,669432
2025,"Matthew Liberatore","STL",151.2,93.91089108910892,,90.1723984375,,,93.96901807598039,86.37876674107143,77.44627867353724,,,88.4722999366554,,,"Matthew Liberatore",22294,669461
2025,"Taj Bradley","- - -",142.2,96.20473410866477,,89.65077333192568,91.34971341219816,,96.33636821400036,,81.79731518190299,,,,,,"Taj Bradley",22543,671737
2025,"Keider Montero","DET",58,93.71103548285953,,,,,93.56417112299465,84.01300623598655,,78.90737865010246,,86.75221238938053,,,"Keider Montero",22630,672456
2025,"Janson Junk","MIA",87.1,93.4586015625,,,,,,85.14715163478648,81.62987012987013,,,87.84666108630952,,,"Janson Junk",23301,676083
2025,"Joey Cantillo","CLE",67,91.71789473684211,,,,,,85.1588254442402,77.59615384615384,,,78.32621612055016,,,"Joey Cantillo",23335,676282
2025,"JP Sears","- - -",135.2,92.16264389308013,,88.5250015258789,,,90.44802374588816,79.5661718264148,79.52413677347117,,,83.39180708200918,,,"JP Sears",23429,676664
2025,"Ben Brown","CHC",75.2,95.78720340440165,,,,,,,,86.94315905448718,,90.54643031529018,,,"Ben Brown",23590,676962
2025,"Brayan Bello","BOS",161.2,95.06724609375,,88.24103578009829,,,95.3050472861842,85.67745098039215,,,,88.78768665332512,,,"Brayan Bello",23920,678394
2025,"Simeon Woods Richardson","MIN",107,93.15371673886139,,,86.10320751169786,,,85.44195519348268,77.9743461277174,,,83.17792461444805,,,"Simeon Woods Richardson",24494,680573
2025,"Randy Vásquez","SDP",129,93.27918473385168,,90.22906459130019,,,93.1499980370603,82.64402761399371,81.2284147255535,,,86.91328398164336,,,"Randy Vasquez",24719,681190
2025,"Mike Burrows","PIT",86.2,95.41838522518383,,,,,95.76757152660473,87.09311311141305,78.41829030106707,,,87.23333098723724,,,"Mike Burrows",24728,681347
2025,"Reese Olson","DET",68.2,94.26197549882629,,,,,94.40917670107034,84.29685968137255,79.6796875,,,87.7456640625,,,"Reese Olson",24968,681857
2025,"Jacob Lopez","ATH",84,90.76968287892791,,87.58333333333333,,,90.26232025588769,78.02009174944813,,,,82.74067359449761,,,"Jacob Lopez",25098,682052
2025,"Brady Singer","CIN",169.2,91.31107120385906,,87.37391021286231,,,92.19697889680484,82.32611946556351,,,,,,,"Brady Singer",25377,663903
2025,"Drew Rasmussen","TBR",150,95.79939024390244,,90.28683341906722,,,95.40702087286527,84.58839634486607,80.4710009765625,,,89.35000174386161,,,"Drew Rasmussen",25385,656876
2025,"George Kirby","SEA",126,96.15562913907284,,,85.98035539899554,,96.24262308902878,87.16042305166374,,84.35177865612648,,87.78477942425272,,,"George Kirby",25436,669923
2025,"Hunter Brown","HOU",185.1,96.58186805555556,,92.64268530868902,,,95.6801817358994,90.54732973520993,,83.51283166273585,,88.20056289501404,,,"Hunter Brown",25880,686613
2025,"Quinn Priester","MIL",130.2,,,92.34186889913232,,,93.86315340909091,86.19589739304813,81.1056795987216,,,88.4090909090909,,,"Quinn Priester",25977,682990
2025,"Brandon Walter","HOU",53.2,91.78025477707007,,88.22914623038116,,,91.50882735906863,79.52951033128416,,,,80.88120674286913,,,"Brandon Walter",26056,687888
2025,"Andre Pallante","STL",162.2,94.47654293614357,,,,,94.97972005208334,87.39884763124199,,78.19370283792651,,,,,"Andre Pallante",26108,669467
2025,"Ryan Pepiot","TBR",167.2,95.1721446179129,,91.51692708333333,,,94.87575461647727,88.9814221112311,80.76628884304775,,,86.76444444444445,,,"Ryan Pepiot",26221,686752
2025,"Ryne Nelson","ARI",128,95.6608174960815,,90.42008754185268,,,,86.373093938253,79.93190160290948,,,87.26744186046511,,,"Ryne Nelson",26253,669194
2025,"Nick Lodolo","CIN",155.2,93.75475971638656,,,,,93.81927710843374,,81.92325138195434,,,87.86219739292365,,,"Nick Lodolo",26378,666157
2025,"Bradley Blalock","COL",55.2,94.52844638949672,,89.71938775510205,86.77103313577587,,,85.17516212214052,80.92276422764228,,,,,,"Bradley Blalock",26419,687134
2025,"Ryan Gusto","- - -",81.2,94.13157563136673,,89.16647285946532,,,93.4315455903943,82.4267143354024,80.34120381236588,,,87.24817340043339,,,"Ryan Gusto",26440,687473
2025,"Garrett Crochet","BOS",205.1,96.40157620614035,,90.86826662385845,,,95.99679185491968,82.74601593625498,,,,87.67611648787313,,,"Garrett Crochet",27463,676979
2025,"Emerson Hancock","SEA",81.1,94.74556213017752,,,,,94.47368421052632,81.1990167025862,,,,86.23053584208016,,,"Emerson Hancock",27470,676106
2025,"Max Meyer","MIA",64.2,94.99220441017316,,,,,94.24154792033451,89.06811021090535,,,,89.27333441840278,,,"Max Meyer",27474,676974
2025,"Spencer Strider","ATL",125.1,95.50379422987974,,,,,,84.12338814684139,78.42553191489361,,,85.87835252899484,,,"Spencer Strider",27498,675911
2025,"Slade Cecconi","CLE",132,94.34649610678532,,88.90357317243304,,,93.63920532764317,84.29482067681347,75.46764705882353,,,84.29354838709678,,,"Slade Cecconi",27500,677944
2025,"Logan Allen","CLE",155.2,91.1925932320442,,85.63418530351437,,,88.9923965669014,78.02726898923444,,,,82.41781060222672,,,"Logan Allen",27589,671106
2025,"Mitchell Parker","WSN",158.1,92.92936511348006,,,85.42430284288194,,,85.03603769277598,81.16173913043478,,,,,,"Mitchell Parker",27636,680730
2025,"Luis Ortiz","CLE",88.2,96.4086150085034,,91.14836319633152,,,95.51228535622867,85.47635162275064,,,,89.38608448775773,,,"Luis Ortiz",27646,682847
2025,"Tanner Gordon","COL",75.1,92.26499476788432,,,,,,84.25530672226688,80.77692119891827,,,83.20684559173004,,,"Tanner Gordon",27669,685299
2025,"Jack Kochanowicz","LAA",111,95.50816461267605,,,,,95.50563686708861,85.91310160427807,,,,89.84291187739464,,,"Jack Kochanowicz",27688,686799
2025,"Eury Pérez","MIA",95.1,97.88805104408353,,,,,96.57856968470982,85.1633543494152,79.88823784722223,,,89.68091752146947,,,"Eury Perez",27768,691587
2025,"Bryce Elder","ATL",156.1,92.78935231854838,,,,,91.46776789933837,84.26828815118913,,,,86.60342650903041,,,"Bryce Elder",27779,693821
2025,"Brandon Pfaadt","ARI",176.2,93.60569685218978,,89.8176260177203,,,93.14618653775659,84.78621179917279,82.05363321799308,,,87.3152488425926,,,"Brandon Pfaadt",27782,694297
2025,"Brandon Young","BAL",57.2,93.74781932645631,,86.78837549963663,87.26646706586827,,,83.30237978980655,76.11621753589527,,,87.12557912427326,,,"Brandon Young",27819,687064
2025,"J.T. Ginn","ATH",75,93.90000406901042,,91.81849609375,,,93.26696832579185,86.0386305003894,,,,88.51134474734043,,,"J.T. Ginn",27889,669372
2025,"Bryce Miller","SEA",90.1,94.82088731210443,,91.18333604600694,83.85536061851211,,94.48313419117648,84.65901959528688,,83.41566265060241,,,,,"Bryce Miller",29837,682243
2025,"Emmet Sheehan","LAD",59.2,95.62313629518073,,,,,,87.84722222222223,77.79152873411017,,,86.22883315759202,,,"Emmet Sheehan",29839,686218
2025,"Ryan Bergert","- - -",72.1,93.35815663987523,,,,,92.46588062959559,85.36509232954545,82.61249542236328,,,87.54845562177834,,,"Ryan Bergert",29863,686701
2025,"Michael McGreevy","STL",90,92.91508816340782,,88.60514562270221,,,91.72033898305085,83.67391304347827,79.56802439135174,,,88.04121357685811,,,"Michael McGreevy",29869,700241
2025,"Sean Burke","CHW",104,94.23292465965346,,,,,93.72770966679217,86.52175564236111,79.25460808215131,,,85.21037551591981,,,"Sean Burke",29878,680732
2025,"Andrew Abbott","CIN",166.1,92.7833716844814,,88.64869225543478,,,,82.78455284552845,80.96014948174505,,,84.82167151853612,,,"Andrew Abbott",29911,671096
2025,"Cade Povich","BAL",103.2,92.19555214723927,,91.72452645931604,,,91.8433611034292,82.75636541193182,78.7753711909204,,,83.59481336805555,,,"Cade Povich",30055,700249
2025,"Landen Roupp","SFG",106.2,93.09230393629808,,90.32499842489919,,,92.75799246273712,,76.71848366477273,,,86.64525440071202,,,"Landen Roupp",30076,694738
2025,"Chad Patrick","MIL",115.2,94.15226024346794,,87.90025550314465,87.7000020345052,,94.02207505518764,84.19444444444444,85.87407769097223,,,88.63135593220339,,,"Chad Patrick",30113,694477
2025,"Gavin Williams","CLE",167.2,96.59505803979872,,91.74268292682927,,,95.8678756476684,86.55371599740933,82.02484809027777,,,87.55000305175781,,,"Gavin Williams",30122,668909
2025,"Tanner Bibee","CLE",182.1,94.36453201970443,,86.22080393145161,,,94.10064684139785,82.95489527925533,79.67631450452302,,,81.80511284722222,,,"Tanner Bibee",30134,676440
2025,"Jack Leiter","TEX",151.2,97.20415296052632,,,,,96.41599759615384,87.58706467661692,81.93114433913935,,,90.70141140919812,,,"Jack Leiter",30146,683004
2025,"Will Warren","NYY",162.1,93.27819876609442,,,,,93.19676737882654,82.71384353373702,80.1561204559949,,,87.01163352272727,,,"Will Warren",30182,701542
2025,"Noah Cameron","KCR",138.1,92.33555440017513,,88.15493394581546,,,,84.16440382281553,80.91028708133972,,,81.28125,,,"Noah Cameron",30184,702070
2025,"Hunter Dobbins","BOS",53,95.4344434478852,,,90.54430379746836,,94.97691932091347,85.45612112032313,78.54411764705883,,,,,,"Hunter Dobbins",30240,690928
2025,"Bryan Woo","SEA",186.2,95.71582107365549,,,,,95.42045659221903,86.80753820082721,,,,89.60724983808291,,,"Bryan Woo",30279,693433
2025,"Colton Gordon","HOU",70,91.18388073979592,,,,,91.5487378545168,80.58894811809392,75.68230919471154,,,84.23855774661145,,,"Colton Gordon",31312,676467
2025,"Jacob Misiorowski","MIL",63.2,99.25266927083334,,,,,,94.13369706748189,87.02215189873418,,,92.26377094655797,,,"Jacob Misiorowski",31623,694819
2025,"Shane Smith","CHW",146.1,95.64981949458483,,,,,95.67366826067615,89.46309963099631,82.10934733533995,,,90.01083358990148,,,"Shane Smith",31687,681343
2025,"Jonathan Cannon","CHW",82.1,93.54226120283019,,89.28666666666666,,,92.92049810753106,81.56438643292682,,,,85.41855938573883,,,"Jonathan Cannon",31730,686563
