Season,Name,Team,IP,FA-Z,FT-Z,FC-Z,FS-Z,FO-Z,SI-Z,SL-Z,CU-Z,KC-Z,EP-Z,CH-Z,SC-Z,KN-Z,NameASCII,PlayerId,MLBAMID
2025,"Logan Webb","SFG",207,5.826903820037842,,4.157506522985039,,,0.19155234390508025,-0.32610087706051333,,,,-3.119116580847538,,,"Logan Webb",17995,657277
2025,"Michael Soroka","- - -",83.1,8.865337336174795,,,,,5.326612122624898,,-4.591858891078404,,,4.987704354363519,,,"Michael Soroka",18383,647336
2025,"Dylan Cease","SDP",168,10.939491345097844,,,,,8.933265284488076,1.8362987413836973,,-8.730442592075892,,10.115491979262409,,,"Dylan Cease",18525,656302
2025,"Freddy Peralta","MIL",176.2,9.643999493678074,,,,,,3.3831149491247854,-3.2698687531952966,,,2.29189173574666,,,"Freddy Peralta",18679,642547
2025,"Sandy Alcantara","MIA",174.2,7.54007348232582,,,,,5.058869082092863,3.091818826240406,-0.5079158263105806,,,3.181917196245336,,,"Sandy Alcantara",18684,645261
2025,"Zac Gallen","ARI",192,10.113060089348902,,5.587907392900068,,,8.53500881442776,2.6052786227876106,,-6.267342608907948,,2.680046888644586,,,"Zac Gallen",19291,668678
2025,"Cal Quantrill","- - -",117.2,9.713167297810973,,5.010683297012259,3.8689014854613673,,7.446727214274822,0.2168917619820797,-3.559235588978913,,,6.778523254394531,,,"Cal Quantrill",19312,615698
2025,"Eric Lauer","TOR",74,9.220358106825087,,3.788722261469415,,,,1.1178461058526976,-5.335998167474586,,,3.9104407299524064,,,"Eric Lauer",19316,641778
2025,"Dean Kremer","BAL",163.1,10.575088611387482,,3.7447804576945756,5.925156080653902,,7.308277543768825,0.976256529490153,-6.431988544055811,,,,,,"Dean Kremer",19350,665152
2025,"Corbin Burnes","ARI",64.1,,,7.354615139186597,,,6.663051959165593,1.2219374939635559,-6.308898296552835,,,4.6682801965164815,,,"Corbin Burnes",19361,669203
2025,"Walker Buehler","- - -",120,9.779787244905537,,6.259743320367829,,,6.306248407778533,1.78299506574739,,-8.52764812868033,,3.16422043383961,,,"Walker Buehler",19374,621111
2025,"Aaron Civale","- - -",89,10.383569191759966,,6.317777562469303,3.7872380902690272,,6.859229403409091,-2.3080135566600855,-8.496219805817105,,,,,,"Aaron Civale",19479,650644
2025,"Jason Alexander","HOU",68.1,6.699293954031808,,4.735115596226284,,,0.9458618882123162,-0.2965944301315218,,,,0.7583413858707545,,,"Jason Alexander",19666,669920
2025,"Dustin May","- - -",124.2,7.2301530838012695,,3.887264998501571,,,3.2057899942203445,-1.441491214572348,,,,1.1893478393554688,,,"Dustin May",19716,669160
2025,"Michael King","SDP",73.1,9.664483375420875,,,,,2.5784200032552085,1.266274892610569,,,,2.8719662487278494,,,"Michael King",19853,650633
2025,"Griffin Canning","NYM",76.1,9.169419883909287,,4.737192789713542,,,9.246910095214844,-2.229686140449126,,-3.2080856849407327,,1.1371398529449066,,,"Griffin Canning",19867,656288
2025,"Clarke Schmidt","NYY",78.2,9.093151245117188,,5.4656140727381555,,,2.418761444091797,1.0302114082858307,,-7.646204653342209,,,,,"Clarke Schmidt",19899,657376
2025,"Jesús Luzardo","PHI",183.2,8.25798270904333,,,,,5.003904222253945,0.260365201025894,,,,4.440313943288148,,,"Jesus Luzardo",19959,666200
2025,"Joey Wentz","ATL",61,10.83729987787741,,,,,,1.516376004757218,-4.076577510559958,,,5.649931196732955,,,"Joey Wentz",19962,666214
2025,"Bailey Falter","- - -",121.1,10.809917219295059,,,6.132732417665679,,10.54752050435768,3.940640736775226,-1.2067103606003982,,,,,,"Bailey Falter",20070,663559
2025,"Chris Paddack","- - -",145.1,10.593371953990651,,6.059380466952645,,,8.321632732044566,3.547401461981039,-7.284415269689807,,,2.961350779490428,,,"Chris Paddack",20099,663978
2025,"David Peterson","NYM",168.2,7.830817339658347,,,,,4.857850670209391,0.3541017872418544,-4.514350519953547,,,2.9528401692708335,,,"David Peterson",20302,656849
2025,"Casey Mize","DET",149,10.038403533668852,,,2.861619463285369,,7.959892646416084,2.939906577324273,-0.21769732520693824,,,,,,"Casey Mize",20492,663554
2025,"Bowden Francis","TOR",64,10.687159960631847,,,3.46012020111084,,8.008048248291015,0.24145387880729907,-4.291189956665039,,,,,,"Bowden Francis",20548,670102
2025,"Yusei Kikuchi","LAA",178.1,8.909548269831175,,,,,5.487458970811632,2.2213049197260424,-3.3394526633895745,,,3.8920673227565175,,,"Yusei Kikuchi",20633,579328
2025,"Cristopher Sánchez","PHI",202,,,,,,2.93371068822729,0.002487148167933347,,,,-0.25753020535765814,,,"Cristopher Sanchez",20778,650911
2025,"Luis Gil","NYY",57,9.47438064854888,,,,,,3.476541015625,,,,2.878206611200191,,,"Luis Gil",21052,661563
2025,"Bailey Ober","MIN",146.1,9.738828822544642,,,,,6.531868640287422,2.6075679922462407,-4.559457843223314,,,3.658161180134912,,,"Bailey Ober",21224,641927
2025,"Tylor Megill","NYM",68.1,10.054411025971689,,,,,4.9139424473786155,-2.850759178701073,-8.622364717371324,,,1.8506317138671875,,,"Tylor Megill",21318,656731
2025,"Joe Ryan","MIN",166,7.620016865346623,,,0.8042212704883461,,4.712359992825255,1.500024532769449,-5.632815491919424,,,,,,"Joe Ryan",21390,657746
2025,"Davis Martin","CHW",136.2,8.772368309620596,,3.0813568348192986,,,5.293394223288382,1.3154749552408853,-5.175537674515335,,,1.08254177770882,,,"Davis Martin",21448,663436
2025,"Kris Bubic","KCR",116.1,10.49710172240497,,,,,5.473367805154915,-1.5130215929700184,,,,0.35089761239510997,,,"Kris Bubic",21455,663460
2025,"Stephen Kolek","- - -",112.2,7.370744775842737,,4.323682020610408,,,2.6263109061876153,-0.21092607039439526,-5.917212963104248,,,-0.1845644931403958,,,"Stephen Kolek",21487,663568
2025,"Jake Irvin","WSN",180,8.442278143974393,,3.962409910091684,,,3.944601619944853,0.40216638113706166,-2.447332819667431,,,2.897552222536321,,,"Jake Irvin",21504,663623
2025,"Edward Cabrera","MIA",137.2,8.651504995100174,,,,,5.792421139952957,1.5716789657475096,-5.9346972104519775,,,3.1206433526400863,,,"Edward Cabrera",21690,665795
2025,"Cole Ragans","KCR",61.2,9.981010979927435,,4.864024143592984,,,,-1.0656114616650063,,-7.313681782155797,,6.890839065330616,,,"Cole Ragans",21846,666142
2025,"José Soriano","LAA",169,7.9159083665664225,,,0.15751869976520538,,2.1719538816931654,0.2887291627771714,,-5.406114256494602,,-0.14180140495300292,,,"Jose Soriano",22100,667755
2025,"Hunter Greene","CIN",107.2,10.036507144271383,,,3.1923652811253325,,,2.3916499111344107,-0.2801285684108734,,,,,,"Hunter Greene",22182,668881
2025,"MacKenzie Gore","WSN",159.2,9.88218823277417,,4.817600336289944,,,,1.3686008396091405,-7.243623408564815,,,4.990958771491133,,,"MacKenzie Gore",22201,669022
2025,"Logan Gilbert","SEA",131,9.701972980938299,,,-0.288778156253463,,8.358551534016927,0.7426652607164885,-1.571099322775136,,,,,,"Logan Gilbert",22250,669302
2025,"Shane Baz","TBR",166.1,9.687347872173367,,4.518696594238281,,,,0.28624857925787206,,-6.974449731745896,,5.318884159591037,,,"Shane Baz",22264,669358
2025,"Tarik Skubal","DET",195.1,10.058897982312724,,,3.9552733103434243,,8.159950810185185,3.029886995808462,-2.8059968586209454,,,4.181371388355447,,,"Tarik Skubal",22267,669373
2025,"Trevor Rogers","BAL",109.2,8.592447424943353,,,,,4.909791527724847,3.0630032962884384,,,,0.6716652856084514,,,"Trevor Rogers",22286,669432
2025,"Matthew Liberatore","STL",151.2,9.716374204384724,,6.37768212890625,,,8.497616038602942,1.0323552933950273,-10.134751340176196,,,6.143176929370777,,,"Matthew Liberatore",22294,669461
2025,"Taj Bradley","- - -",142.2,10.679504625725023,,3.4633947541814973,5.45118539983576,,8.51509987224232,,-8.126640661438898,,,,,,"Taj Bradley",22543,671737
2025,"Keider Montero","DET",58,9.29815449284072,,,,,6.073198451077874,1.228389038633338,,-5.533364718077613,,4.255038641195382,,,"Keider Montero",22630,672456
2025,"Janson Junk","MIA",87.1,10.5406435546875,,,,,,2.503158623637678,-6.626787854479505,,,3.9224923270089285,,,"Janson Junk",23301,676083
2025,"Joey Cantillo","CLE",67,9.759842722039474,,,,,,3.296307732077206,-10.272687341412928,,,7.363214091575648,,,"Joey Cantillo",23335,676282
2025,"JP Sears","- - -",135.2,7.929625893234586,,7.218585014343262,,,4.14885129426655,3.6284344421690378,-0.9088963183370986,,,1.8674979775638905,,,"JP Sears",23429,676664
2025,"Ben Brown","CHC",75.2,10.2139712914804,,,,,,,,-0.8944652589977297,,4.975420815604074,,,"Ben Brown",23590,676962
2025,"Brayan Bello","BOS",161.2,7.690128784179688,,1.578601884021806,,,3.4684994346217106,-1.6999471028645834,,,,2.7991248821390085,,,"Brayan Bello",23920,678394
2025,"Simeon Woods Richardson","MIN",107,10.946216545482674,,,4.905292041798964,,,3.7332614502450356,-7.671474290930706,,,6.89935540533685,,,"Simeon Woods Richardson",24494,680573
2025,"Randy Vásquez","SDP",129,9.23217130962171,,6.497041837207218,,,6.816230198845791,2.8793252429122447,-3.5141351566103554,,,3.1905009663188375,,,"Randy Vasquez",24719,681190
2025,"Mike Burrows","PIT",86.2,9.936005536247702,,,,,7.072932062922297,1.8887780230978262,-9.257105385384909,,,4.977139126431118,,,"Mike Burrows",24728,681347
2025,"Reese Olson","DET",68.2,8.917980212001174,,,,,6.552376003440367,-1.6987696030560662,-6.928725242614746,,,0.7330514017740886,,,"Reese Olson",24968,681857
2025,"Jacob Lopez","ATH",84,6.747842446713262,,5.439494396391369,,,3.6617104350656704,0.8163136867497931,,,,2.608238986804725,,,"Jacob Lopez",25098,682052
2025,"Brady Singer","CIN",169.2,8.105213139681208,,4.240720887115036,,,5.8539457172927465,-0.14943392076304646,,,,,,,"Brady Singer",25377,663903
2025,"Drew Rasmussen","TBR",150,10.079460032393293,,2.4735882710691017,,,7.752118510584677,-1.0721011843000139,-6.65790771484375,,,3.4672519138881137,,,"Drew Rasmussen",25385,656876
2025,"George Kirby","SEA",126,7.696226006312086,,,1.1072701726640974,,5.285437275179856,-1.5493496495662762,,-6.900673847424654,,3.5899837328040083,,,"George Kirby",25436,669923
2025,"Hunter Brown","HOU",185.1,10.158471354166666,,4.671968413562309,,,7.95321953005907,3.414424750641102,,-8.824241782134434,,4.935916514878862,,,"Hunter Brown",25880,686613
2025,"Quinn Priester","MIL",130.2,,,6.616330624661063,,,4.359007753314394,0.23893204687325925,-4.4898012334650215,,,2.794088190252131,,,"Quinn Priester",25977,682990
2025,"Brandon Walter","HOU",53.2,6.843557953075239,,3.995857546682315,,,3.105040007946538,-1.4752887663294056,,,,0.0616096586189014,,,"Brandon Walter",26056,687888
2025,"Andre Pallante","STL",162.2,6.102253756260434,,,,,8.334236653645833,-0.07312892860090228,,-8.95547605499508,,,,,"Andre Pallante",26108,669467
2025,"Ryan Pepiot","TBR",167.2,11.138754525729253,,7.989181599289021,,,9.084956313624527,5.0715194932842875,-6.271425397208567,,,1.5227651186342592,,,"Ryan Pepiot",26221,686752
2025,"Ryne Nelson","ARI",128,11.280069094092868,,4.420173645019531,,,,1.0163383637087413,-4.497519657529634,,,7.717209926871366,,,"Ryne Nelson",26253,669194
2025,"Nick Lodolo","CIN",155.2,5.329399386707808,,,,,3.1529813100056474,,0.09923121388390468,,,1.2623463778078445,,,"Nick Lodolo",26378,666157
2025,"Bradley Blalock","COL",55.2,9.941743879923413,,2.9428798130580356,4.6893108499461205,,,-0.9553274516186683,-5.05560501222688,,,,,,"Bradley Blalock",26419,687134
2025,"Ryan Gusto","- - -",81.2,10.552314693535124,,4.268284439351517,,,4.61353276399958,1.8325456331853998,-7.544606352057068,,,4.967827344462819,,,"Ryan Gusto",26440,687473
2025,"Garrett Crochet","BOS",205.1,9.382782517817983,,3.856565989315782,,,4.965823253953313,-1.281550677174116,,,,4.029637578708022,,,"Garrett Crochet",27463,676979
2025,"Emerson Hancock","SEA",81.1,6.776830910225592,,,,,3.312020614562247,-0.5437976104285329,,,,1.181688730953304,,,"Emerson Hancock",27470,676106
2025,"Max Meyer","MIA",64.2,8.963150618912337,,,,,3.4287928191708845,-0.8640369054221322,,,,1.3802753024631076,,,"Max Meyer",27474,676974
2025,"Spencer Strider","ATL",125.1,9.587019758903793,,,,,,1.7926479872836862,-3.602179669319315,,,4.106061168552674,,,"Spencer Strider",27498,675911
2025,"Slade Cecconi","CLE",132,9.265623913723582,,4.194614955357143,,,5.1469242583287445,0.513120423944503,-7.267135081571691,,,2.1863893570438506,,,"Slade Cecconi",27500,677944
2025,"Logan Allen","CLE",155.2,9.28796723929558,,3.535723701452676,,,5.194263726892606,0.32494114536607854,,,,3.463782430177758,,,"Logan Allen",27589,671106
2025,"Mitchell Parker","WSN",158.1,10.644415728163686,,,5.41530015733507,,,1.7030225481305803,-3.783900305706522,,,,,,"Mitchell Parker",27636,680730
2025,"Luis Ortiz","CLE",88.2,6.76865765837585,,5.0685242362644365,,,1.7546919995200512,0.5426728314789524,,,,1.6935385477911566,,,"Luis Ortiz",27646,682847
2025,"Tanner Gordon","COL",75.1,8.481770833333334,,,,,,1.54663547135626,-1.0664911270141602,,,4.576790581184648,,,"Tanner Gordon",27669,685299
2025,"Jack Kochanowicz","LAA",111,8.299900280589789,,,,,2.1039735642620827,-0.5628045637977315,,,,1.7546923407192887,,,"Jack Kochanowicz",27688,686799
2025,"Eury Pérez","MIA",95.1,10.525669319170534,,,,,7.370053427559989,3.247994525158382,-4.063289866727941,,,5.409462499254532,,,"Eury Perez",27768,691587
2025,"Bryce Elder","ATL",156.1,8.924388073336694,,,,,5.237503138291588,0.394437830958469,,,,3.1492701773407794,,,"Bryce Elder",27779,693821
2025,"Brandon Pfaadt","ARI",176.2,8.96167455520073,,3.8758575322527538,,,4.178692322672287,3.120039098403033,-4.551828351400303,,,2.6055472047760078,,,"Brandon Pfaadt",27782,694297
2025,"Brandon Young","BAL",57.2,10.501538322967233,,3.358702548714571,3.155995260455651,,,1.1375436328706288,-8.637733253272804,,,6.134724461755087,,,"Brandon Young",27819,687064
2025,"J.T. Ginn","ATH",75,3.9420862197875977,,5.425849609375,,,2.267928317661199,-0.590475777599299,,,,1.0292377877742687,,,"J.T. Ginn",27889,669372
2025,"Bryce Miller","SEA",90.1,10.99628535403481,,7.549181620279948,0.9914571900681228,,7.970767750459559,-0.9902266205334272,,-6.073131147637425,,,,,"Bryce Miller",29837,682243
2025,"Emmet Sheehan","LAD",59.2,10.146482021837349,,,,,,2.3348138597276478,-8.162677312301376,,,0.4264530579736628,,,"Emmet Sheehan",29839,686218
2025,"Ryan Bergert","- - -",72.1,10.851709171815019,,,,,8.243792006548713,1.2543542203036222,-5.814589977264404,,,4.552200946611228,,,"Ryan Bergert",29863,686701
2025,"Michael McGreevy","STL",90,7.6025390625,,3.7086426230037914,,,2.6956402277542373,0.3524117677108101,-6.627003514489462,,,1.8912904069230363,,,"Michael McGreevy",29869,700241
2025,"Sean Burke","CHW",104,10.82122017133354,,,,,9.159203954489834,3.111859356915509,-8.519461990248226,,,5.532323873267983,,,"Sean Burke",29878,680732
2025,"Andrew Abbott","CIN",166.1,9.487030198436264,,5.005172596807065,,,,2.2330706009696817,-1.5819729342318998,,,6.05649488325808,,,"Andrew Abbott",29911,671096
2025,"Cade Povich","BAL",103.2,10.164143380943251,,9.2457142955852,,,7.1792586335038715,0.3299636494029652,-8.169592710276742,,,2.7792756257233795,,,"Cade Povich",30055,700249
2025,"Landen Roupp","SFG",106.2,5.349569467397837,,4.5491948281565024,,,1.7573048661394817,,-3.8579715613162877,,,-1.0774318839930281,,,"Landen Roupp",30076,694738
2025,"Chad Patrick","MIL",115.2,9.528424115758611,,7.017573825668239,3.2651659647623696,,6.550237457746965,3.395349290635851,-2.0224216602466725,,,2.3143284684520657,,,"Chad Patrick",30113,694477
2025,"Gavin Williams","CLE",167.2,8.95916038855215,,4.253674018673781,,,5.825229466887953,-0.291953025910109,-7.302093882619599,,,2.6993184089660645,,,"Gavin Williams",30122,668909
2025,"Tanner Bibee","CLE",182.1,8.676487213285098,,2.117282006048387,,,5.928426369287634,-0.8337030938331117,-4.55114063463713,,,6.7050244140625,,,"Tanner Bibee",30134,676440
2025,"Jack Leiter","TEX",151.2,10.186566928137651,,,,,8.795455979567308,0.999724481433976,-5.434771928630892,,,2.0472774865492336,,,"Jack Leiter",30146,683004
2025,"Will Warren","NYY",162.1,8.919611722103005,,,,,2.6424614523543792,0.23680465856637922,-6.059399663185586,,,0.6710768821022727,,,"Will Warren",30182,701542
2025,"Noah Cameron","KCR",138.1,9.832596493268388,,3.9288322219521192,,,,-0.31998120156692456,-5.817434794594797,,,6.825770263671875,,,"Noah Cameron",30184,702070
