Season,Name,Team,IP,FA-SPN,FC-SPN,FS-SPN,FO-SPN,SI-SPN,SL-SPN,CU-SPN,KC-SPN,EP-SPN,CH-SPN,SC-SPN,KN-SPN,NameASCII,PlayerId,MLBAMID
2023,"Joe Musgrove","SDP",97.1,2581.3614775725596,2609.9588607594937,,,2448.2976190476193,2792.7955555555554,2765.035135135135,,,2092.6079545454545,,,"Joe Musgrove",12970,605397
2023,"Anthony DeSclafani","SFG",95.1,2200.335164835165,,,,2075.7195121951218,2077.138719512195,,2076.5733333333333,,1545.1744966442952,,,"Anthony DeSclafani",13050,543101
2023,"Yu Darvish","SDP",136.1,2405.1842818428186,2601.631313131313,1444,,2271.861985472155,2798.7773631840796,2647.3660714285716,2768.8231292517007,,599,,,"Yu Darvish",13074,506433
2023,"Gerrit Cole","NYY",209,2412.007475560667,2511.2521739130434,,,,2542.3089311859444,,2782.909090909091,,1580.8283261802576,,,"Gerrit Cole",13125,543037
2023,"Eduardo Rodriguez","DET",152.2,2156.7462825278812,2166.8289473684213,,,2159.2818181818184,2108.1111111111113,,,,1862.482142857143,,,"Eduardo Rodriguez",13164,593958
2023,"Zach Davies","ARI",82.1,2207.890532544379,2243.869822485207,,,2112.811088295688,2440.775,2647.5108695652175,,,1764.6172506738544,,,"Zach Davies",13183,605200
2023,"Steven Matz","STL",89,,,,,2217.4498886414253,2121.733333333333,2251.516806722689,,,2301.357819905213,,,"Steven Matz",13361,571927
2023,"Marcus Stroman","CHC",133.2,2358.7954545454545,2518.0142180094786,1721.688622754491,,2199.6231306081754,2683.572727272727,2649.467479674797,,,,,,"Marcus Stroman",13431,573186
2023,"Blake Snell","SDP",180,2425.4523036988967,,,,,2344.985576923077,2394.8086124401916,,,1795.5821917808219,,,"Blake Snell",13543,605483
2023,"Max Fried","ATL",77.2,2177.600484261501,2416.0545454545454,,,2069.445205479452,2428.4525547445255,2721.275261324042,,,1424.8,,,"Max Fried",13743,608331
2023,"Zach Eflin","TBR",177.2,2218.0440251572327,2235.6488095238096,,,2097.0571081409475,2465.83185840708,2498.982326951399,,,1602.1984732824428,,,"Zach Eflin",13774,621107
2023,"Chris Flexen","- - -",77.2,2111.5589743589744,2340.638743455497,,,1904.2903225806451,2531.9122807017543,2473.2051282051284,,,1295.487684729064,,,"Chris Flexen",13896,623167
2023,"Michael Wacha","SDP",134.1,2043.5258215962442,2035.7210144927535,,,1896.5661016949152,,2149.922448979592,,,1521.873368146214,,,"Michael Wacha",14078,608379
2023,"Kevin Gausman","TOR",185,2272.414477898783,,1780.6295666949873,,,2229.3534743202417,,,,,,,"Kevin Gausman",14107,592332
2023,"José Berríos","TOR",189.2,2226.779632721202,,,,2113.0097297297298,,2370.7586206896553,,,1436.3609576427257,,,"Jose Berrios",14168,621244
2023,"Ty Blach","COL",64.2,,2226.8187134502923,,,2112.2921739130434,,2328.9848484848485,,,1982.3727272727272,,,"Ty Blach",14361,621389
2023,"Tyler Glasnow","TBR",120,2488.848595848596,,,,2518.8571428571427,2652.6236722306526,2725.5272277227723,,,1825.2,,,"Tyler Glasnow",14374,607192
2023,"Hyun Jin Ryu","TOR",52,2050.555133079848,2019.2038216560509,,,1982.6708860759493,,2472.718309859155,,,1480.5079365079366,,,"Hyun Jin Ryu",14444,547943
2023,"Paul Blackburn","OAK",102.2,2169.2961538461536,2420.4103260869565,,,2008.939732142857,2604.858823529412,2548.341121495327,,,1680.4660194174758,,,"Paul Blackburn",14739,621112
2023,"Julio Urías","LAD",117.1,2435.641056422569,2691.7719298245615,,,,,2826.726126126126,,,1859.2551724137932,,,"Julio Urias",14765,628711
2023,"Michael Lorenzen","- - -",148.2,2450.2275,2665.2,,,2302.940074906367,2546.8614008941877,2641.777777777778,,,2098.059670781893,,,"Michael Lorenzen",14843,547179
2023,"Jon Gray","TEX",157.1,2009.8934911242604,,,,,2401.0104931794335,2499.0945945945946,,,1444.7589928057555,,,"Jon Gray",14916,592351
2023,"Ben Lively","CIN",65.2,2001.3342939481267,1969.7777777777778,,,1962.3703703703704,1991.6066945606694,1973.1463414634147,,,1676.958762886598,,,"Ben Lively",14932,594902
2023,"Andrew Heaney","TEX",136.2,2412.7159420289854,,,,,2522.337907375643,2394,,,2116.023474178404,,,"Andrew Heaney",15423,571760
2023,"Matthew Boyd","DET",71,2502.753303964758,,,,2435.9024390243903,2438.0299401197603,2571.735632183908,,,1889.9634703196348,,,"Matthew Boyd",15440,571510
2023,"Nick Pivetta","BOS",87,2320.8385345997285,2408.263736263736,1267.6363636363637,,,2406.08984375,2780.984251968504,,,,,,"Nick Pivetta",15454,601713
2023,"Marco Gonzales","SEA",50,2024.5117845117845,2020.7464788732395,,,1938.5,,2195.7551020408164,,,2164.248979591837,,,"Marco Gonzales",15467,594835
2023,"Lucas Giolito","- - -",184.1,2168.4887892376682,,,,,1973.1875693673696,2333.9795918367345,,,1543.4168514412418,,,"Lucas Giolito",15474,608337
2023,"Luis Castillo","SEA",197,2256.206605762474,,,,2079.743902439024,2316.8084507042254,,,,1897.964,,,"Luis Castillo",15689,622491
2023,"Zack Littell","TBR",71.1,2053.113879003559,,909.9226519337017,,2073.646153846154,2212.2403846153848,,,,,,,"Zack Littell",15823,641793
2023,"Luis Severino","NYY",87.1,2250.9752747252746,2398.8165938864627,,,2125.6,2670.5460750853244,,,,1560.7713310580205,,,"Luis Severino",15890,622663
2023,"Carlos Rodón","NYY",64.1,2343.383259911894,,,,,2461.9174311926604,2501.8630136986303,,,1513.5833333333333,,,"Carlos Rodon",16137,607074
2023,"Aaron Nola","PHI",193.2,2299.2340659340657,2266.439130434783,,,2209.6862068965515,,,2577.517911975435,,1546.202564102564,,,"Aaron Nola",16149,605400
2023,"Brandon Woodruff","MIL",67,2410.2733644859813,,,,2354.532751091703,2438.242424242424,2539.512195121951,,,2004.7853658536585,,,"Brandon Woodruff",16162,605540
2023,"Kyle Freeland","COL",155.2,2345.0585585585586,,,,2275.149560117302,2265.194736842105,,2386.1792452830186,,1588.5034013605443,,,"Kyle Freeland",16256,607536
2023,"Jordan Montgomery","- - -",188.2,2320.432258064516,2377.5833333333335,,,2187.0241351568784,,2348.5533230293663,,,1663.3124065769805,,,"Jordan Montgomery",16511,656756
2023,"Austin Gomber","COL",139,2167.2244467860905,,,,2129.24,2382.9331797235022,,2521.046961325967,,1641.9641025641026,,,"Austin Gomber",16561,596295
2023,"Luke Weaver","- - -",114,2371.63282937365,2404,,,,2262.078498293515,,2224.392156862745,,1681.3666666666666,,,"Luke Weaver",16918,596133
2023,"Touki Toussaint","- - -",74.1,2224.85534591195,,1619.4054054054054,,2207.5240506329114,2259.108108108108,2438.436224489796,,,,,,"Touki Toussaint",16929,657053
2023,"Trevor Williams","WSN",144.1,2204.2800353356893,,,,1866.9083769633507,2183.728421052632,2231.3777777777777,,,1678.3870246085012,,,"Trevor Williams",16977,592866
2023,"Pablo López","MIN",194,2259.88782358581,,,,2113.60625,2486.797213622291,2640.862068965517,,,2044.0501567398119,,,"Pablo Lopez",17085,641154
2023,"Domingo Germán","NYY",103.2,2501.439909297052,,,,2380.268292682927,,2651.589424572317,,,2393.4354354354355,,,"Domingo German",17149,593334
2023,"Ranger Suarez","PHI",125,1966.6935483870968,2034.5803921568627,,,1922.3915343915344,2093.818181818182,2146.5442708333335,,,1435.239247311828,,,"Ranger Suarez",17277,624133
2023,"Michael Kopech","CHW",126.2,2499.157822191592,,,,,2329.2536115569824,2338.278350515464,,,1783.4157303370787,,,"Michael Kopech",17282,656629
2023,"Framber Valdez","HOU",198,2205,2437.89,,,2176.6014492753625,2605.338521400778,2789.1167785234898,,,1659.1079913606911,,,"Framber Valdez",17295,664285
2023,"Justin Steele","CHC",173.1,2308.414677804296,,,,2245.9791666666665,2584.910891089109,2671.529411764706,,,1619.892857142857,,,"Justin Steele",17312,657006
2023,"Jack Flaherty","- - -",141.1,2305.026515151515,2291.4100418410044,,,2041.3076923076924,2463.444968553459,,2492.6470588235293,,1624.2325581395348,,,"Jack Flaherty",17479,656427
2023,"Mitch Keller","PIT",194.1,2374.487116564417,2456.1838624338625,,,2370.618309859155,2746.36127744511,2582.6385542168673,,,1626.9772727272727,,,"Mitch Keller",17594,656605
2023,"Cristian Javier","HOU",162,2241.6706302021403,,,,,2522.0555555555557,,2909.778801843318,,2337.235294117647,,,"Cristian Javier",17606,664299
2023,"Nestor Cortes","NYY",63.1,2268.9460431654675,2399.9188311688313,,,2240.8,2554.01775147929,,,,1403.7,,,"Nestor Cortes",17874,641482
2023,"Peter Lambert","COL",56,2181.5827338129498,,,,,2332.3525423728815,2083.7045454545455,,,1515.3379310344828,,,"Peter Lambert",17969,663567
2023,"Logan Webb","SFG",216,1980.1880341880342,,,,1856.7921348314608,2501.994056463596,,,,1464.8957703927492,,,"Logan Webb",17995,657277
2023,"James Kaprielian","OAK",58.1,1999.5781990521327,,,,1905.5185185185185,2348.673015873016,2433.10447761194,,,1261.0731707317073,,,"James Kaprielian",18331,621076
2023,"Kenta Maeda","MIN",101,2270.8256070640177,,1403.1334622823983,,2240.3396226415093,2577.172,2737.72131147541,,,,,,"Kenta Maeda",18498,628317
2023,"Dylan Cease","CHW",177,2517.171875,,,,,2795.4563492063494,,2640.8343434343433,,1677.8383838383838,,,"Dylan Cease",18525,656302
2023,"Freddy Peralta","MIL",165.2,2414.193392980041,,,,,2341.6025848142167,2176.2982954545455,,,1707.3180722891566,,,"Freddy Peralta",18679,642547
2023,"Sandy Alcantara","MIA",184.2,2250.034542314335,,,,2326.4050632911394,2366.662408759124,2461.5833333333335,,,1962.6935483870968,,,"Sandy Alcantara",18684,645261
2023,"Jesse Scholtens","CHW",53.2,2058.5707547169814,,,,,2331.0338461538463,2198.747058823529,,,1407.0285714285715,,,"Jesse Scholtens",19205,669947
2023,"Dakota Hudson","STL",65,2163.4625,,,,2063.182767624021,2522.0274390243903,2446.9795918367345,,,1665.3333333333333,,,"Dakota Hudson",19206,641712
2023,"Cole Irvin","BAL",58,2024.031690140845,2154.3785714285714,,,1893.6508875739646,,2193.6267605633802,,,1553.3118811881188,,,"Cole Irvin",19244,608344
2023,"Zac Gallen","ARI",210,2293.014429109159,2319.453020134228,,,2350.0454545454545,2428.3241379310343,,2452.773097826087,,1517.008830022075,,,"Zac Gallen",19291,668678
2023,"Cal Quantrill","CLE",99.2,2182.705882352941,2256.364077669903,1067.395238095238,,2149.2334739803096,,2399.5828877005347,,,1529.7398843930637,,,"Cal Quantrill",19312,615698
2023,"Dean Kremer","BAL",172.2,2297.3874538745386,2432.017142857143,,,2002.5058823529412,2657.7083333333335,2745.597701149425,,,1711.3621169916435,,,"Dean Kremer",19350,665152
2023,"Corbin Burnes","MIL",193.2,,2636.475381008206,,,2478.7033898305085,2844.022813688213,2777.9848484848485,,,2036.8699421965318,,,"Corbin Burnes",19361,669203
2023,"Tony Gonsolin","LAD",103,2216.0563165905633,,1481.5398230088495,,,2468.628289473684,2580.2709163346613,,,,,,"Tony Gonsolin",19388,664062
2023,"Dane Dunning","TEX",147,2156.3230769230768,2157.301369863014,,,2051.9301712779975,2354.5363636363636,2111.5,2208.8630136986303,,1768.0378378378377,,,"Dane Dunning",19409,641540
2023,"Shane Bieber","CLE",128,2241.6448326055315,2461.0076045627375,,,,2532.477722772277,,2238.7798507462685,,1636.2463768115942,,,"Shane Bieber",19427,669456
2023,"Patrick Sandoval","LAA",144.2,1979.7704918032787,,,,1874.5344827586207,2435.735294117647,2675.7966101694915,,,1766.9733333333334,,,"Patrick Sandoval",19447,663776
2023,"Aaron Civale","- - -",122.1,2383.467741935484,2594.80187416332,2066.8529411764707,,2264.4327956989246,2865.837606837607,2954.5030549898165,,,,,,"Aaron Civale",19479,650644
2023,"Connor Seabold","COL",59,2077.903460837887,,,,,2387.2376543209875,2618.05,,,1897.513888888889,,,"Connor Seabold",19695,657756
2023,"Shohei Ohtani","LAA",132,2249.1308139534885,2362.7269938650306,1262.8682170542636,,1996.5873015873017,2469.4320323014804,2459.1184210526317,,,,,,"Shohei Ohtani",19755,660271
2023,"Brandon Bielak","HOU",70.2,2412.64776119403,,,,2210.5563636363636,2384.3714285714286,2407.7348484848485,,,1877.3793103448277,,,"Brandon Bielak",19866,656232
2023,"Griffin Canning","LAA",120,2126.5481481481484,,,,2061,2693.432246998285,2357.848484848485,,,1806.0490654205607,,,"Griffin Canning",19867,656288
2023,"Alex Faedo","DET",58.2,2413.8394004282654,,,,,2603.817415730337,,,,1899.4469696969697,,,"Alex Faedo",19874,656412
2023,"Tanner Houck","BOS",106,2180.9132947976877,2351.377659574468,1654.6363636363637,,2082.7743190661477,2589.2293853073465,,,,,,,"Tanner Houck",19879,656557
2023,"Clarke Schmidt","NYY",158.1,,2724.112433862434,,,2534.3174846625766,2936.5453315290933,,2930.046511627907,,2124.3,,,"Clarke Schmidt",19899,657376
2023,"Jesús Luzardo","MIA",178.2,2237.1953182150696,2146.3636363636365,,,2153.1652892561983,2314.18539976825,,,,1964.6214057507987,,,"Jesus Luzardo",19959,666200
2023,"Joey Wentz","DET",80.1,2229.1185647425896,2361.5518134715026,,,,,2487.8083333333334,,,2112.8293650793653,,,"Joey Wentz",19962,666214
2023,"Tyler Wells","BAL",108.2,2428.9955022488757,2397.2909604519773,,,,2435.1486486486488,2577.8098591549297,,,2249.132530120482,,,"Tyler Wells",20000,669330
2023,"Bailey Falter","- - -",63,2039.238683127572,,1222.125,,1853.4657534246576,1919.323076923077,1997.506329113924,,,1629.7962962962963,,,"Bailey Falter",20070,663559
2023,"Kyle Muller","OAK",60,2407.010600706714,,,,,2073.824915824916,2311.2134146341464,,,1548,,,"Kyle Muller",20167,666205
2023,"Garrett Whitlock","BOS",51.2,2016.4,,,,2063.993119266055,2112.951871657754,,,,2129.2401960784314,,,"Garrett Whitlock",20191,676477
2023,"David Peterson","NYM",103,2120.533203125,,,,2146.81978021978,2379.616666666667,2366.848484848485,,,1602.6281690140845,,,"David Peterson",20302,656849
2023,"Matt Manning","DET",78,2132.5541740674958,,,,,2256.156334231806,2245.7783251231526,,,1442.5,,,"Matt Manning",20369,666159
2023,"Kutter Crawford","BOS",107.2,2474.8101449275364,2411.296146044625,1007.7519379844962,,,2245.7952755905512,,2207.6435185185187,,,,,"Kutter Crawford",20531,676710
2023,"Yusei Kikuchi","TOR",167.2,2332.492924528302,,,,,2410.0396716826267,2530.9060773480664,,,1701.577205882353,,,"Yusei Kikuchi",20633,579328
2023,"Cristopher Sánchez","PHI",98.1,,,,,1985.6527570789865,2041.624183006536,,,,1888.759493670886,,,"Cristopher Sanchez",20778,650911
2023,"J.P. France","HOU",133,2422.3932461873637,2664.753768844221,,,,2626.946524064171,2532.3255813953488,,,1859.7865853658536,,,"J.P. France",21212,641585
2023,"Bailey Ober","MIN",144.1,2312.6556914393227,,,,,2105.417943107221,2181.748387096774,,,2083.5874233128834,,,"Bailey Ober",21224,641927
2023,"Tylor Megill","NYM",126.1,2124.204016064257,,786.75,,,2224.5434782608695,2315.9479166666665,,,1602.0808383233532,,,"Tylor Megill",21318,656731
2023,"Joe Ryan","MIN",161.2,2211.867627785059,,1439.0492476060192,,,2444.7300469483566,,,,,,,"Joe Ryan",21390,657746
2023,"Shane McClanahan","TBR",115,2238.8545216251637,,,,,2247.6272401433694,2531.7281553398057,,,1600.568085106383,,,"Shane McClanahan",21483,663556
2023,"Jake Irvin","WSN",121,2326.716339869281,,,,2256.8944805194806,,2403.745426829268,,,2196.7363636363634,,,"Jake Irvin",21504,663623
2023,"Daniel Lynch IV","KCR",52.1,2150.3554913294797,,,,2038.25,2195.2847682119204,,2161.072463768116,,1631.7699115044247,,,"Daniel Lynch IV",21537,663738
2023,"Luis Medina","OAK",82.1,2251.7241962774956,,,,2222.02752293578,2152.978319783198,2298.7914110429447,,,1344.2125984251968,,,"Luis Medina",21649,665622
2023,"Edward Cabrera","MIA",91,2289.70715835141,,,,2228.8561643835615,2438.3732394366198,2575.921671018277,,,1683.09765625,,,"Edward Cabrera",21690,665795
2023,"Javier Assad","CHC",53.2,2086.419540229885,2047.137339055794,,,1920.156,2344.7454545454543,2310.1458333333335,,,1421.125,,,"Javier Assad",21741,665871
2023,"Braxton Garrett","MIA",156.2,2269.6298342541436,2375.2613636363635,,,2051.921976592978,2196.2006420545745,2158.9014778325122,,,1449.7096774193549,,,"Braxton Garrett",21844,666129
2023,"Cole Ragans","KCR",71.2,2522.9632183908047,2510.18,,,,2566.9636363636364,,2531.970802919708,,2082.3345070422533,,,"Cole Ragans",21846,666142
2023,"Hunter Greene","CIN",112,2320.886443661972,,,,,2326.425860023725,,,,1965.709090909091,,,"Hunter Greene",22182,668881
2023,"MacKenzie Gore","WSN",136.1,2278.613387978142,,,,,1959.7343412526998,2295.9848812095033,,,2175.5352112676055,,,"MacKenzie Gore",22201,669022
2023,"Logan Gilbert","SEA",190.2,1996.8773507767785,,905.5162037037037,,1403.5,2003.928489042676,,2318.456632653061,,,,,"Logan Gilbert",22250,669302
2023,"Tarik Skubal","DET",80.1,2185.6849315068494,,,,2066.722972972973,2074.5873015873017,,2324.2048192771085,,1561.4377104377104,,,"Tarik Skubal",22267,669373
2023,"Johan Oviedo","PIT",177.2,2268.929854576561,,,,2299.8926174496646,2469.449315068493,2387.8536036036035,,,1817.121951219512,,,"Johan Oviedo",22487,670912
2023,"Taj Bradley","TBR",102.2,2288.4267676767677,2353.4618834080716,1434.0530612244897,,2438,,2399.3779264214045,,,,,,"Taj Bradley",22543,671737
2023,"Roansy Contreras","PIT",54.1,2350.5916230366493,,,,,2554.430025445293,2623.686868686869,,,2036.1714285714286,,,"Roansy Contreras",22810,672710
2023,"Michael Grove","LAD",52,2235.8501628664494,2347.337837837838,,,2138.9117647058824,2315.4630225080386,,2519.9415584415583,,1420,,,"Michael Grove",23221,675627
2023,"JP Sears","OAK",172.1,2128.9123173277662,,,,2175.5,2469.0393145161293,,,,1711.684331797235,,,"JP Sears",23429,676664
2023,"Ryan Weathers","- - -",52,2212.667311411992,,,,2073,2389.4972972972973,,,,1652.5213675213674,,,"Ryan Weathers",23796,677960
2023,"Brayan Bello","BOS",157,2083.4666666666667,2150.5641025641025,,,1974.0294426919033,2270.2947598253277,,,,1771.1549520766773,,,"Brayan Bello",23920,678394
2023,"Grayson Rodriguez","BAL",122,2269.6088207094917,2226.0733944954127,,,,2408.1736334405145,2628.5470588235294,,,1851.1974522292994,,,"Grayson Rodriguez",24492,680570
2023,"Josiah Gray","WSN",159,2128.980769230769,1980.3392156862744,,,2110.6943319838056,1975.0594530321046,2317.411894273128,,,1617.3777777777777,,,"Josiah Gray",24580,680686
2023,"Kyle Bradish","BAL",168.2,2379.4324324324325,,,,2216.3479853479853,2636.441212121212,2614.816192560175,,,1350.9041095890411,,,"Kyle Bradish",24586,680694
2023,"Reese Olson","DET",91.2,2272.9417040358744,,,,2124.824451410658,2978.4070981210857,2802.157894736842,,,2095.912133891213,,,"Reese Olson",24968,681857
2023,"Brady Singer","KCR",159.2,2324,,,,2267.8512396694214,2371.5377697841727,,,,1848.969512195122,,,"Brady Singer",25377,663903
2023,"Jhony Brito","NYY",52.2,2101.6133333333332,,,,2093.343137254902,2183.2380952380954,,2164.0461538461536,,1686.1227436823106,,,"Jhony Brito",25386,666745
2023,"George Kirby","SEA",190.2,2191.0323741007196,,794.3391812865497,,2229.2775041050904,2326.838129496403,,2336.104938271605,,1518.3725490196077,,452,"George Kirby",25436,669923
2023,"Brandon Williamson","CIN",117,2146.511111111111,2351.098615916955,,,,2520.9898477157362,2657.9837398373984,,,1738.3228840125391,,,"Brandon Williamson",25463,682227
2023,"Hunter Brown","HOU",152.2,2240.0765472312705,2149.44126984127,1433.9212598425197,,2141.8,2323.431818181818,,2468.272585669782,,,,,"Hunter Brown",25880,686613
2023,"Ryne Nelson","ARI",138.1,2202.157894736842,2325.4748427672957,,,,2413.8892617449665,2491.878048780488,,,1709.1465798045604,,,"Ryne Nelson",26253,669194
2023,"Tommy Henry","ARI",87.2,2143.728888888889,,,,,2099.1724137931033,2294.954716981132,,,1467.9925093632958,,,"Tommy Henry",26285,674072
2023,"Alek Manoah","TOR",87.1,2289.534693877551,,,,2206.0126050420167,2127.1005917159764,,,,2016.5648148148148,,,"Alek Manoah",26410,666201
2023,"Reid Detmers","LAA",148.2,2089.0489759572574,,,,,2085.232530120482,2414.091089108911,,,1492.595744680851,,,"Reid Detmers",27468,672282
2023,"Jared Shuster","ATL",52.2,2117.1286089238847,,,,,2200.3521126760565,,,,1505.6884422110552,,,"Jared Shuster",27472,694363
2023,"Bobby Miller","LAD",124.1,2341.2698412698414,,,,2296.7925531914893,2502.7134502923977,2803.903314917127,,,2289.872611464968,,,"Bobby Miller",27483,676272
2023,"Spencer Strider","ATL",186.2,2359.559934318555,,,,,2345.2557251908397,,,,2257.306666666667,,,"Spencer Strider",27498,675911
2023,"Graham Ashcraft","CIN",145.2,,2426.4723577235773,,,2331.3644444444444,2828.622119815668,,,,2074,,,"Graham Ashcraft",27552,668933
2023,"Logan Allen","CLE",125.1,2143.0706126687437,2226.830687830688,,,,2250.0492424242425,,,,879.9229074889868,,,"Logan Allen",27589,671106
2023,"Luis Ortiz","PIT",73,2271.106312292359,2300,,,2197.0825958702067,2417.922693266833,,,,1620.8827160493827,,,"Luis Ortiz",27646,682847
2023,"Ken Waldichuk","OAK",103,2281.2690058479534,,,,,2089.102766798419,1997.6904761904761,,,1596.5631399317406,,,"Ken Waldichuk",27681,686610
2023,"Louis Varland","MIN",56,2146.1953727506425,2320.8020833333335,,,,2421.431818181818,,,,1526.119266055046,,,"Louis Varland",27691,686973
2023,"Eury Pérez","MIA",91.1,2634.532281205165,,,,,2382.1162790697676,2420.4813084112147,,,1754.2666666666667,,,"Eury Perez",27768,691587
2023,"Bryce Elder","ATL",174.2,2123.994764397906,,,,1967.6993464052287,2404.6868787276344,,,,2070.371794871795,,,"Bryce Elder",27779,693821
2023,"Brandon Pfaadt","ARI",90,2468.8045977011493,,,,2313.774834437086,2717.217391304348,2470.4470588235295,,,1956.0797872340424,,,"Brandon Pfaadt",27782,694297
2023,"Bryce Miller","SEA",131.1,2586.445714285714,,,,2436.1625,2337.4747826086955,2332.722222222222,,,2053.7008547008545,,,"Bryce Miller",29837,682243
2023,"Emmet Sheehan","LAD",53.1,2045.834797891037,,,,,2076.455399061033,,,,1861.5714285714287,,,"Emmet Sheehan",29839,686218
2023,"Andrew Abbott","CIN",109.1,2200.377894736842,,,,,2628.172523961661,2770.996913580247,,,2065.9645161290323,,,"Andrew Abbott",29911,671096
2023,"Gavin Williams","CLE",82,2217.9035202086047,,,,,2252.699346405229,2282.6936170212766,,,1887.2435897435898,,,"Gavin Williams",30122,668909
2023,"Tanner Bibee","CLE",142,2297.061243144424,,,,,2789.394904458599,2720.320930232558,,,2048.062176165803,,,"Tanner Bibee",30134,676440
2023,"Bryan Woo","SEA",87.2,2200.9293078055966,,,,2105.487804878049,2223.936599423631,,,,1704.0943396226414,,,"Bryan Woo",30279,693433
2023,"Kodai Senga","NYM",166.1,2280.1773255813955,2490.7808022922636,,1112.5861027190333,,2508.6234567901233,2488.9866666666667,,,,,,"Kodai Senga",31838,673540
2022,"Zack Greinke","KCR",137,2285.542528735632,2364.616714697406,,,2193.0196078431372,2447.595238095238,2432.7900432900433,,,1639.0989304812833,,,"Zack Greinke",1943,425844
2022,"Clayton Kershaw","LAD",126.1,2407.5502717391305,,,,2389.875,2576.5483460559794,2394.7109634551493,,,2125.909090909091,,,"Clayton Kershaw",2036,477132
2022,"Adam Wainwright","STL",191.2,2225.3890784982937,2411.358418367347,,,2200.4982778415615,2682.6666666666665,2772.3395833333334,2567.090909090909,,1763.6349206349207,,,"Adam Wainwright",2233,425794
2022,"Corey Kluber","TBR",164,2270.8611111111113,2462.899880810489,,,2074.952887537994,,2525.523168908819,,,1652.0873015873017,,,"Corey Kluber",2429,446372
2022,"Lance Lynn","CHW",121.2,2435.022604951561,2602.640535372849,,,2306.657894736842,2551.037037037037,2468.5,,,1847.1973684210527,,,"Lance Lynn",2520,458681
2022,"Max Scherzer","NYM",145.1,2386.6276703967446,2390.5339805825242,,,,2302.186507936508,2764.485,,,1398.9080882352941,,,"Max Scherzer",3137,453286
2022,"Aníbal Sánchez","WSN",69.1,2064.1159420289855,2095.2083333333335,,,1924.9617021276595,2179.1428571428573,1952.7101449275362,,,1470.4793650793652,,,"Anibal Sanchez",3284,434671
2022,"Charlie Morton","ATL",172,2365.846865364851,2532.1143911439112,,,2189.5247524752476,,3065.468239564428,,,2144.810483870968,,,"Charlie Morton",4676,450203
2022,"Rich Hill","BOS",124.1,2242.2937853107346,2272.603112840467,,,2229.6666666666665,2530.60663507109,2635.9293785310733,2369.1052631578946,,1881.5595238095239,,,"Rich Hill",4806,448179
2022,"Madison Bumgarner","ARI",158.2,2208.88133640553,2292.3002028397564,,,2066.7,2205,2304.269155206287,,,1480.4723127035832,,,"Madison Bumgarner",5524,518516
2022,"Chris Archer","MIN",102.2,2174.2351097178685,,,,,2461.3320707070707,2458.9574468085107,,,1704.5133079847908,,,"Chris Archer",6345,502042
2022,"Jake Odorizzi","- - -",106.1,2143.628260869565,2077.262467191601,1323.3979933110368,,,2066.6356589147285,2209.144927536232,,,,,,"Jake Odorizzi",6397,543606
2022,"Alex Cobb","SFG",149.2,2214.2,,1574.9795719844358,,2084.3757396449705,2531,,2602.9621621621623,,,,,"Alex Cobb",6562,502171
2022,"Carlos Carrasco","NYM",152,2282.5251461988305,,,,2161.5018315018315,2456.398305084746,2654.3636363636365,,,1311.4738617200674,,,"Carlos Carrasco",6632,471911
2022,"Johnny Cueto","CHW",153.1,2191.3105726872245,2174.4333333333334,,,2107.279926335175,2237.121693121693,2095.3333333333335,,,1326.1164835164834,,,"Johnny Cueto",6893,456501
2022,"Martín Pérez","TEX",196.1,2055.025316455696,2211.258287292818,,,1993.582459485224,2397.8571428571427,2514.894230769231,,,1661.4799513973269,,,"Martin Perez",6902,527048
2022,"Jordan Lyles","BAL",179,2203.8482613277133,2437.8101265822784,,,2094.72,2638.145251396648,2432.805,,,1464.4263322884012,,,"Jordan Lyles",7593,543475
2022,"Paolo Espino","WSN",83.2,2226.104347826087,,,,,2742.954703832753,3006.554054054054,,,1416.6438356164383,,,"Paolo Espino",8246,502179
2022,"Justin Verlander","HOU",175,2420.92927756654,,,,,2460.89837398374,2638.3503054989815,,,1755.4761904761904,,,"Justin Verlander",8700,434378
2022,"Nathan Eovaldi","BOS",109.1,2127.578710644678,2376.3942857142856,1556.5482093663911,,,2170.75,2060.583850931677,,,,,,"Nathan Eovaldi",9132,543135
2022,"Patrick Corbin","WSN",152.2,2130.247747747748,,,,2065.872268907563,2184.509752925878,1944,,,1628.921658986175,,,"Patrick Corbin",9323,571578
2022,"Dallas Keuchel","- - -",60.2,2185.133333333333,2167.0730337078653,,,1932.7777777777778,2315.9247311827958,,,,1551.2156862745098,,,"Dallas Keuchel",9434,572971
2022,"Miles Mikolas","STL",199.1,2279.030588235294,,,,2228.3796561604586,2378.0050632911393,2548.9206842923795,2127.777777777778,,1570.483870967742,,,"Miles Mikolas",9803,571945
2022,"Mike Minor","CIN",98,2464.3549723756905,,,,2567.5,2698.790804597701,,2437.4395604395604,,2169.2123456790123,,,"Mike Minor",10021,501985
2022,"Kyle Gibson","PHI",167.2,2278.9969418960245,2359.5305084745764,,,2133.074122236671,2509.410934744268,2467.4659685863876,,,1622.420338983051,,,"Kyle Gibson",10123,502043
2022,"Zack Wheeler","PHI",153,2391.5751503006013,2451.8232323232323,,,2217.349875930521,2569,2653.725978647687,,,1556.6904761904761,,,"Zack Wheeler",10310,554430
